Randomizer Version: 4.6.1-HAL
Random Seed: 60654162711980
Settings String: 322AAgEAQHvAfIB9QEEAAEeRAABFAAAFABABAABAAAAAAAAAAAAMgQyAQAICTIGBgAyAAIAEVBva2Vtb24gQmxhY2sgKFUpYFYfCOPDOIo=

--Randomized Evolutions--
Bulbasaur       -> Ivysaur        
 11 Metapod       |              - |               - |            - |             - |        - |         - |        - |           - |             - |                - |             - |         - |            - |            - |              - |                - |           - |              - |               - |             - |               - |             - |              - |               - |           - |              - |          - |       - |           - |               - |               - |               - |           - |               - |                - |               - |             - |              - |             - |              - |           - |          - |                - |        - |           - |         - |             - |         - |                - |            - |               - |               - |               - |               - |         - |         - |               - |            - |              - |         - |               - |              - |           - |             - |               - |           - |             - |               - |               - |         - |              - |               - |                - |             - |                - |                - |            - |            - |                - |              - |             - |               - |           - |              - |               - |              - |           - |         - |          - |              - |                - |              - |               - |              - |         - |       - |       - |        - |            - |             - |        - |
 12 Butterfree    |              - |               - |            - |             - |        - |TM06 Toxic |        - |           - |TM09 Venoshock |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |               - |TM20 Safeguard |TM21 Frustration |TM22 SolarBeam |              - |               - |           - |              - |TM27 Return |       - |TM29 Psychic |TM30 Shadow Ball |               - |TM32 Double Team |           - |               - |                - |               - |             - |              - |             - |TM40 Aerial Ace |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |            - |               - |               - |TM53 Energy Ball |               - |         - |         - |               - |            - |              - |         - |               - |TM62 Acrobatics |           - |             - |               - |           - |             - |TM68 Giga Impact |               - |TM70 Flash |              - |               - |                - |             - |                - |TM76 Struggle Bug |TM77 Psych Up |            - |                - |              - |             - |               - |           - |              - |TM85 Dream Eater |              - |TM87 Swagger |         - |TM89 U-turn |TM90 Substitute |                - |              - |               - |              - |         - |       - |       - |        - |            - |             - |        - |
 13 Weedle        |              - |               - |            - |             - |        - |         - |        - |           - |             - |                - |             - |         - |            - |            - |              - |                - |           - |              - |               - |             - |               - |             - |              - |               - |           - |              - |          - |       - |           - |               - |               - |               - |           - |               - |                - |               - |             - |              - |             - |              - |           - |          - |                - |        - |           - |         - |             - |         - |                - |            - |               - |               - |               - |               - |         - |         - |               - |            - |              - |         - |               - |              - |           - |             - |               - |           - |             - |               - |               - |         - |              - |               - |                - |             - |                - |                - |            - |            - |                - |              - |             - |               - |           - |              - |               - |              - |           - |         - |          - |              - |                - |              - |               - |              - |         - |       - |       - |        - |            - |             - |        - |
 14 Kakuna        |              - |               - |            - |             - |        - |         - |        - |           - |             - |                - |             - |         - |            - |            - |              - |                - |           - |              - |               - |             - |               - |             - |              - |               - |           - |              - |          - |       - |           - |               - |               - |               - |           - |               - |                - |               - |             - |              - |             - |              - |           - |          - |                - |        - |           - |         - |             - |         - |                - |            - |               - |               - |               - |               - |         - |         - |               - |            - |              - |         - |               - |              - |           - |             - |               - |           - |             - |               - |               - |         - |              - |               - |                - |             - |                - |                - |            - |            - |                - |              - |             - |               - |           - |              - |               - |              - |           - |         - |          - |              - |                - |              - |               - |              - |         - |       - |       - |        - |            - |             - |        - |
 15 Beedrill      |              - |               - |            - |             - |        - |TM06 Toxic |        - |           - |TM09 Venoshock |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |TM15 Hyper Beam |                - |TM17 Protect |              - |               - |             - |TM21 Frustration |TM22 SolarBeam |              - |               - |           - |              - |TM27 Return |       - |           - |               - |TM31 Brick Break |TM32 Double Team |           - |               - |                - |TM36 Sludge Bomb |             - |              - |             - |TM40 Aerial Ace |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |            - |               - |               - |               - |TM54 False Swipe |         - |         - |               - |            - |              - |         - |               - |TM62 Acrobatics |           - |             - |               - |TM66 Payback |             - |TM68 Giga Impact |               - |TM70 Flash |              - |               - |                - |             - |TM75 Swords Dance |TM76 Struggle Bug |            - |            - |                - |              - |TM81 X-Scissor |               - |           - |TM84 Poison Jab |               - |              - |TM87 Swagger |         - |TM89 U-turn |TM90 Substitute |                - |              - |               - |TM94 Rock Smash |         - |HM01 Cut |       - |        - |            - |             - |        - |
 16 Pidgey        |              - |               - |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |              - |                - |TM17 Protect |TM18 Rain Dance |               - |             - |TM21 Frustration |             - |              - |               - |           - |              - |TM27 Return |       - |           - |               - |               - |TM32 Double Team |           - |               - |                - |               - |             - |              - |             - |TM40 Aerial Ace |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |            - |               - |               - |               - |               - |         - |         - |               - |            - |              - |         - |               - |              - |           - |             - |               - |           - |             - |               - |               - |         - |              - |               - |                - |             - |                - |                - |            - |            - |                - |              - |             - |               - |TM83 Work Up |              - |               - |              - |TM87 Swagger |TM88 Pluck |TM89 U-turn |TM90 Substitute |                - |              - |               - |              - |         - |       - |HM02 Fly |        - |            - |             - |        - |
 17 Pidgeotto     |              - |               - |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |              - |                - |TM17 Protect |TM18 Rain Dance |               - |             - |TM21 Frustration |             - |              - |               - |           - |              - |TM27 Return |       - |           - |               - |               - |TM32 Double Team |           - |               - |                - |               - |             - |              - |             - |TM40 Aerial Ace |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |            - |               - |               - |               - |               - |         - |         - |               - |            - |              - |         - |               - |              - |           - |             - |               - |           - |             - |               - |               - |         - |              - |               - |                - |             - |                - |                - |            - |            - |                - |              - |             - |               - |TM83 Work Up |              - |               - |              - |TM87 Swagger |TM88 Pluck |TM89 U-turn |TM90 Substitute |                - |              - |               - |              - |         - |       - |HM02 Fly |        - |            - |             - |        - |
 18 Pidgeot       |              - |               - |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |               - |             - |TM21 Frustration |             - |              - |               - |           - |              - |TM27 Return |       - |           - |               - |               - |TM32 Double Team |           - |               - |                - |               - |             - |              - |             - |TM40 Aerial Ace |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |            - |               - |               - |               - |               - |         - |         - |               - |            - |              - |         - |               - |              - |           - |             - |               - |           - |             - |TM68 Giga Impact |               - |         - |              - |               - |                - |             - |                - |                - |            - |            - |                - |              - |             - |               - |TM83 Work Up |              - |               - |              - |TM87 Swagger |TM88 Pluck |TM89 U-turn |TM90 Substitute |                - |              - |               - |              - |         - |       - |HM02 Fly |        - |            - |             - |        - |
 19 Rattata       |              - |               - |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |TM12 Taunt |TM13 Ice Beam |TM14 Blizzard |              - |                - |TM17 Protect |TM18 Rain Dance |               - |             - |TM21 Frustration |             - |              - |TM24 Thunderbolt |TM25 Thunder |              - |TM27 Return |TM28 Dig |           - |TM30 Shadow Ball |               - |TM32 Double Team |           - |               - |                - |               - |             - |              - |             - |              - |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |            - |               - |               - |               - |               - |         - |         - |TM57 Charge Beam |            - |              - |         - |               - |              - |           - |             - |               - |           - |TM67 Retaliate |               - |               - |         - |              - |               - |TM73 Thunder Wave |             - |                - |                - |            - |            - |                - |              - |             - |               - |TM83 Work Up |              - |               - |TM86 Grass Knot |TM87 Swagger |TM88 Pluck |TM89 U-turn |TM90 Substitute |                - |              - |TM93 Wild Charge |TM94 Rock Smash |         - |HM01 Cut |       - |        - |            - |             - |        - |
 20 Raticate      |              - |               - |            - |             - |TM05 Roar |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |TM12 Taunt |TM13 Ice Beam |TM14 Blizzard |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |               - |             - |TM21 Frustration |             - |              - |TM24 Thunderbolt |TM25 Thunder |              - |TM27 Return |TM28 Dig |           - |TM30 Shadow Ball |               - |TM32 Double Team |           - |               - |                - |               - |             - |              - |             - |              - |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |            - |               - |               - |               - |               - |         - |         - |TM57 Charge Beam |            - |              - |         - |               - |              - |           - |             - |               - |           - |TM67 Retaliate |TM68 Giga Impact |               - |         - |              - |               - |TM73 Thunder Wave |             - |TM75 Swords Dance |                - |            - |            - |                - |              - |             - |               - |TM83 Work Up |              - |               - |TM86 Grass Knot |TM87 Swagger |TM88 Pluck |TM89 U-turn |TM90 Substitute |                - |              - |TM93 Wild Charge |TM94 Rock Smash |         - |HM01 Cut |       - |        - |HM04 Strength |             - |        - |
 21 Spearow       |              - |               - |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |              - |                - |TM17 Protect |TM18 Rain Dance |               - |             - |TM21 Frustration |             - |              - |               - |           - |              - |TM27 Return |       - |           - |               - |               - |TM32 Double Team |           - |               - |                - |               - |             - |              - |             - |TM40 Aerial Ace |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |TM49 Echoed Voice |            - |               - |               - |               - |TM54 False Swipe |         - |         - |               - |            - |              - |         - |               - |              - |           - |             - |               - |           - |             - |               - |               - |         - |              - |               - |                - |             - |                - |                - |            - |            - |                - |              - |             - |               - |TM83 Work Up |              - |               - |              - |TM87 Swagger |TM88 Pluck |TM89 U-turn |TM90 Substitute |                - |              - |               - |              - |         - |       - |HM02 Fly |        - |            - |             - |        - |
 22 Fearow        |              - |               - |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |               - |             - |TM21 Frustration |             - |              - |               - |           - |              - |TM27 Return |       - |           - |               - |               - |TM32 Double Team |           - |               - |                - |               - |             - |              - |             - |TM40 Aerial Ace |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |TM49 Echoed Voice |            - |               - |               - |               - |TM54 False Swipe |         - |         - |               - |            - |              - |         - |               - |              - |           - |             - |               - |           - |             - |TM68 Giga Impact |               - |         - |              - |               - |                - |             - |                - |                - |            - |            - |                - |              - |             - |               - |TM83 Work Up |              - |               - |              - |TM87 Swagger |TM88 Pluck |TM89 U-turn |TM90 Substitute |                - |              - |               - |              - |         - |       - |HM02 Fly |        - |            - |             - |        - |
 23 Ekans         |              - |               - |            - |             - |        - |TM06 Toxic |        - |           - |TM09 Venoshock |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |              - |                - |TM17 Protect |TM18 Rain Dance |               - |             - |TM21 Frustration |             - |              - |               - |           - |TM26 Earthquake |TM27 Return |TM28 Dig |           - |               - |               - |TM32 Double Team |           - |TM34 Sludge Wave |                - |TM36 Sludge Bomb |             - |              - |TM39 Rock Tomb |              - |TM41 Torment |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |            - |               - |               - |               - |               - |         - |         - |               - |            - |              - |         - |               - |              - |           - |             - |               - |TM66 Payback |             - |               - |               - |         - |              - |               - |                - |             - |                - |                - |            - |TM78 Bulldoze |                - |TM80 Rock Slide |             - |               - |           - |TM84 Poison Jab |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |               - |              - |         - |       - |       - |        - |HM04 Strength |             - |        - |
 24 Arbok         |              - |               - |            - |             - |        - |TM06 Toxic |        - |           - |TM09 Venoshock |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |               - |             - |TM21 Frustration |             - |              - |               - |           - |TM26 Earthquake |TM27 Return |TM28 Dig |           - |               - |               - |TM32 Double Team |           - |TM34 Sludge Wave |                - |TM36 Sludge Bomb |             - |              - |TM39 Rock Tomb |              - |TM41 Torment |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |            - |               - |               - |               - |               - |         - |         - |               - |            - |              - |         - |               - |              - |           - |             - |               - |TM66 Payback |             - |TM68 Giga Impact |               - |         - |              - |               - |                - |             - |                - |                - |            - |TM78 Bulldoze |                - |TM80 Rock Slide |             - |TM82 Dragon Tail |           - |TM84 Poison Jab |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |               - |              - |         - |       - |       - |        - |HM04 Strength |             - |        - |
 25 Pikachu       |              - |               - |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |             - |         - |            - |            - |              - |TM16 Light Screen |TM17 Protect |TM18 Rain Dance |               - |             - |TM21 Frustration |             - |              - |TM24 Thunderbolt |TM25 Thunder |              - |TM27 Return |TM28 Dig |           - |               - |TM31 Brick Break |TM32 Double Team |           - |               - |                - |               - |             - |              - |             - |              - |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |         - |             - |TM48 Round |TM49 Echoed Voice |            - |               - |               - |               - |               - |         - |TM56 Fling |TM57 Charge Beam |            - |              - |         - |               - |              - |           - |             - |               - |           - |             - |               - |               - |TM70 Flash |              - |TM72 Volt Switch |TM73 Thunder Wave |             - |                - |                - |            - |            - |                - |              - |             - |               - |           - |              - |               - |TM86 Grass Knot |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |TM93 Wild Charge |TM94 Rock Smash |         - |       - |       - |        - |HM04 Strength |             - |        - |
 26 Raichu        |              - |               - |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |             - |         - |            - |            - |TM15 Hyper Beam |TM16 Light Screen |TM17 Protect |TM18 Rain Dance |               - |             - |TM21 Frustration |             - |              - |TM24 Thunderbolt |TM25 Thunder |              - |TM27 Return |TM28 Dig |           - |               - |TM31 Brick Break |TM32 Double Team |           - |               - |                - |               - |             - |              - |             - |              - |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |TM49 Echoed Voice |            - |               - |TM52 Focus Blast |               - |               - |         - |TM56 Fling |TM57 Charge Beam |            - |              - |         - |               - |              - |           - |             - |               - |           - |             - |TM68 Giga Impact |               - |TM70 Flash |              - |TM72 Volt Switch |TM73 Thunder Wave |             - |                - |                - |            - |            - |                - |              - |             - |               - |           - |              - |               - |TM86 Grass Knot |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |TM93 Wild Charge |TM94 Rock Smash |         - |       - |       - |        - |HM04 Strength |             - |        - |
 27 Sandshrew     |TM01 Hone Claws |               - |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |              - |                - |TM17 Protect |              - |               - |TM20 Safeguard |TM21 Frustration |             - |              - |               - |           - |TM26 Earthquake |TM27 Return |TM28 Dig |           - |               - |TM31 Brick Break |TM32 Double Team |           - |               - |                - |               - |TM37 Sandstorm |              - |TM39 Rock Tomb |TM40 Aerial Ace |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |            - |               - |               - |               - |               - |         - |TM56 Fling |               - |            - |              - |         - |               - |              - |           - |             - |TM65 Shadow Claw |           - |             - |               - |               - |         - |              - |               - |                - |TM74 Gyro Ball |TM75 Swords Dance |                - |            - |TM78 Bulldoze |                - |TM80 Rock Slide |TM81 X-Scissor |               - |           - |TM84 Poison Jab |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |               - |TM94 Rock Smash |         - |HM01 Cut |       - |        - |HM04 Strength |             - |        - |
 28 Sandslash     |TM01 Hone Claws |               - |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |TM15 Hyper Beam |                - |TM17 Protect |              - |               - |TM20 Safeguard |TM21 Frustration |             - |              - |               - |           - |TM26 Earthquake |TM27 Return |TM28 Dig |           - |               - |TM31 Brick Break |TM32 Double Team |           - |               - |                - |               - |TM37 Sandstorm |              - |TM39 Rock Tomb |TM40 Aerial Ace |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |            - |               - |TM52 Focus Blast |               - |               - |         - |TM56 Fling |               - |            - |              - |         - |               - |              - |           - |             - |TM65 Shadow Claw |           - |             - |TM68 Giga Impact |               - |         - |TM71 Stone Edge |               - |                - |TM74 Gyro Ball |TM75 Swords Dance |                - |            - |TM78 Bulldoze |                - |TM80 Rock Slide |TM81 X-Scissor |               - |           - |TM84 Poison Jab |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |               - |TM94 Rock Smash |         - |HM01 Cut |       - |        - |HM04 Strength |             - |        - |
 29 Nidoran♀      |TM01 Hone Claws |               - |            - |             - |        - |TM06 Toxic |        - |           - |TM09 Venoshock |TM10 Hidden Power |TM11 Sunny Day |         - |TM13 Ice Beam |TM14 Blizzard |              - |                - |TM17 Protect |TM18 Rain Dance |               - |             - |TM21 Frustration |             - |              - |TM24 Thunderbolt |TM25 Thunder |              - |TM27 Return |TM28 Dig |           - |               - |               - |TM32 Double Team |           - |               - |                - |TM36 Sludge Bomb |             - |              - |             - |TM40 Aerial Ace |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |            - |               - |               - |               - |               - |         - |         - |               - |            - |              - |         - |               - |              - |           - |             - |TM65 Shadow Claw |           - |             - |               - |               - |         - |              - |               - |                - |             - |                - |                - |            - |            - |                - |              - |             - |               - |           - |TM84 Poison Jab |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |               - |TM94 Rock Smash |         - |HM01 Cut |       - |        - |HM04 Strength |             - |        - |
 30 Nidorina      |TM01 Hone Claws |               - |            - |             - |        - |TM06 Toxic |        - |           - |TM09 Venoshock |TM10 Hidden Power |TM11 Sunny Day |         - |TM13 Ice Beam |TM14 Blizzard |              - |                - |TM17 Protect |TM18 Rain Dance |               - |             - |TM21 Frustration |             - |              - |TM24 Thunderbolt |TM25 Thunder |              - |TM27 Return |TM28 Dig |           - |               - |               - |TM32 Double Team |           - |               - |                - |TM36 Sludge Bomb |             - |              - |             - |TM40 Aerial Ace |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |TM49 Echoed Voice |            - |               - |               - |               - |               - |         - |         - |               - |            - |              - |         - |               - |              - |           - |             - |TM65 Shadow Claw |           - |             - |               - |               - |         - |              - |               - |                - |             - |                - |                - |            - |            - |                - |              - |             - |               - |           - |TM84 Poison Jab |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |               - |TM94 Rock Smash |         - |HM01 Cut |       - |        - |HM04 Strength |             - |        - |
 31 Nidoqueen     |TM01 Hone Claws |               - |            - |             - |TM05 Roar |TM06 Toxic |        - |           - |TM09 Venoshock |TM10 Hidden Power |TM11 Sunny Day |TM12 Taunt |TM13 Ice Beam |TM14 Blizzard |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |               - |             - |TM21 Frustration |             - |TM23 Smack Down |TM24 Thunderbolt |TM25 Thunder |TM26 Earthquake |TM27 Return |TM28 Dig |           - |TM30 Shadow Ball |TM31 Brick Break |TM32 Double Team |           - |TM34 Sludge Wave |TM35 Flamethrower |TM36 Sludge Bomb |TM37 Sandstorm |TM38 Fire Blast |TM39 Rock Tomb |TM40 Aerial Ace |TM41 Torment |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |TM49 Echoed Voice |            - |               - |TM52 Focus Blast |               - |               - |         - |TM56 Fling |               - |            - |TM59 Incinerate |TM60 Quash |               - |              - |           - |             - |TM65 Shadow Claw |           - |             - |TM68 Giga Impact |               - |         - |TM71 Stone Edge |               - |                - |             - |                - |                - |            - |TM78 Bulldoze |                - |TM80 Rock Slide |             - |TM82 Dragon Tail |           - |TM84 Poison Jab |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |               - |TM94 Rock Smash |         - |HM01 Cut |       - |HM03 Surf |HM04 Strength |             - |        - |
 32 Nidoran♂      |TM01 Hone Claws |               - |            - |             - |        - |TM06 Toxic |        - |           - |TM09 Venoshock |TM10 Hidden Power |TM11 Sunny Day |         - |TM13 Ice Beam |TM14 Blizzard |              - |                - |TM17 Protect |TM18 Rain Dance |               - |             - |TM21 Frustration |             - |              - |TM24 Thunderbolt |TM25 Thunder |              - |TM27 Return |TM28 Dig |           - |               - |               - |TM32 Double Team |           - |               - |                - |TM36 Sludge Bomb |             - |              - |             - |              - |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |TM49 Echoed Voice |            - |               - |               - |               - |               - |         - |         - |               - |            - |              - |         - |               - |              - |           - |             - |TM65 Shadow Claw |           - |             - |               - |               - |         - |              - |               - |                - |             - |                - |                - |            - |            - |                - |              - |             - |               - |           - |TM84 Poison Jab |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |               - |TM94 Rock Smash |         - |HM01 Cut |       - |        - |HM04 Strength |             - |        - |
 33 Nidorino      |TM01 Hone Claws |               - |            - |             - |        - |TM06 Toxic |        - |           - |TM09 Venoshock |TM10 Hidden Power |TM11 Sunny Day |         - |TM13 Ice Beam |TM14 Blizzard |              - |                - |TM17 Protect |TM18 Rain Dance |               - |             - |TM21 Frustration |             - |              - |TM24 Thunderbolt |TM25 Thunder |              - |TM27 Return |TM28 Dig |           - |               - |               - |TM32 Double Team |           - |               - |                - |TM36 Sludge Bomb |             - |              - |             - |              - |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |TM49 Echoed Voice |            - |               - |               - |               - |               - |         - |         - |               - |            - |              - |         - |               - |              - |           - |             - |TM65 Shadow Claw |           - |             - |               - |               - |         - |              - |               - |                - |             - |                - |                - |            - |            - |                - |              - |             - |               - |           - |TM84 Poison Jab |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |               - |TM94 Rock Smash |         - |HM01 Cut |       - |        - |HM04 Strength |             - |        - |
 34 Nidoking      |TM01 Hone Claws |               - |            - |             - |TM05 Roar |TM06 Toxic |        - |           - |TM09 Venoshock |TM10 Hidden Power |TM11 Sunny Day |TM12 Taunt |TM13 Ice Beam |TM14 Blizzard |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |               - |             - |TM21 Frustration |             - |TM23 Smack Down |TM24 Thunderbolt |TM25 Thunder |TM26 Earthquake |TM27 Return |TM28 Dig |           - |TM30 Shadow Ball |TM31 Brick Break |TM32 Double Team |           - |TM34 Sludge Wave |TM35 Flamethrower |TM36 Sludge Bomb |TM37 Sandstorm |TM38 Fire Blast |TM39 Rock Tomb |              - |TM41 Torment |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |TM49 Echoed Voice |            - |               - |TM52 Focus Blast |               - |               - |         - |TM56 Fling |               - |            - |TM59 Incinerate |TM60 Quash |               - |              - |           - |             - |TM65 Shadow Claw |           - |             - |TM68 Giga Impact |               - |         - |TM71 Stone Edge |               - |                - |             - |                - |                - |            - |TM78 Bulldoze |                - |TM80 Rock Slide |             - |TM82 Dragon Tail |           - |TM84 Poison Jab |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |               - |TM94 Rock Smash |         - |HM01 Cut |       - |HM03 Surf |HM04 Strength |             - |        - |
 35 Clefairy      |              - |               - |TM03 Psyshock |TM04 Calm Mind |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |TM13 Ice Beam |TM14 Blizzard |              - |TM16 Light Screen |TM17 Protect |TM18 Rain Dance |TM19 Telekinesis |TM20 Safeguard |TM21 Frustration |TM22 SolarBeam |              - |TM24 Thunderbolt |TM25 Thunder |              - |TM27 Return |TM28 Dig |TM29 Psychic |TM30 Shadow Ball |TM31 Brick Break |TM32 Double Team |TM33 Reflect |               - |TM35 Flamethrower |               - |             - |TM38 Fire Blast |             - |              - |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |         - |             - |TM48 Round |TM49 Echoed Voice |            - |               - |               - |               - |               - |         - |TM56 Fling |TM57 Charge Beam |            - |TM59 Incinerate |         - |               - |              - |           - |             - |               - |           - |TM67 Retaliate |               - |               - |TM70 Flash |              - |               - |TM73 Thunder Wave |             - |                - |                - |TM77 Psych Up |            - |                - |              - |             - |               - |TM83 Work Up |              - |TM85 Dream Eater |TM86 Grass Knot |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |               - |TM94 Rock Smash |         - |       - |       - |        - |HM04 Strength |             - |        - |
 36 Clefable      |              - |               - |TM03 Psyshock |TM04 Calm Mind |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |TM13 Ice Beam |TM14 Blizzard |TM15 Hyper Beam |TM16 Light Screen |TM17 Protect |TM18 Rain Dance |TM19 Telekinesis |TM20 Safeguard |TM21 Frustration |TM22 SolarBeam |              - |TM24 Thunderbolt |TM25 Thunder |              - |TM27 Return |TM28 Dig |TM29 Psychic |TM30 Shadow Ball |TM31 Brick Break |TM32 Double Team |TM33 Reflect |               - |TM35 Flamethrower |               - |             - |TM38 Fire Blast |             - |              - |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |         - |             - |TM48 Round |TM49 Echoed Voice |            - |               - |TM52 Focus Blast |               - |               - |         - |TM56 Fling |TM57 Charge Beam |            - |TM59 Incinerate |         - |               - |              - |           - |             - |               - |           - |TM67 Retaliate |TM68 Giga Impact |               - |TM70 Flash |              - |               - |TM73 Thunder Wave |             - |                - |                - |TM77 Psych Up |            - |                - |              - |             - |               - |TM83 Work Up |              - |TM85 Dream Eater |TM86 Grass Knot |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |               - |TM94 Rock Smash |         - |       - |       - |        - |HM04 Strength |             - |        - |
 37 Vulpix        |              - |               - |            - |             - |TM05 Roar |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |              - |                - |TM17 Protect |              - |               - |TM20 Safeguard |TM21 Frustration |             - |              - |               - |           - |              - |TM27 Return |TM28 Dig |           - |               - |               - |TM32 Double Team |           - |               - |TM35 Flamethrower |               - |             - |TM38 Fire Blast |             - |              - |           - |TM42 Facade |TM43 Flame Charge |TM44 Rest |TM45 Attract |         - |             - |TM48 Round |                - |TM50 Overheat |               - |               - |TM53 Energy Ball |               - |         - |         - |               - |            - |TM59 Incinerate |         - |TM61 Will-O-Wisp |              - |           - |             - |               - |TM66 Payback |             - |               - |               - |         - |              - |               - |                - |             - |                - |                - |TM77 Psych Up |            - |                - |              - |             - |               - |           - |              - |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |               - |              - |         - |       - |       - |        - |            - |             - |        - |
