Randomizer Version: 4.6.1-HAL
Random Seed: 203381057898051
Settings String: 322AAgEAQGYAJsAngAEAAEeRAABFAAAFABABAABAAAAAAAAAAAAMgQyAQAICTIGBQAyAAIAFVBva2Vtb24gSGVhcnRHb2xkIChVKYdhIXnjwziK

--Randomized Evolutions--
BULBASAUR       -> IVYSAUR        
Level 15: Growl
Level 22: Quick Attack
Level 29: Bite
Level 36: Baton Pass
Level 43: Take Down
Level 50: Last Resort
Level 57: Trump Card
Egg Moves:
 - Charm
 - Flail
 - Endure
 - Curse
 - Tickle
 - Wish
 - Yawn
 - Fake Tears
 - Covet
 - Detect

134 VAPOREON ->  (no evolution)
HP  130
ATK 65 
DEF 60 
SPA 110
SPD 95 
SPE 65 
Level 1 : Tail Whip
Level 1 : Tackle
Level 1 : Helping Hand
Level 8 : Sand-Attack
Level 15: Water Gun
Level 22: Quick Attack
Level 29: Bite
Level 36: Aurora Beam
Level 43: Aqua Ring
Level 50: Last Resort
Level 57: Haze
Level 64: Acid Armor
Level 71: Hydro Pump
Level 78: Muddy Water

135 JOLTEON ->  (no evolution)
HP  65 
ATK 65 
DEF 60 
SPA 110
SPD 95 
SPE 130
Level 1 : Tail Whip
Level 1 : Tackle
Level 1 : Helping Hand
Level 8 : Sand-Attack
Level 15: ThunderShock
Level 22: Quick Attack
Level 29: Double Kick
Level 36: Pin Missile
Level 43: Thunder Fang
Level 50: Last Resort
Level 57: Thunder Wave
Level 64: Agility
Level 71: Thunder
Level 78: Discharge

136 FLAREON ->  (no evolution)
HP  65 
ATK 130
DEF 60 
SPA 95 
SPD 110
SPE 65 
Level 1 : Tail Whip
Level 1 : Tackle
Level 1 : Helping Hand
Level 8 : Sand-Attack
Level 15: Ember
Level 22: Quick Attack
Level 29: Bite
Level 36: Fire Spin
Level 43: Fire Fang
Level 50: Last Resort
Level 57: Smog
Level 64: Scary Face
Level 71: Fire Blast
Level 78: Lava Plume

137 PORYGON -> PORYGON2
HP  65 
ATK 60 
DEF 70 
SPA 85 
SPD 75 
SPE 40 
Level 1 : Conversion 2
Level 1 : Tackle
Level 1 : Conversion
Level 1 : Sharpen
Level 7 : Psybeam
Level 12: Agility
Level 18: Recover
Level 23: Magnet Rise
Level 29: Signal Beam
Level 34: Recycle
Level 40: Discharge
Level 45: Lock-On
Level 51: Tri Attack
Level 56: Magic Coat
Level 62: Zap Cannon

138 OMANYTE -> OMASTAR
HP  35 
ATK 40 
DEF 100
SPA 90 
SPD 55 
SPE 35 
Level 1 : Constrict
Level 1 : Withdraw
Level 7 : Bite
Level 10: Water Gun
Level 16: Rollout
Level 19: Leer
Level 25: Mud Shot
Level 28: Brine
Level 34: Protect
Level 37: AncientPower
Level 43: Tickle
Level 46: Rock Blast
Level 52: Hydro Pump
Egg Moves:
 - BubbleBeam
 - Aurora Beam
 - Slam
 - Supersonic
 - Haze
 - Rock Slide
 - Spikes
 - Knock Off
 - Wring Out
 - Toxic Spikes
 - Muddy Water

139 OMASTAR ->  (no evolution)
HP  70 
ATK 60 
DEF 125
SPA 115
SPD 70 
SPE 55 
Level 1 : Constrict
Level 1 : Withdraw
Level 1 : Bite
Level 7 : Bite
Level 10: Water Gun
Level 16: Rollout
Level 19: Leer
Level 25: Mud Shot
Level 28: Brine
Level 34: Protect
Level 37: AncientPower
Level 40: Spike Cannon
Level 48: Tickle
Level 56: Rock Blast
Level 67: Hydro Pump

140 KABUTO -> KABUTOPS
HP  30 
ATK 80 
DEF 90 
SPA 55 
SPD 45 
SPE 55 
Level 1 : Scratch
Level 1 : Harden
Level 6 : Absorb
Level 11: Leer
Level 16: Mud Shot
Level 21: Sand-Attack
Level 26: Endure
Level 31: Aqua Jet
Level 36: Mega Drain
Level 41: Metal Sound
Level 46: AncientPower
Level 51: Wring Out
Egg Moves:
 - BubbleBeam
 - Aurora Beam
 - Rapid Spin
 - Dig
 - Flail
 - Knock Off
 - Confuse Ray
 - Mud Shot
 - Icy Wind
 - Screech

141 KABUTOPS ->  (no evolution)
HP  60 
ATK 115
DEF 105
SPA 65 
SPD 70 
SPE 80 
Level 1 : Feint
Level 1 : Scratch
Level 1 : Harden
Level 1 : Absorb
Level 1 : Leer
Level 6 : Absorb
Level 11: Leer
Level 16: Mud Shot
Level 21: Sand-Attack
Level 26: Endure
Level 31: Aqua Jet
Level 36: Mega Drain
Level 40: Slash
Level 45: Metal Sound
Level 54: AncientPower
Level 63: Wring Out
Level 72: Night Slash

142 AERODACTYL ->  (no evolution)
HP  80 
ATK 105
DEF 65 
SPA 60 
SPD 75 
SPE 130
Level 1 : Ice Fang
Level 1 : Fire Fang
Level 1 : Thunder Fang
Level 1 : Wing Attack
Level 1 : Supersonic
Level 1 : Bite
Level 1 : Scary Face
Level 9 : Roar
Level 17: Agility
Level 25: AncientPower
Level 33: Crunch
Level 41: Take Down
Level 49: Iron Head
Level 57: Hyper Beam
Level 65: Rock Slide
Level 73: Giga Impact
Egg Moves:
 - Whirlwind
 - Pursuit
 - Foresight
 - Steel Wing
 - DragonBreath
 - Curse
 - Assurance

143 SNORLAX ->  (no evolution)
HP  160
ATK 110
DEF 65 
SPA 65 
SPD 110
SPE 30 
Level 1 : Tackle
Level 4 : Defense Curl
Level 9 : Amnesia
Level 12: Lick
Level 17: Belly Drum
Level 20: Yawn
Level 25: Rest
Level 28: Snore
Level 28: Sleep Talk
Level 33: Body Slam
Level 36: Block
Level 41: Rollout
Level 44: Crunch
Level 49: Giga Impact
Egg Moves:
 - Lick
 - Charm
 - Double-Edge
 - Curse
 - Fissure
 - Substitute
 - Whirlwind
 - Pursuit
 - Counter

144 ARTICUNO ->  (no evolution)
HP  90 
ATK 85 
DEF 100
SPA 95 
SPD 125
SPE 85 
Level 1 : Gust
Level 1 : Powder Snow
Level 8 : Mist
Level 15: Ice Shard
Level 22: Mind Reader
Level 29: AncientPower
Level 36: Agility
Level 43: Ice Beam
Level 50: Reflect
Level 57: Roost
Level 64: Tailwind
Level 71: Blizzard
Level 78: Sheer Cold
Level 85: Hail

145 ZAPDOS ->  (no evolution)
HP  90 
ATK 90 
DEF 85 
SPA 125
SPD 90 
SPE 100
Level 1 : Peck
Level 1 : ThunderShock
Level 8 : Thunder Wave
Level 15: Detect
Level 22: Pluck
Level 29: AncientPower
Level 36: Charge
Level 43: Agility
Level 50: Discharge
Level 57: Roost
Level 64: Light Screen
Level 71: Drill Peck
Level 78: Thunder
Level 85: Rain Dance

146 MOLTRES ->  (no evolution)
HP  90 
ATK 100
DEF 90 
SPA 125
SPD 85 
SPE 90 
Level 1 : Wing Attack
Level 1 : Ember
Level 8 : Fire Spin
Level 15: Agility
Level 22: Endure
Level 29: AncientPower
Level 36: Flamethrower
Level 43: Safeguard
Level 50: Air Slash
Level 57: Roost
Level 64: Heat Wave
Level 71: SolarBeam
Level 78: Sky Attack
Level 85: Sunny Day

147 DRATINI -> DRAGONAIR
HP  41 
ATK 64 
DEF 45 
SPA 50 
SPD 50 
SPE 50 
Level 1 : Wrap
Level 1 : Leer
Level 5 : Thunder Wave
Level 11: Twister
Level 15: Dragon Rage
Level 21: Slam
Level 25: Agility
Level 31: Aqua Tail
Level 35: Dragon Rush
Level 41: Safeguard
Level 45: Dragon Dance
Level 51: Outrage
Level 55: Hyper Beam
Egg Moves:
 - Light Screen
 - Mist
 - Haze
 - Supersonic
 - DragonBreath
 - Dragon Dance
 - Dragon Rush
 - ExtremeSpeed

148 DRAGONAIR -> DRAGONITE
HP  61 
ATK 84 
DEF 65 
SPA 70 
SPD 70 
SPE 70 
Level 1 : Wrap
Level 1 : Leer
Level 1 : Thunder Wave
Level 1 : Twister
Level 5 : Thunder Wave
Level 11: Twister
Level 15: Dragon Rage
Level 21: Slam
Level 25: Agility
Level 33: Aqua Tail
Level 39: Dragon Rush
Level 47: Safeguard
Level 53: Dragon Dance
Level 61: Outrage
Level 67: Hyper Beam

149 DRAGONITE ->  (no evolution)
HP  91 
ATK 134
DEF 95 
SPA 100
SPD 100
SPE 80 
Level 1 : Fire Punch
Level 1 : ThunderPunch
Level 1 : Roost
Level 1 : Wrap
Level 1 : Leer
Level 1 : Thunder Wave
Level 1 : Twister
Level 5 : Thunder Wave
Level 11: Twister
Level 15: Dragon Rage
Level 21: Slam
Level 25: Agility
Level 33: Aqua Tail
Level 39: Dragon Rush
Level 47: Safeguard
Level 53: Dragon Dance
Level 55: Wing Attack
Level 64: Outrage
Level 73: Hyper Beam

150 MEWTWO ->  (no evolution)
HP  106
ATK 110
DEF 90 
SPA 154
SPD 90 
SPE 130
Level 1 : Confusion
Level 1 : Disable
Level 8 : Barrier
Level 15: Swift
Level 22: Future Sight
Level 29: Psych Up
Level 36: Miracle Eye
Level 43: Mist
Level 50: Psycho Cut
Level 57: Amnesia
Level 64: Power Swap
Level 64: Guard Swap
Level 71: Psychic
Level 79: Me First
Level 86: Recover
Level 93: Safeguard
Level 100: Aura Sphere

151 MEW ->  (no evolution)
HP  100
ATK 100
DEF 100
SPA 100
SPD 100
SPE 100
Level 1 : Pound
Level 1 : Transform
Level 10: Mega Punch
Level 20: Metronome
Level 30: Psychic
Level 40: Barrier
Level 50: AncientPower
Level 60: Amnesia
Level 70: Me First
Level 80: Baton Pass
Level 90: Nasty Plot
Level 100: Aura Sphere

152 CHIKORITA -> BAYLEEF
HP  45 
ATK 49 
DEF 65 
SPA 49 
SPD 65 
SPE 45 
Level 1 : Tackle
Level 1 : Growl
Level 6 : Razor Leaf
Level 9 : PoisonPowder
Level 12: Synthesis
Level 17: Reflect
Level 20: Magical Leaf
Level 23: Natural Gift
Level 28: Sweet Scent
Level 31: Light Screen
Level 34: Body Slam
Level 39: Safeguard
Level 42: Aromatherapy
Level 45: SolarBeam
Egg Moves:
 - Vine Whip
 - Leech Seed
 - Counter
 - AncientPower
 - Flail
 - Nature Power
 - Ingrain
 - GrassWhistle
 - Leaf Storm
 - Aromatherapy
 - Wring Out
 - Body Slam

153 BAYLEEF -> MEGANIUM
HP  60 
ATK 62 
DEF 80 
SPA 63 
SPD 80 
SPE 60 
Level 1 : Tackle
Level 1 : Growl
Level 1 : Razor Leaf
Level 1 : PoisonPowder
Level 6 : Razor Leaf
Level 9 : PoisonPowder
Level 12: Synthesis
Level 18: Reflect
Level 22: Magical Leaf
Level 26: Natural Gift
Level 32: Sweet Scent
Level 36: Light Screen
Level 40: Body Slam
Level 46: Safeguard
Level 50: Aromatherapy
Level 54: SolarBeam

154 MEGANIUM ->  (no evolution)
HP  80 
ATK 82 
DEF 100
SPA 83 
SPD 100
SPE 80 
Level 1 : Tackle
Level 1 : Growl
Level 1 : Razor Leaf
Level 1 : PoisonPowder
Level 6 : Razor Leaf
Level 9 : PoisonPowder
Level 12: Synthesis
Level 18: Reflect
Level 22: Magical Leaf
Level 26: Natural Gift
Level 32: Petal Dance
Level 34: Sweet Scent
Level 40: Light Screen
Level 46: Body Slam
Level 54: Safeguard
Level 60: Aromatherapy
Level 66: SolarBeam

155 CYNDAQUIL -> QUILAVA
HP  39 
ATK 52 
DEF 43 
SPA 60 
SPD 50 
SPE 65 
Level 1 : Tackle
Level 1 : Leer
Level 6 : SmokeScreen
Level 10: Ember
Level 13: Quick Attack
Level 19: Flame Wheel
Level 22: Defense Curl
Level 28: Swift
Level 31: Lava Plume
Level 37: Flamethrower
Level 40: Rollout
Level 46: Double-Edge
Level 49: Eruption
Egg Moves:
 - Fury Swipes
 - Quick Attack
 - Reversal
 - Thrash
 - Foresight
 - Covet
 - Howl
 - Crush Claw
 - Double-Edge
 - Double Kick
 - Flare Blitz
 - Extrasensory

156 QUILAVA -> TYPHLOSION
HP  58 
ATK 64 
DEF 58 
SPA 80 
SPD 65 
SPE 80 
Level 1 : Tackle
Level 1 : Leer
Level 1 : SmokeScreen
Level 6 : SmokeScreen
Level 10: Ember
Level 13: Quick Attack
Level 20: Flame Wheel
Level 24: Defense Curl
Level 31: Swift
Level 35: Lava Plume
Level 42: Flamethrower
Level 46: Rollout
Level 53: Double-Edge
Level 57: Eruption

157 TYPHLOSION ->  (no evolution)
HP  78 
ATK 84 
DEF 78 
SPA 109
SPD 85 
SPE 100
Level 1 : Gyro Ball
Level 1 : Tackle
Level 1 : Leer
Level 1 : SmokeScreen
Level 1 : Ember
Level 6 : SmokeScreen
Level 10: Ember
Level 13: Quick Attack
Level 20: Flame Wheel
Level 24: Defense Curl
Level 31: Swift
Level 35: Lava Plume
Level 42: Flamethrower
Level 46: Rollout
Level 53: Double-Edge
Level 57: Eruption

158 TOTODILE -> CROCONAW
HP  50 
ATK 65 
DEF 64 
SPA 44 
SPD 48 
SPE 43 
Level 1 : Scratch
Level 1 : Leer
Level 6 : Water Gun
Level 8 : Rage
Level 13: Bite
Level 15: Scary Face
Level 20: Ice Fang
Level 22: Flail
Level 27: Crunch
Level 29: Slash
Level 34: Screech
Level 36: Thrash
Level 41: Aqua Tail
Level 43: Superpower
Level 48: Hydro Pump
Egg Moves:
 - Crunch
 - Thrash
 - Hydro Pump
 - AncientPower
 - Rock Slide
 - Mud Sport
 - Water Sport
 - Dragon Claw
 - Ice Punch
 - Metal Claw
 - Dragon Dance
 - Aqua Jet

159 CROCONAW -> FERALIGATR
HP  65 
ATK 80 
DEF 80 
SPA 59 
SPD 63 
SPE 58 
Level 1 : Scratch
Level 1 : Leer
Level 1 : Water Gun
Level 6 : Water Gun
Level 8 : Rage
Level 13: Bite
Level 15: Scary Face
Level 21: Ice Fang
Level 24: Flail
Level 30: Crunch
Level 33: Slash
Level 39: Screech
Level 42: Thrash
Level 48: Aqua Tail
Level 51: Superpower
Level 57: Hydro Pump

160 FERALIGATR ->  (no evolution)
HP  85 
ATK 105
DEF 100
SPA 79 
SPD 83 
SPE 78 
Level 1 : Scratch
Level 1 : Leer
Level 1 : Water Gun
Level 1 : Rage
Level 6 : Water Gun
Level 8 : Rage
Level 13: Bite
Level 15: Scary Face
Level 21: Ice Fang
Level 24: Flail
Level 30: Agility
Level 32: Crunch
Level 37: Slash
Level 45: Screech
Level 50: Thrash
Level 58: Aqua Tail
Level 63: Superpower
Level 71: Hydro Pump

161 SENTRET -> FURRET
HP  35 
ATK 46 
DEF 34 
SPA 35 
SPD 45 
SPE 20 
Level 1 : Scratch
Level 1 : Foresight
Level 4 : Defense Curl
Level 7 : Quick Attack
Level 13: Fury Swipes
Level 16: Helping Hand
Level 19: Follow Me
Level 25: Slam
Level 28: Rest
Level 31: Sucker Punch
Level 36: Amnesia
Level 39: Baton Pass
Level 42: Me First
Level 47: Hyper Voice
Egg Moves:
 - Double-Edge
 - Pursuit
 - Slash
 - Focus Energy
 - Reversal
 - Substitute
 - Trick
 - Assist
 - Last Resort
 - Charm
 - Covet

162 FURRET ->  (no evolution)
HP  85 
ATK 76 
DEF 64 
SPA 45 
SPD 55 
SPE 90 
Level 1 : Scratch
Level 1 : Foresight
Level 1 : Defense Curl
Level 1 : Quick Attack
Level 4 : Defense Curl
Level 7 : Quick Attack
Level 13: Fury Swipes
Level 17: Helping Hand
Level 21: Follow Me
Level 28: Slam
Level 32: Rest
Level 36: Sucker Punch
Level 42: Amnesia
Level 46: Baton Pass
Level 50: Me First
Level 56: Hyper Voice

163 HOOTHOOT -> NOCTOWL
HP  60 
ATK 30 
DEF 30 
SPA 36 
SPD 56 
SPE 50 
Level 1 : Tackle
Level 1 : Growl
Level 1 : Foresight
Level 5 : Hypnosis
Level 9 : Peck
Level 13: Uproar
Level 17: Reflect
Level 21: Confusion
Level 25: Take Down
Level 29: Air Slash
Level 33: Zen Headbutt
Level 37: Extrasensory
Level 41: Psycho Shift
Level 45: Roost
Level 49: Dream Eater
Egg Moves:
 - Mirror Move
 - Supersonic
 - Faint Attack
 - Wing Attack
 - Whirlwind
 - Sky Attack
 - FeatherDance
 - Agility
 - Night Shade

164 NOCTOWL ->  (no evolution)
HP  100
ATK 50 
DEF 50 
SPA 76 
SPD 96 
SPE 70 
Level 1 : Sky Attack
Level 1 : Tackle
Level 1 : Growl
Level 1 : Foresight
Level 1 : Hypnosis
Level 5 : Hypnosis
Level 9 : Peck
Level 13: Uproar
Level 17: Reflect
Level 22: Confusion
Level 27: Take Down
Level 32: Air Slash
Level 37: Zen Headbutt
Level 42: Extrasensory
Level 47: Psycho Shift
Level 52: Roost
Level 57: Dream Eater

165 LEDYBA -> LEDIAN
HP  40 
ATK 20 
DEF 30 
SPA 40 
SPD 80 
SPE 55 
Level 1 : Tackle
Level 6 : Supersonic
Level 9 : Comet Punch
Level 14: Light Screen
Level 14: Reflect
Level 14: Safeguard
Level 17: Mach Punch
Level 22: Baton Pass
Level 25: Silver Wind
Level 30: Agility
Level 33: Swift
Level 38: Double-Edge
Level 41: Bug Buzz
Egg Moves:
 - Psybeam
 - Bide
 - Silver Wind
 - Bug Buzz
 - Screech
 - Encore
 - Knock Off
 - Bug Bite

166 LEDIAN ->  (no evolution)
HP  55 
ATK 35 
DEF 50 
SPA 55 
SPD 110
SPE 85 
Level 1 : Tackle
Level 1 : Supersonic
Level 1 : Comet Punch
Level 6 : Supersonic
Level 9 : Comet Punch
Level 14: Light Screen
Level 14: Reflect
Level 14: Safeguard
Level 17: Mach Punch
Level 24: Baton Pass
Level 29: Silver Wind
Level 36: Agility
Level 41: Swift
Level 48: Double-Edge
Level 53: Bug Buzz

167 SPINARAK -> ARIADOS
HP  40 
ATK 60 
DEF 40 
SPA 40 
SPD 40 
SPE 30 
Level 1 : Poison Sting
Level 1 : String Shot
Level 5 : Scary Face
Level 8 : Constrict
Level 12: Leech Life
Level 15: Night Shade
Level 19: Shadow Sneak
Level 22: Fury Swipes
Level 26: Sucker Punch
Level 29: Spider Web
Level 33: Agility
Level 36: Pin Missile
Level 40: Psychic
Level 43: Poison Jab
Egg Moves:
 - Psybeam
 - Disable
 - SonicBoom
 - Baton Pass
 - Pursuit
 - Signal Beam
 - Toxic Spikes
 - Poison Jab

168 ARIADOS ->  (no evolution)
HP  70 
ATK 90 
DEF 70 
SPA 60 
SPD 60 
SPE 40 
Level 1 : Bug Bite
Level 1 : Poison Sting
Level 1 : String Shot
Level 1 : Scary Face
Level 1 : Constrict
Level 5 : Scary Face
Level 8 : Constrict
Level 12: Leech Life
Level 15: Night Shade
Level 19: Shadow Sneak
Level 23: Fury Swipes
Level 28: Sucker Punch
Level 32: Spider Web
Level 37: Agility
Level 41: Pin Missile
Level 46: Psychic
Level 50: Poison Jab

169 CROBAT ->  (no evolution)
HP  85 
ATK 90 
DEF 80 
SPA 70 
SPD 80 
SPE 130
Level 1 : Cross Poison
Level 1 : Screech
Level 1 : Leech Life
Level 1 : Supersonic
Level 1 : Astonish
Level 5 : Supersonic
Level 9 : Astonish
Level 13: Bite
Level 17: Wing Attack
Level 21: Confuse Ray
Level 27: Air Cutter
Level 33: Mean Look
Level 39: Poison Fang
Level 45: Haze
Level 51: Air Slash

170 CHINCHOU -> LANTURN
HP  75 
ATK 38 
DEF 38 
SPA 56 
SPD 56 
SPE 67 
Level 1 : Bubble
Level 1 : Supersonic
Level 6 : Thunder Wave
Level 9 : Flail
Level 12: Water Gun
Level 17: Confuse Ray
Level 20: Spark
Level 23: Take Down
Level 28: BubbleBeam
Level 31: Signal Beam
Level 34: Discharge
Level 39: Aqua Ring
Level 42: Hydro Pump
Level 45: Charge
Egg Moves:
 - Flail
 - Screech
 - Amnesia
 - Psybeam
 - Whirlpool
 - Agility
 - Mist

171 LANTURN ->  (no evolution)
HP  125
ATK 58 
DEF 58 
SPA 76 
SPD 76 
SPE 67 
Level 1 : Bubble
Level 1 : Supersonic
Level 1 : Thunder Wave
Level 6 : Thunder Wave
Level 9 : Flail
Level 12: Water Gun
Level 17: Confuse Ray
Level 20: Spark
Level 23: Take Down
Level 27: Stockpile
Level 27: Swallow
Level 27: Spit Up
Level 30: BubbleBeam
Level 35: Signal Beam
Level 40: Discharge
Level 47: Aqua Ring
Level 52: Hydro Pump
Level 57: Charge

172 PICHU -> PIKACHU
HP  20 
ATK 40 
DEF 15 
SPA 35 
SPD 35 
SPE 60 
Level 1 : ThunderShock
Level 1 : Charm
Level 5 : Tail Whip
Level 10: Thunder Wave
Level 13: Sweet Kiss
Level 18: Nasty Plot
Egg Moves:
 - Reversal
 - Bide
 - Present
 - Encore
 - DoubleSlap
 - Wish
 - Charge
 - Fake Out
 - ThunderPunch
 - Tickle
 - Flail

173 CLEFFA -> CLEFAIRY
HP  50 
ATK 25 
DEF 28 
SPA 45 
SPD 55 
SPE 15 
Level 1 : Pound
Level 1 : Charm
Level 4 : Encore
Level 7 : Sing
Level 10: Sweet Kiss
Level 13: Copycat
Level 16: Magical Leaf
Egg Moves:
 - Present
 - Metronome
 - Amnesia
 - Belly Drum
 - Splash
 - Mimic
 - Wish
 - Substitute
 - Fake Tears
 - Covet
 - Aromatherapy

174 IGGLYBUFF -> JIGGLYPUFF
HP  90 
ATK 30 
DEF 15 
SPA 40 
SPD 20 
SPE 15 
Level 1 : Sing
Level 1 : Charm
Level 5 : Defense Curl
Level 9 : Pound
Level 13: Sweet Kiss
Level 17: Copycat
Egg Moves:
 - Perish Song
 - Present
 - Faint Attack
 - Wish
 - Fake Tears
 - Last Resort
 - Covet
 - Gravity

175 TOGEPI -> TOGETIC
HP  35 
ATK 20 
DEF 65 
SPA 40 
SPD 65 
SPE 20 
Level 1 : Growl
Level 1 : Charm
Level 6 : Metronome
Level 10: Sweet Kiss
Level 15: Yawn
Level 19: Encore
Level 24: Follow Me
Level 28: Wish
Level 33: AncientPower
Level 37: Safeguard
Level 42: Baton Pass
Level 46: Double-Edge
Level 51: Last Resort
Egg Moves:
 - Present
 - Mirror Move
 - Peck
 - Foresight
 - Future Sight
 - Substitute
 - Psych Up
 - Nasty Plot
 - Psycho Shift
 - Lucky Chant
 - Extrasensory

176 TOGETIC -> TOGEKISS
HP  55 
ATK 40 
DEF 85 
SPA 80 
SPD 105
SPE 40 
Level 1 : Magical Leaf
Level 1 : Growl
Level 1 : Charm
Level 1 : Metronome
Level 1 : Sweet Kiss
Level 6 : Metronome
Level 10: Sweet Kiss
Level 15: Yawn
Level 19: Encore
Level 24: Follow Me
Level 28: Wish
Level 33: AncientPower
Level 37: Safeguard
Level 42: Baton Pass
Level 46: Double-Edge
Level 51: Last Resort

177 NATU -> XATU
HP  40 
ATK 50 
DEF 45 
SPA 70 
SPD 45 
SPE 70 
Level 1 : Peck
Level 1 : Leer
Level 6 : Night Shade
Level 9 : Teleport
Level 12: Lucky Chant
Level 17: Miracle Eye
Level 20: Me First
Level 23: Confuse Ray
Level 28: Wish
Level 33: Psycho Shift
Level 36: Future Sight
Level 39: Ominous Wind
Level 44: Power Swap
Level 44: Guard Swap
Level 47: Psychic
Egg Moves:
 - Haze
 - Drill Peck
 - Quick Attack
 - Faint Attack
 - Steel Wing
 - Psych Up
 - FeatherDance
 - Refresh
 - Zen Headbutt
 - Sucker Punch

178 XATU ->  (no evolution)
HP  65 
ATK 75 
DEF 70 
SPA 95 
SPD 70 
SPE 95 
Level 1 : Peck
Level 1 : Leer
Level 6 : Night Shade
Level 9 : Teleport
Level 12: Lucky Chant
Level 17: Miracle Eye
Level 20: Me First
Level 23: Confuse Ray
Level 27: Tailwind
Level 30: Wish
Level 37: Psycho Shift
Level 42: Future Sight
Level 47: Ominous Wind
Level 54: Power Swap
Level 54: Guard Swap
Level 59: Psychic

179 MAREEP -> FLAAFFY
HP  55 
ATK 40 
DEF 40 
SPA 65 
SPD 45 
SPE 35 
Level 1 : Tackle
Level 5 : Growl
Level 10: ThunderShock
Level 14: Thunder Wave
Level 19: Cotton Spore
Level 23: Charge
Level 28: Discharge
Level 32: Signal Beam
Level 37: Light Screen
Level 41: Power Gem
Level 46: Thunder
Egg Moves:
 - Take Down
 - Body Slam
 - Safeguard
 - Screech
 - Reflect
 - Odor Sleuth
 - Charge
 - Flatter
 - Sand-Attack

180 FLAAFFY -> AMPHAROS
HP  70 
ATK 55 
DEF 55 
SPA 80 
SPD 60 
SPE 45 
Level 1 : Tackle
Level 1 : Growl
Level 1 : ThunderShock
Level 5 : Growl
Level 10: ThunderShock
Level 14: Thunder Wave
Level 20: Cotton Spore
Level 25: Charge
Level 31: Discharge
Level 36: Signal Beam
Level 42: Light Screen
Level 47: Power Gem
Level 53: Thunder

181 AMPHAROS ->  (no evolution)
HP  90 
ATK 75 
DEF 75 
SPA 115
SPD 90 
SPE 55 
Level 1 : Fire Punch
Level 1 : Tackle
Level 1 : Growl
Level 1 : ThunderShock
Level 1 : Thunder Wave
Level 5 : Growl
Level 10: ThunderShock
Level 14: Thunder Wave
Level 20: Cotton Spore
Level 25: Charge
Level 30: ThunderPunch
Level 34: Discharge
Level 42: Signal Beam
Level 51: Light Screen
Level 59: Power Gem
Level 68: Thunder

182 BELLOSSOM ->  (no evolution)
HP  75 
ATK 80 
DEF 85 
SPA 90 
SPD 100
SPE 50 
Level 1 : Leaf Blade
Level 1 : Mega Drain
Level 1 : Sweet Scent
Level 1 : Stun Spore
Level 1 : Sunny Day
Level 23: Magical Leaf
Level 53: Leaf Storm

183 MARILL -> AZUMARILL
HP  70 
ATK 20 
DEF 50 
SPA 20 
SPD 50 
SPE 40 
Level 1 : Tackle
Level 2 : Defense Curl
Level 7 : Tail Whip
Level 10: Water Gun
Level 15: Rollout
Level 18: BubbleBeam
Level 23: Aqua Ring
Level 27: Double-Edge
Level 32: Rain Dance
Level 37: Aqua Tail
Level 42: Hydro Pump
Egg Moves:
 - Light Screen
 - Present
 - Amnesia
 - Future Sight
 - Belly Drum
 - Perish Song
 - Supersonic
 - Substitute
 - Aqua Jet
 - Superpower
 - Refresh
 - Body Slam

184 AZUMARILL ->  (no evolution)
HP  100
ATK 50 
DEF 80 
SPA 50 
SPD 80 
SPE 50 
Level 1 : Tackle
Level 1 : Defense Curl
Level 1 : Tail Whip
Level 1 : Water Gun
Level 2 : Defense Curl
Level 7 : Tail Whip
Level 10: Water Gun
Level 15: Rollout
Level 20: BubbleBeam
Level 27: Aqua Ring
Level 33: Double-Edge
Level 40: Rain Dance
Level 47: Aqua Tail
Level 54: Hydro Pump

185 SUDOWOODO ->  (no evolution)
HP  70 
ATK 100
DEF 115
SPA 30 
SPD 65 
SPE 30 
Level 1 : Wood Hammer
Level 1 : Copycat
Level 1 : Flail
Level 1 : Low Kick
Level 1 : Rock Throw
Level 6 : Flail
Level 9 : Low Kick
Level 14: Rock Throw
Level 17: Mimic
Level 22: Block
Level 25: Faint Attack
Level 30: Rock Tomb
Level 33: Rock Slide
Level 38: Slam
Level 41: Sucker Punch
Level 46: Double-Edge
Level 49: Hammer Arm
Egg Moves:
 - Selfdestruct
 - Headbutt
 - Harden
 - Defense Curl
 - Rollout
 - Sand Tomb

186 POLITOED ->  (no evolution)
HP  90 
ATK 75 
DEF 75 
SPA 90 
SPD 100
SPE 70 
Level 1 : BubbleBeam
Level 1 : Hypnosis
Level 1 : DoubleSlap
Level 1 : Perish Song
Level 27: Swagger
Level 37: Bounce
Level 48: Hyper Voice

187 HOPPIP -> SKIPLOOM
HP  35 
ATK 35 
DEF 40 
SPA 35 
SPD 55 
SPE 50 
Level 1 : Splash
Level 4 : Synthesis
Level 7 : Tail Whip
Level 10: Tackle
Level 12: PoisonPowder
Level 14: Stun Spore
Level 16: Sleep Powder
Level 19: Bullet Seed
Level 22: Leech Seed
Level 25: Mega Drain
Level 28: Cotton Spore
Level 31: U-turn
Level 34: Worry Seed
Level 37: Giga Drain
Level 40: Bounce
Level 43: Memento
Egg Moves:
 - Confusion
 - Encore
 - Double-Edge
 - Reflect
 - Amnesia
 - Helping Hand
 - Psych Up
 - Aromatherapy
 - Worry Seed

