Randomizer Version: 4.6.1-HAL
Random Seed: 232783720110429
Settings String: 322AAgEAQH8AP8AAgEEAAEeRAABFAAAFABABAABAAAAAAAAAAAAMgQyAQAICTIHBwAyAAIAElBva2Vtb24gT21lZ2EgUnVieapVMxrjwziK

--Randomized Evolutions--
Bulbasaur       -> Ivysaur        
742|Tornadus-T      |FLYING           |  79| 100|  80| 110|  90| 121|Regenerator   |—             |Regenerator   |FULL|
743|Thundurus-T     |ELECTRIC/FLYING  |  79| 105|  70| 145|  80| 101|Volt Absorb   |—             |Volt Absorb   |FULL|
744|Landorus-T      |GROUND/FLYING    |  89| 145|  90| 105|  80|  91|Intimidate    |—             |Intimidate    |FULL|
745|Gengar-Mega     |GHOST/POISON     |  60|  65|  80| 170|  95| 130|Shadow Tag    |—             |Shadow Tag    |FULL|
746|Meowstic-F      |PSYCHIC          |  74|  48|  76|  83|  81| 104|Keen Eye      |Infiltrator   |Competitive   |FULL|
747|Gardevoir-Mega  |PSYCHIC/FAIRY    |  68|  85|  65| 165| 135| 100|Pixilate      |—             |Pixilate      |FULL|
748|Ampharos-Mega   |ELECTRIC/DRAGON  |  90|  95| 105| 165| 110|  45|Mold Breaker  |—             |Mold Breaker  |FULL|
749|Venusaur-Mega   |GRASS/POISON     |  80| 100| 123| 122| 120|  80|Thick Fat     |—             |Thick Fat     |FULL|
750|Charizard-Mega-X|FIRE/DRAGON      |  78| 130| 111| 130|  85| 100|Tough Claws   |—             |Tough Claws   |FULL|
751|Charizard-Mega-Y|FIRE/FLYING      |  78| 104|  78| 159| 115| 100|Drought       |—             |Drought       |FULL|
752|Mewtwo-Mega-X   |PSYCHIC/FIGHTING | 106| 190| 100| 154| 100| 130|Steadfast     |—             |Steadfast     |FULL|
753|Mewtwo-Mega-Y   |PSYCHIC          | 106| 150|  70| 194| 120| 140|Insomnia      |—             |Insomnia      |FULL|
754|Blaziken-Mega   |FIRE/FIGHTING    |  80| 160|  80| 130|  80| 100|Speed Boost   |—             |Speed Boost   |FULL|
755|Medicham-Mega   |FIGHTING/PSYCHIC |  60| 100|  85|  80|  85| 100|Pure Power    |—             |Pure Power    |FULL|
756|Houndoom-Mega   |DARK/FIRE        |  75|  90|  90| 140|  90| 115|Solar Power   |—             |Solar Power   |FULL|
757|Aggron-Mega     |STEEL            |  70| 140| 230|  60|  80|  50|Filter        |—             |Filter        |FULL|Hard Stone (rare)
758|Banette-Mega    |GHOST            |  64| 165|  75|  93|  83|  75|Prankster     |—             |Prankster     |FULL|Spell Tag (rare)
759|Tyranitar-Mega  |ROCK/DARK        | 100| 164| 150|  95| 120|  71|Sand Stream   |—             |Sand Stream   |FULL|
760|Scizor-Mega     |BUG/STEEL        |  70| 150| 140|  65| 100|  75|Technician    |—             |Technician    |FULL|
761|Pinsir-Mega     |BUG/FLYING       |  65| 155| 120|  65|  90| 105|Aerilate      |—             |Aerilate      |FULL|
762|Aerodactyl-Mega |ROCK/FLYING      |  80| 135|  85|  70|  95| 150|Tough Claws   |—             |Tough Claws   |FULL|
763|Lucario-Mega    |FIGHTING/STEEL   |  70| 145|  88| 140|  70| 112|Adaptability  |—             |Adaptability  |FULL|
764|Abomasnow-Mega  |GRASS/ICE        |  90| 132| 105| 132| 105|  30|Snow Warning  |—             |Snow Warning  |FULL|Never-Melt Ice (rare)
765|Aegislash-B     |STEEL/GHOST      |  60| 150|  50| 150|  50|  60|Stance Change |—             |Stance Change |FULL|
766|Blastoise-Mega  |WATER            |  79| 103| 120| 135| 115|  78|Mega Launcher |—             |Mega Launcher |FULL|
767|Kangaskhan-Mega |NORMAL           | 105| 125| 100|  60| 100| 100|Parental Bond |—             |Parental Bond |FULL|
768|Gyarados-Mega   |WATER/DARK       |  95| 155| 109|  70| 130|  81|Mold Breaker  |—             |Mold Breaker  |FULL|
769|Absol-Mega      |DARK             |  65| 150|  60| 115|  60| 115|Magic Bounce  |—             |Magic Bounce  |FULL|Life Orb (rare)
770|Alakazam-Mega   |PSYCHIC          |  55|  50|  65| 175|  95| 150|Trace         |—             |Trace         |FULL|Twisted Spoon (rare)
771|Heracross-Mega  |BUG/FIGHTING     |  80| 185| 115|  40| 105|  75|Skill Link    |—             |Skill Link    |FULL|
772|Mawile-Mega     |STEEL/FAIRY      |  50| 105| 125|  55|  95|  50|Huge Power    |—             |Huge Power    |FULL|
773|Manectric-Mega  |ELECTRIC         |  70|  75|  80| 135|  80| 135|Intimidate    |—             |Intimidate    |FULL|
774|Garchomp-Mega   |DRAGON/GROUND    | 108| 170| 115| 120|  95|  92|Sand Force    |—             |Sand Force    |FULL|
775|Latios-Mega     |DRAGON/PSYCHIC   |  80| 130| 100| 160| 120| 110|Levitate      |—             |Levitate      |FULL|
776|Latias-Mega     |DRAGON/PSYCHIC   |  80| 100| 120| 140| 150| 110|Levitate      |—             |Levitate      |FULL|
777|Floette-E       |FAIRY            |  74|  65|  67| 125| 128|  92|Flower Veil   |—             |Symbiosis     |FULL|
778|Swampert-Mega   |WATER/GROUND     | 100| 150| 110|  95| 110|  70|Swift Swim    |—             |Swift Swim    |FULL|
779|Sceptile-Mega   |GRASS/DRAGON     |  70| 110|  75| 145|  85| 145|Lightning Rod |—             |Lightning Rod |FULL|
780|Sableye-Mega    |DARK/GHOST       |  50|  85| 125|  85| 115|  20|Magic Bounce  |—             |Magic Bounce  |FULL|
781|Altaria-Mega    |DRAGON/FAIRY     |  75| 110| 110| 110| 105|  80|Pixilate      |—             |Pixilate      |FULL|
782|Gallade-Mega    |PSYCHIC/FIGHTING |  68| 165|  95|  65| 115| 110|Inner Focus   |—             |Inner Focus   |FULL|
783|Audino-Mega     |NORMAL/FAIRY     | 103|  60| 126|  80| 126|  50|Healer        |—             |Healer        |FULL|Oran Berry (common), Sitrus Berry (rare)
784|Sharpedo-Mega   |WATER/DARK       |  70| 140|  70| 110|  65| 105|Strong Jaw    |—             |Strong Jaw    |FULL|Deep Sea Tooth (rare)
785|Slowbro-Mega    |WATER/PSYCHIC    |  95|  75| 180| 130|  80|  30|Shell Armor   |—             |Shell Armor   |FULL|King’s Rock (rare)
786|Steelix-Mega    |STEEL/GROUND     |  75| 125| 230|  55|  95|  30|Sand Force    |—             |Sand Force    |FULL|Metal Coat (rare)
787|Pidgeot-Mega    |NORMAL/FLYING    |  83|  80|  80| 135|  80| 121|No Guard      |—             |No Guard      |FULL|
788|Glalie-Mega     |ICE              |  80| 120|  80| 120|  80| 100|Refrigerate   |—             |Refrigerate   |FULL|
789|Diancie-Mega    |ROCK/FAIRY       |  50| 160| 110| 160| 110| 110|Magic Bounce  |—             |Magic Bounce  |FULL|
790|Metagross-Mega  |STEEL/PSYCHIC    |  80| 145| 150| 105| 110| 110|Tough Claws   |—             |Tough Claws   |FULL|Metal Coat (rare)
791|Kyogre-P        |WATER            | 100| 150|  90| 180| 160|  90|Primordial Sea|—             |Primordial Sea|FULL|
792|Groudon-P       |GROUND/FIRE      | 100| 180| 160| 150|  90|  90|Desolate Land |—             |Desolate Land |FULL|
793|Rayquaza-Mega   |DRAGON/FLYING    | 105| 180| 100| 180| 100| 115|Delta Stream  |—             |Delta Stream  |FULL|
794|Hoopa-U         |PSYCHIC/DARK     |  80| 160|  60| 170| 130|  80|Magician      |—             |Magician      |FULL|
795|Camerupt-Mega   |FIRE/GROUND      |  70| 120| 100| 145| 105|  20|Sheer Force   |—             |Sheer Force   |FULL|
796|Lopunny-Mega    |NORMAL/FIGHTING  |  65| 136|  94|  54|  96| 135|Scrappy       |—             |Scrappy       |FULL|
797|Salamence-Mega  |DRAGON/FLYING    |  95| 145| 130| 120|  90| 120|Aerilate      |—             |Aerilate      |FULL|Dragon Fang (rare)
798|Beedrill-Mega   |BUG/POISON       |  65| 150|  40|  15|  80| 145|Adaptability  |—             |Adaptability  |FULL|Poison Barb (rare)

--Custom Starters--
Set starter 1 to Treecko
Set starter 2 to Torchic
Set starter 3 to Mudkip
Set starter 4 to Tympole
Set starter 5 to Chimchar
Set starter 6 to Geodude
Set starter 7 to Chikorita
Set starter 8 to Bellsprout
Set starter 9 to Horsea
Set starter 10 to Slakoth
Set starter 11 to Turtwig
Set starter 12 to Pidgey

Move Data: Unchanged.

--Pokemon Movesets--
001 Bulbasaur -> Ivysaur
HP  45 
ATK 49 
DEF 49 
SPA 65 
SPD 65 
SPE 45 
Level 1 : Tackle
Level 3 : Growl
Level 7 : Leech Seed
Level 9 : Vine Whip
Level 13: Poison Powder
Level 13: Sleep Powder
Level 15: Take Down
Level 19: Razor Leaf
Level 21: Sweet Scent
Level 25: Growth
Level 27: Double-Edge
Level 31: Worry Seed
Level 33: Synthesis
Level 37: Seed Bomb
Egg Moves:
 - Skull Bash
 - Charm
 - Petal Dance
 - Magical Leaf
 - Grass Whistle
 - Curse
 - Ingrain
 - Nature Power
 - Amnesia
 - Leaf Storm
 - Power Whip
 - Sludge
 - Endure
 - Giga Drain
 - Grassy Terrain

002 Ivysaur -> Venusaur
HP  60 
ATK 62 
DEF 63 
SPA 80 
SPD 80 
SPE 60 
Level 1 : Tackle
Level 1 : Growl
Level 1 : Leech Seed
Level 3 : Growl
Level 7 : Leech Seed
Level 9 : Vine Whip
Level 13: Poison Powder
Level 13: Sleep Powder
Level 15: Take Down
Level 20: Razor Leaf
Level 23: Sweet Scent
Level 28: Growth
Level 31: Double-Edge
Level 36: Worry Seed
Level 39: Synthesis
Level 44: Solar Beam

003 Venusaur ->  (no evolution)
HP  80 
ATK 82 
DEF 83 
SPA 100
SPD 100
SPE 80 
Level 1 : Tackle
Level 1 : Growl
Level 1 : Leech Seed
Level 1 : Vine Whip
Level 3 : Growl
Level 7 : Leech Seed
Level 9 : Vine Whip
Level 13: Poison Powder
Level 13: Sleep Powder
Level 15: Take Down
Level 20: Razor Leaf
Level 23: Sweet Scent
Level 28: Growth
Level 31: Double-Edge
Level 32: Petal Dance
Level 39: Worry Seed
Level 45: Synthesis
Level 50: Petal Blizzard
Level 53: Solar Beam

004 Charmander -> Charmeleon
HP  39 
ATK 52 
DEF 43 
SPA 60 
SPD 50 
SPE 65 
Level 1 : Scratch
Level 1 : Growl
Level 7 : Ember
Level 10: Smokescreen
Level 16: Dragon Rage
Level 19: Scary Face
Level 25: Fire Fang
Level 28: Flame Burst
Level 34: Slash
Level 37: Flamethrower
Level 43: Fire Spin
Level 46: Inferno
Egg Moves:
 - Belly Drum
 - Ancient Power
 - Bite
 - Outrage
 - Beat Up
 - Dragon Dance
 - Crunch
 - Dragon Rush
 - Metal Claw
 - Flare Blitz
 - Counter
 - Dragon Pulse
 - Focus Punch
 - Air Cutter

005 Charmeleon -> Charizard
HP  58 
ATK 64 
DEF 58 
SPA 80 
SPD 65 
SPE 80 
Level 1 : Scratch
Level 1 : Growl
Level 1 : Ember
Level 7 : Ember
Level 10: Smokescreen
Level 17: Dragon Rage
Level 21: Scary Face
Level 28: Fire Fang
Level 32: Flame Burst
Level 39: Slash
Level 43: Flamethrower
Level 50: Fire Spin
Level 54: Inferno

006 Charizard ->  (no evolution)
HP  78 
ATK 84 
DEF 78 
SPA 109
SPD 85 
SPE 100
Level 1 : Flare Blitz
Level 1 : Heat Wave
Level 1 : Dragon Claw
Level 1 : Shadow Claw
Level 1 : Air Slash
Level 1 : Scratch
Level 1 : Growl
Level 1 : Ember
Level 1 : Smokescreen
Level 7 : Ember
Level 10: Smokescreen
Level 17: Dragon Rage
Level 21: Scary Face
Level 28: Fire Fang
Level 32: Flame Burst
Level 36: Wing Attack
Level 41: Slash
Level 47: Flamethrower
Level 56: Fire Spin
Level 62: Inferno
Level 71: Heat Wave
Level 77: Flare Blitz

007 Squirtle -> Wartortle
HP  44 
ATK 48 
DEF 65 
SPA 50 
SPD 64 
SPE 43 
Level 1 : Tackle
Level 4 : Tail Whip
Level 7 : Water Gun
Level 10: Withdraw
Level 13: Bubble
Level 16: Bite
Level 19: Rapid Spin
Level 22: Protect
Level 25: Water Pulse
Level 28: Aqua Tail
Level 31: Skull Bash
Level 34: Iron Defense
Level 37: Rain Dance
Level 40: Hydro Pump
Egg Moves:
 - Mirror Coat
 - Haze
 - Mist
 - Foresight
 - Flail
 - Refresh
 - Mud Sport
 - Yawn
 - Muddy Water
 - Fake Out
 - Aqua Ring
 - Aqua Jet
 - Water Spout
 - Brine
 - Dragon Pulse
 - Aura Sphere

008 Wartortle -> Blastoise
HP  59 
ATK 63 
DEF 80 
SPA 65 
SPD 80 
SPE 58 
Level 1 : Tackle
Level 1 : Tail Whip
Level 1 : Water Gun
Level 4 : Tail Whip
Level 7 : Water Gun
Level 10: Withdraw
Level 13: Bubble
Level 16: Bite
Level 20: Rapid Spin
Level 24: Protect
Level 28: Water Pulse
Level 32: Aqua Tail
Level 36: Skull Bash
Level 40: Iron Defense
Level 44: Rain Dance
Level 48: Hydro Pump

009 Blastoise ->  (no evolution)
HP  79 
ATK 83 
DEF 100
SPA 85 
SPD 105
SPE 78 
Level 1 : Flash Cannon
Level 1 : Tackle
Level 1 : Tail Whip
Level 1 : Water Gun
Level 1 : Withdraw
Level 4 : Tail Whip
Level 7 : Water Gun
Level 10: Withdraw
Level 13: Bubble
Level 16: Bite
Level 20: Rapid Spin
Level 24: Protect
Level 28: Water Pulse
Level 32: Aqua Tail
Level 39: Skull Bash
Level 46: Iron Defense
Level 53: Rain Dance
Level 60: Hydro Pump

010 Caterpie -> Metapod
HP  45 
ATK 30 
DEF 35 
SPA 20 
SPD 20 
SPE 45 
Level 1 : Tackle
Level 1 : String Shot
Level 15: Bug Bite

011 Metapod -> Butterfree
HP  50 
ATK 20 
DEF 55 
SPA 25 
SPD 25 
SPE 30 
Level 1 : Harden
Level 7 : Harden

012 Butterfree ->  (no evolution)
HP  60 
ATK 45 
DEF 50 
SPA 90 
SPD 80 
SPE 70 
Level 1 : Confusion
Level 10: Confusion
Level 12: Poison Powder
Level 12: Stun Spore
Level 12: Sleep Powder
Level 16: Gust
Level 18: Supersonic
Level 22: Whirlwind
Level 24: Psybeam
Level 28: Silver Wind
Level 30: Tailwind
Level 34: Rage Powder
Level 36: Safeguard
Level 40: Captivate
Level 42: Bug Buzz
Level 46: Quiver Dance

013 Weedle -> Kakuna
HP  40 
ATK 35 
DEF 30 
SPA 20 
SPD 20 
SPE 50 
Level 1 : Poison Sting
Level 1 : String Shot
Level 15: Bug Bite

014 Kakuna -> Beedrill
HP  45 
ATK 25 
DEF 50 
SPA 25 
SPD 25 
SPE 35 
Level 1 : Harden
Level 7 : Harden

015 Beedrill ->  (no evolution)
HP  65 
ATK 90 
DEF 40 
SPA 45 
SPD 80 
SPE 75 
Level 1 : Fury Attack
Level 10: Fury Attack
Level 13: Focus Energy
Level 16: Twineedle
Level 19: Rage
Level 22: Pursuit
Level 25: Toxic Spikes
Level 28: Pin Missile
Level 31: Agility
Level 34: Assurance
Level 37: Poison Jab
Level 40: Endeavor
Level 45: Fell Stinger

016 Pidgey -> Pidgeotto
HP  40 
ATK 45 
DEF 40 
SPA 35 
SPD 35 
SPE 56 
Level 1 : Tackle
Level 5 : Sand Attack
Level 9 : Gust
Level 13: Quick Attack
Level 17: Whirlwind
Level 21: Twister
Level 25: Feather Dance
Level 29: Agility
Level 33: Wing Attack
Level 37: Roost
Level 41: Tailwind
Level 45: Mirror Move
Level 49: Air Slash
Level 53: Hurricane
Egg Moves:
 - Pursuit
 - Feint Attack
 - Foresight
 - Steel Wing
 - Air Cutter
 - Air Slash
 - Brave Bird
 - Uproar
 - Defog

017 Pidgeotto -> Pidgeot
HP  63 
ATK 60 
DEF 55 
SPA 50 
SPD 50 
SPE 71 
Level 1 : Tackle
Level 1 : Sand Attack
Level 1 : Gust
Level 5 : Sand Attack
Level 9 : Gust
Level 13: Quick Attack
Level 17: Whirlwind
Level 22: Twister
Level 27: Feather Dance
Level 32: Agility
Level 37: Wing Attack
Level 42: Roost
Level 47: Tailwind
Level 52: Mirror Move
Level 57: Air Slash
Level 62: Hurricane

018 Pidgeot ->  (no evolution)
HP  83 
ATK 80 
DEF 75 
SPA 70 
SPD 70 
SPE 101
Level 1 : Hurricane
Level 1 : Tackle
Level 1 : Sand Attack
Level 1 : Gust
Level 1 : Quick Attack
Level 5 : Sand Attack
Level 9 : Gust
Level 13: Quick Attack
Level 17: Whirlwind
Level 22: Twister
Level 27: Feather Dance
Level 32: Agility
Level 38: Wing Attack
Level 44: Roost
Level 50: Tailwind
Level 56: Mirror Move
Level 62: Air Slash
Level 68: Hurricane

019 Rattata -> Raticate
HP  30 
ATK 56 
DEF 35 
SPA 25 
SPD 35 
SPE 72 
Level 1 : Tackle
Level 1 : Tail Whip
Level 4 : Quick Attack
Level 7 : Focus Energy
Level 10: Bite
Level 13: Pursuit
Level 16: Hyper Fang
Level 19: Sucker Punch
Level 22: Crunch
Level 25: Assurance
Level 28: Super Fang
Level 31: Double-Edge
Level 34: Endeavor
Egg Moves:
 - Screech
 - Flame Wheel
 - Fury Swipes
 - Bite
 - Counter
 - Reversal
 - Uproar
 - Last Resort
 - Me First
 - Revenge
 - Final Gambit

020 Raticate ->  (no evolution)
HP  55 
ATK 81 
DEF 60 
SPA 50 
SPD 70 
SPE 97 
Level 1 : Swords Dance
Level 1 : Tackle
Level 1 : Tail Whip
Level 1 : Quick Attack
Level 1 : Focus Energy
Level 4 : Quick Attack
Level 7 : Focus Energy
Level 10: Bite
Level 13: Pursuit
Level 16: Hyper Fang
Level 19: Sucker Punch
Level 20: Scary Face
Level 24: Crunch
Level 29: Assurance
Level 34: Super Fang
Level 39: Double-Edge
Level 44: Endeavor

021 Spearow -> Fearow
HP  40 
ATK 60 
DEF 30 
SPA 31 
SPD 31 
SPE 70 
Level 1 : Peck
Level 1 : Growl
Level 5 : Leer
Level 9 : Fury Attack
Level 13: Pursuit
Level 17: Aerial Ace
Level 21: Mirror Move
Level 25: Agility
Level 29: Assurance
Level 33: Roost
Level 37: Drill Peck
Egg Moves:
 - Feint Attack
 - Scary Face
 - Quick Attack
 - Tri Attack
 - Astonish
 - Sky Attack
 - Whirlwind
 - Uproar
 - Feather Dance
 - Steel Wing
 - Razor Wind

022 Fearow ->  (no evolution)
HP  65 
ATK 90 
DEF 65 
SPA 61 
SPD 61 
SPE 100
Level 1 : Drill Run
Level 1 : Pluck
Level 1 : Peck
Level 1 : Growl
Level 1 : Leer
Level 1 : Fury Attack
Level 5 : Leer
Level 9 : Fury Attack
Level 13: Pursuit
Level 17: Aerial Ace
Level 23: Mirror Move
Level 29: Agility
Level 35: Assurance
Level 41: Roost
Level 47: Drill Peck
Level 53: Drill Run

023 Ekans -> Arbok
HP  35 
ATK 60 
DEF 44 
SPA 40 
SPD 54 
SPE 55 
Level 1 : Wrap
Level 1 : Leer
Level 4 : Poison Sting
Level 9 : Bite
Level 12: Glare
Level 17: Screech
Level 20: Acid
Level 25: Stockpile
Level 25: Swallow
Level 25: Spit Up
Level 28: Acid Spray
Level 33: Mud Bomb
Level 36: Gastro Acid
Level 38: Belch
Level 41: Haze
Level 44: Coil
Level 49: Gunk Shot
Egg Moves:
 - Pursuit
 - Slam
 - Spite
 - Beat Up
 - Poison Fang
 - Scary Face
 - Poison Tail
 - Disable
 - Switcheroo
 - Iron Tail
 - Sucker Punch
 - Snatch

024 Arbok ->  (no evolution)
HP  60 
ATK 85 
DEF 69 
SPA 65 
SPD 79 
SPE 80 
Level 1 : Ice Fang
Level 1 : Thunder Fang
Level 1 : Fire Fang
Level 1 : Wrap
Level 1 : Leer
Level 1 : Poison Sting
Level 1 : Bite
Level 4 : Poison Sting
Level 9 : Bite
Level 12: Glare
Level 17: Screech
Level 20: Acid
Level 22: Crunch
Level 27: Stockpile
Level 27: Swallow
Level 27: Spit Up
Level 32: Acid Spray
Level 39: Mud Bomb
Level 44: Gastro Acid
Level 48: Belch
Level 51: Haze
Level 56: Coil
Level 63: Gunk Shot

025 Pikachu -> Raichu
HP  35 
ATK 55 
DEF 40 
SPA 50 
SPD 50 
SPE 90 
Level 1 : Tail Whip
Level 1 : Thunder Shock
Level 5 : Growl
Level 7 : Play Nice
Level 10: Quick Attack
Level 13: Electro Ball
Level 18: Thunder Wave
Level 21: Feint
Level 23: Double Team
Level 26: Spark
Level 29: Nuzzle
Level 34: Discharge
Level 37: Slam
Level 42: Thunderbolt
Level 45: Agility
Level 50: Wild Charge
Level 53: Light Screen
Level 58: Thunder

026 Raichu ->  (no evolution)
HP  60 
ATK 90 
DEF 55 
SPA 90 
SPD 80 
SPE 110
Level 1 : Thunder Shock
Level 1 : Tail Whip
Level 1 : Quick Attack
Level 1 : Thunderbolt

027 Sandshrew -> Sandslash
HP  50 
ATK 75 
DEF 85 
SPA 20 
SPD 30 
SPE 40 
Level 1 : Scratch
Level 1 : Defense Curl
Level 3 : Sand Attack
Level 5 : Poison Sting
Level 7 : Rollout
Level 9 : Rapid Spin
Level 11: Fury Cutter
Level 14: Magnitude
Level 17: Swift
Level 20: Fury Swipes
Level 23: Sand Tomb
Level 26: Slash
Level 30: Dig
Level 34: Gyro Ball
Level 38: Swords Dance
Level 42: Sandstorm
Level 46: Earthquake
Egg Moves:
 - Flail
 - Counter
 - Rapid Spin
 - Metal Claw
 - Crush Claw
 - Night Slash
 - Mud Shot
 - Endure
 - Chip Away
 - Rock Climb
 - Rototiller

028 Sandslash ->  (no evolution)
HP  75 
ATK 100
DEF 110
SPA 45 
SPD 55 
SPE 65 
Level 1 : Scratch
Level 1 : Defense Curl
Level 1 : Sand Attack
Level 1 : Poison Sting
Level 3 : Sand Attack
Level 5 : Poison Sting
Level 7 : Rollout
Level 9 : Rapid Spin
Level 11: Fury Cutter
Level 14: Magnitude
Level 17: Swift
Level 20: Fury Swipes
Level 22: Crush Claw
Level 24: Sand Tomb
Level 28: Slash
Level 33: Dig
Level 38: Gyro Ball
Level 43: Swords Dance
Level 48: Sandstorm
Level 53: Earthquake

029 Nidoran♀ -> Nidorina
HP  55 
ATK 47 
DEF 52 
SPA 40 
SPD 40 
SPE 41 
Level 1 : Growl
Level 1 : Scratch
Level 7 : Tail Whip
Level 9 : Double Kick
Level 13: Poison Sting
Level 19: Fury Swipes
Level 21: Bite
Level 25: Helping Hand
Level 31: Toxic Spikes
Level 33: Flatter
Level 37: Crunch
Level 43: Captivate
Level 45: Poison Fang
Egg Moves:
 - Supersonic
 - Disable
 - Take Down
 - Focus Energy
 - Charm
 - Counter
 - Beat Up
 - Pursuit
 - Skull Bash
 - Iron Tail
 - Poison Tail
 - Endure
 - Chip Away
 - Venom Drench

030 Nidorina -> Nidoqueen
HP  70 
ATK 62 
DEF 67 
SPA 55 
SPD 55 
SPE 56 
Level 1 : Growl
Level 1 : Scratch
Level 7 : Tail Whip
Level 9 : Double Kick
Level 13: Poison Sting
Level 20: Fury Swipes
Level 23: Bite
Level 28: Helping Hand
Level 35: Toxic Spikes
Level 38: Flatter
Level 43: Crunch
Level 50: Captivate
Level 58: Poison Fang

031 Nidoqueen ->  (no evolution)
HP  90 
ATK 92 
DEF 87 
SPA 75 
SPD 85 
SPE 76 
Level 1 : Superpower
Level 1 : Scratch
Level 1 : Tail Whip
Level 1 : Double Kick
Level 1 : Poison Sting
Level 23: Chip Away
Level 35: Body Slam
Level 43: Earth Power
Level 58: Superpower

032 Nidoran♂ -> Nidorino
HP  46 
ATK 57 
DEF 40 
SPA 40 
SPD 40 
SPE 50 
Level 1 : Leer
Level 1 : Peck
Level 7 : Focus Energy
Level 9 : Double Kick
Level 13: Poison Sting
Level 19: Fury Attack
Level 21: Horn Attack
Level 25: Helping Hand
Level 31: Toxic Spikes
Level 33: Flatter
Level 37: Poison Jab
Level 43: Captivate
Level 45: Horn Drill
Egg Moves:
 - Counter
 - Disable
 - Supersonic
 - Take Down
 - Amnesia
 - Confusion
 - Beat Up
 - Sucker Punch
 - Head Smash
 - Iron Tail
 - Poison Tail
 - Endure
 - Chip Away
 - Venom Drench

033 Nidorino -> Nidoking
HP  61 
ATK 72 
DEF 57 
SPA 55 
SPD 55 
SPE 65 
Level 1 : Leer
Level 1 : Peck
Level 7 : Focus Energy
Level 9 : Double Kick
Level 13: Poison Sting
Level 20: Fury Attack
Level 23: Horn Attack
Level 28: Helping Hand
Level 35: Toxic Spikes
Level 38: Flatter
Level 43: Poison Jab
Level 50: Captivate
Level 58: Horn Drill

034 Nidoking ->  (no evolution)
HP  81 
ATK 102
DEF 77 
SPA 85 
SPD 75 
SPE 85 
Level 1 : Megahorn
Level 1 : Peck
Level 1 : Focus Energy
Level 1 : Double Kick
Level 1 : Poison Sting
Level 23: Chip Away
Level 35: Thrash
Level 43: Earth Power
Level 58: Megahorn

035 Clefairy -> Clefable
HP  70 
ATK 45 
DEF 48 
SPA 60 
SPD 65 
SPE 35 
Level 1 : After You
Level 1 : Healing Wish
Level 1 : Disarming Voice
Level 1 : Pound
Level 1 : Growl
Level 1 : Encore
Level 7 : Sing
Level 10: Double Slap
Level 13: Defense Curl
Level 16: Follow Me
Level 19: Bestow
Level 22: Wake-Up Slap
Level 25: Minimize
Level 28: Stored Power
Level 31: Metronome
Level 34: Cosmic Power
Level 37: Lucky Chant
Level 40: Body Slam
Level 43: Moonlight
Level 46: Moonblast
Level 49: Gravity
Level 50: Meteor Mash
Level 55: Healing Wish
Level 58: After You

036 Clefable ->  (no evolution)
HP  95 
ATK 70 
DEF 73 
SPA 95 
SPD 90 
SPE 60 
Level 1 : Disarming Voice
Level 1 : Sing
Level 1 : Double Slap
Level 1 : Minimize
Level 1 : Metronome

037 Vulpix -> Ninetales
HP  38 
ATK 41 
DEF 40 
SPA 50 
SPD 65 
SPE 65 
Level 1 : Ember
Level 4 : Tail Whip
Level 7 : Roar
Level 9 : Baby-Doll Eyes
Level 10: Quick Attack
Level 12: Confuse Ray
Level 15: Fire Spin
Level 18: Payback
Level 20: Will-O-Wisp
Level 23: Feint Attack
Level 26: Hex
Level 28: Flame Burst
Level 31: Extrasensory
Level 34: Safeguard
Level 36: Flamethrower
Level 39: Imprison
Level 42: Fire Blast
Level 44: Grudge
Level 47: Captivate
Level 50: Inferno
Egg Moves:
 - Feint Attack
 - Hypnosis
 - Flail
 - Spite
 - Disable
 - Howl
 - Heat Wave
 - Flare Blitz
 - Extrasensory
 - Power Swap
 - Secret Power
 - Hex
 - Tail Slap
 - Captivate

038 Ninetales ->  (no evolution)
HP  73 
ATK 76 
DEF 75 
SPA 81 
SPD 100
SPE 100
Level 1 : Imprison
Level 1 : Nasty Plot
Level 1 : Flamethrower
Level 1 : Quick Attack
Level 1 : Confuse Ray
Level 1 : Safeguard

039 Jigglypuff -> Wigglytuff
HP  115
ATK 45 
DEF 20 
SPA 45 
SPD 25 
SPE 20 
Level 1 : Sing
Level 3 : Defense Curl
Level 5 : Pound
Level 8 : Play Nice
Level 11: Disarming Voice
Level 15: Disable
Level 18: Double Slap
Level 21: Rollout
Level 24: Round
Level 28: Wake-Up Slap
Level 32: Rest
Level 35: Body Slam
Level 37: Mimic
Level 40: Gyro Ball
Level 44: Hyper Voice
Level 49: Double-Edge

040 Wigglytuff ->  (no evolution)
HP  140
ATK 70 
DEF 45 
SPA 85 
SPD 50 
SPE 45 
Level 1 : Double-Edge
Level 1 : Play Rough
Level 1 : Sing
Level 1 : Defense Curl
Level 1 : Disable
Level 1 : Double Slap

041 Zubat -> Golbat
HP  40 
ATK 45 
DEF 35 
SPA 30 
SPD 40 
SPE 55 
Level 1 : Leech Life
Level 5 : Supersonic
Level 7 : Astonish
Level 11: Bite
Level 13: Wing Attack
Level 17: Confuse Ray
Level 19: Air Cutter
Level 23: Swift
Level 25: Poison Fang
Level 29: Mean Look
Level 31: Acrobatics
Level 35: Haze
Level 37: Venoshock
Level 41: Air Slash
