Randomizer Version: 4.6.1-HAL
Random Seed: 243707437309418
Settings String: 322AAgEAQH8AP8AAgEEAAEeRAABFAAAFABABAABAAAAAAAAAAAAMgQyAQAICTIGBAAyAAIAElNhcHBoaXJlIChVL0UpIDEuMk7fFzDjwziK

--Randomized Evolutions--
BULBASAUR       -> IVYSAUR        
 69 BELLSPROUT    |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |TM09 BULLET SEED |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |                - |TM17 PROTECT |              - |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |TM36 SLUDGE BOMB |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |HM01 CUT |       - |        - |            - |HM05 FLASH |              - |             - |        - |
 70 WEEPINBELL    |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |TM09 BULLET SEED |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |                - |TM17 PROTECT |              - |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |TM36 SLUDGE BOMB |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |HM01 CUT |       - |        - |            - |HM05 FLASH |              - |             - |        - |
 71 VICTREEBEL    |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |TM09 BULLET SEED |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |TM15 HYPER BEAM |                - |TM17 PROTECT |              - |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |TM36 SLUDGE BOMB |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |HM01 CUT |       - |        - |            - |HM05 FLASH |              - |             - |        - |
 72 TENTACOOL     |               - |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |         - |TM13 ICE BEAM |TM14 BLIZZARD |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |TM36 SLUDGE BOMB |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |HM01 CUT |       - |HM03 SURF |            - |         - |              - |HM07 WATERFALL |HM08 DIVE |
 73 TENTACRUEL    |               - |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |         - |TM13 ICE BEAM |TM14 BLIZZARD |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |TM36 SLUDGE BOMB |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |HM01 CUT |       - |HM03 SURF |            - |         - |              - |HM07 WATERFALL |HM08 DIVE |
 74 GEODUDE       |TM01 FOCUS PUNCH |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |                - |TM17 PROTECT |              - |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |              - |TM35 FLAMETHROWER |               - |TM37 SANDSTORM |TM38 FIRE BLAST |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
 75 GRAVELER      |TM01 FOCUS PUNCH |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |                - |TM17 PROTECT |              - |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |              - |TM35 FLAMETHROWER |               - |TM37 SANDSTORM |TM38 FIRE BLAST |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
 76 GOLEM         |TM01 FOCUS PUNCH |               - |               - |             - |TM05 ROAR |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |TM15 HYPER BEAM |                - |TM17 PROTECT |              - |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |              - |TM35 FLAMETHROWER |               - |TM37 SANDSTORM |TM38 FIRE BLAST |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
 77 PONYTA        |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |                - |TM17 PROTECT |              - |              - |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |TM23 IRON TAIL |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |TM35 FLAMETHROWER |               - |             - |TM38 FIRE BLAST |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |TM50 OVERHEAT |       - |       - |        - |HM04 STRENGTH |         - |              - |             - |        - |
 78 RAPIDASH      |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |TM15 HYPER BEAM |                - |TM17 PROTECT |              - |              - |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |TM23 IRON TAIL |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |TM35 FLAMETHROWER |               - |             - |TM38 FIRE BLAST |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |TM50 OVERHEAT |       - |       - |        - |HM04 STRENGTH |         - |              - |             - |        - |
 79 SLOWPOKE      |               - |               - |TM03 WATER PULSE |TM04 CALM MIND |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |TM13 ICE BEAM |TM14 BLIZZARD |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |TM20 SAFEGUARD |TM21 FRUSTRATION |             - |TM23 IRON TAIL |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |TM29 PSYCHIC |TM30 SHADOW BALL |               - |TM32 DOUBLE TEAM |           - |              - |TM35 FLAMETHROWER |               - |             - |TM38 FIRE BLAST |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |TM48 SKILL SWAP |          - |            - |       - |       - |HM03 SURF |HM04 STRENGTH |HM05 FLASH |              - |             - |HM08 DIVE |
 80 SLOWBRO       |TM01 FOCUS PUNCH |               - |TM03 WATER PULSE |TM04 CALM MIND |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |TM13 ICE BEAM |TM14 BLIZZARD |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |TM20 SAFEGUARD |TM21 FRUSTRATION |             - |TM23 IRON TAIL |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |TM29 PSYCHIC |TM30 SHADOW BALL |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |              - |TM35 FLAMETHROWER |               - |             - |TM38 FIRE BLAST |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |TM48 SKILL SWAP |          - |            - |       - |       - |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |             - |HM08 DIVE |
 81 MAGNEMITE     |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |TM24 THUNDERBOLT |TM25 THUNDER |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |TM33 REFLECT |TM34 SHOCK WAVE |                - |               - |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |           - |         - |              - |              - |          - |            - |       - |       - |        - |            - |HM05 FLASH |              - |             - |        - |
 82 MAGNETON      |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |TM24 THUNDERBOLT |TM25 THUNDER |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |TM33 REFLECT |TM34 SHOCK WAVE |                - |               - |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |           - |         - |              - |              - |          - |            - |       - |       - |        - |            - |HM05 FLASH |              - |             - |        - |
 83 FARFETCH’D    |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |                - |TM17 PROTECT |              - |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |             - |TM40 AERIAL ACE |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |TM47 STEEL WING |              - |          - |            - |HM01 CUT |HM02 FLY |        - |            - |         - |              - |             - |        - |
 84 DODUO         |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |                - |TM17 PROTECT |              - |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |             - |TM40 AERIAL ACE |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |TM47 STEEL WING |              - |          - |            - |       - |HM02 FLY |        - |            - |         - |              - |             - |        - |
 85 DODRIO        |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |            - |            - |TM15 HYPER BEAM |                - |TM17 PROTECT |              - |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |             - |TM40 AERIAL ACE |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |TM47 STEEL WING |              - |          - |            - |       - |HM02 FLY |        - |            - |         - |              - |             - |        - |
 86 SEEL          |               - |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |         - |TM13 ICE BEAM |TM14 BLIZZARD |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |TM20 SAFEGUARD |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |       - |       - |HM03 SURF |            - |         - |              - |HM07 WATERFALL |HM08 DIVE |
 87 DEWGONG       |               - |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |         - |TM13 ICE BEAM |TM14 BLIZZARD |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |TM20 SAFEGUARD |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |       - |       - |HM03 SURF |            - |         - |              - |HM07 WATERFALL |HM08 DIVE |
 88 GRIMER        |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |            - |            - |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |             - |             - |TM24 THUNDERBOLT |TM25 THUNDER |              - |TM27 RETURN |TM28 DIG |           - |               - |               - |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |TM35 FLAMETHROWER |TM36 SLUDGE BOMB |             - |TM38 FIRE BLAST |TM39 ROCK TOMB |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |       - |       - |        - |            - |         - |              - |             - |        - |
 89 MUK           |TM01 FOCUS PUNCH |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |            - |            - |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |             - |             - |TM24 THUNDERBOLT |TM25 THUNDER |              - |TM27 RETURN |TM28 DIG |           - |               - |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |TM35 FLAMETHROWER |TM36 SLUDGE BOMB |             - |TM38 FIRE BLAST |TM39 ROCK TOMB |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
 90 SHELLDER      |               - |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |         - |TM13 ICE BEAM |TM14 BLIZZARD |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |HM03 SURF |            - |         - |              - |             - |HM08 DIVE |
 91 CLOYSTER      |               - |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |         - |TM13 ICE BEAM |TM14 BLIZZARD |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |             - |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |HM03 SURF |            - |         - |              - |             - |HM08 DIVE |
 92 GASTLY        |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |            - |            - |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |             - |             - |TM24 THUNDERBOLT |           - |              - |TM27 RETURN |       - |TM29 PSYCHIC |TM30 SHADOW BALL |               - |TM32 DOUBLE TEAM |           - |              - |                - |TM36 SLUDGE BOMB |             - |              - |             - |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |TM48 SKILL SWAP |TM49 SNATCH |            - |       - |       - |        - |            - |         - |              - |             - |        - |
 93 HAUNTER       |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |            - |            - |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |             - |             - |TM24 THUNDERBOLT |           - |              - |TM27 RETURN |       - |TM29 PSYCHIC |TM30 SHADOW BALL |               - |TM32 DOUBLE TEAM |           - |              - |                - |TM36 SLUDGE BOMB |             - |              - |             - |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |TM48 SKILL SWAP |TM49 SNATCH |            - |       - |       - |        - |            - |         - |              - |             - |        - |
 94 GENGAR        |TM01 FOCUS PUNCH |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |            - |            - |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |             - |             - |TM24 THUNDERBOLT |TM25 THUNDER |              - |TM27 RETURN |       - |TM29 PSYCHIC |TM30 SHADOW BALL |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |              - |                - |TM36 SLUDGE BOMB |             - |              - |             - |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |TM48 SKILL SWAP |TM49 SNATCH |            - |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
 95 ONIX          |               - |               - |               - |             - |TM05 ROAR |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |            - |            - |              - |                - |TM17 PROTECT |              - |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |TM37 SANDSTORM |              - |TM39 ROCK TOMB |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
 96 DROWZEE       |TM01 FOCUS PUNCH |               - |               - |TM04 CALM MIND |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |            - |            - |              - |TM16 LIGHT SCREEN |TM17 PROTECT |TM18 RAIN DANCE |              - |TM20 SAFEGUARD |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |       - |TM29 PSYCHIC |TM30 SHADOW BALL |TM31 BRICK BREAK |TM32 DOUBLE TEAM |TM33 REFLECT |              - |                - |               - |             - |              - |             - |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |TM48 SKILL SWAP |TM49 SNATCH |            - |       - |       - |        - |            - |HM05 FLASH |              - |             - |        - |
 97 HYPNO         |TM01 FOCUS PUNCH |               - |               - |TM04 CALM MIND |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |            - |            - |TM15 HYPER BEAM |TM16 LIGHT SCREEN |TM17 PROTECT |TM18 RAIN DANCE |              - |TM20 SAFEGUARD |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |       - |TM29 PSYCHIC |TM30 SHADOW BALL |TM31 BRICK BREAK |TM32 DOUBLE TEAM |TM33 REFLECT |              - |                - |               - |             - |              - |             - |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |TM48 SKILL SWAP |TM49 SNATCH |            - |       - |       - |        - |            - |HM05 FLASH |              - |             - |        - |
 98 KRABBY        |               - |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |         - |TM13 ICE BEAM |TM14 BLIZZARD |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |TM28 DIG |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |HM01 CUT |       - |HM03 SURF |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |HM08 DIVE |
 99 KINGLER       |               - |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |         - |TM13 ICE BEAM |TM14 BLIZZARD |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |TM28 DIG |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |HM01 CUT |       - |HM03 SURF |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |HM08 DIVE |
100 VOLTORB       |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |             - |TM12 TAUNT |            - |            - |              - |TM16 LIGHT SCREEN |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |TM24 THUNDERBOLT |TM25 THUNDER |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |                - |               - |             - |              - |             - |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |           - |TM46 THIEF |              - |              - |          - |            - |       - |       - |        - |            - |HM05 FLASH |              - |             - |        - |
101 ELECTRODE     |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |             - |TM12 TAUNT |            - |            - |TM15 HYPER BEAM |TM16 LIGHT SCREEN |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |TM24 THUNDERBOLT |TM25 THUNDER |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |                - |               - |             - |              - |             - |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |           - |TM46 THIEF |              - |              - |          - |            - |       - |       - |        - |            - |HM05 FLASH |              - |             - |        - |
102 EXEGGCUTE     |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |TM09 BULLET SEED |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |TM16 LIGHT SCREEN |TM17 PROTECT |              - |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |               - |           - |              - |TM27 RETURN |       - |TM29 PSYCHIC |               - |               - |TM32 DOUBLE TEAM |TM33 REFLECT |              - |                - |TM36 SLUDGE BOMB |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |TM48 SKILL SWAP |          - |            - |       - |       - |        - |HM04 STRENGTH |HM05 FLASH |              - |             - |        - |
103 EXEGGUTOR     |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |TM09 BULLET SEED |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |TM15 HYPER BEAM |TM16 LIGHT SCREEN |TM17 PROTECT |              - |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |               - |           - |              - |TM27 RETURN |       - |TM29 PSYCHIC |               - |               - |TM32 DOUBLE TEAM |TM33 REFLECT |              - |                - |TM36 SLUDGE BOMB |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |TM48 SKILL SWAP |          - |            - |       - |       - |        - |HM04 STRENGTH |HM05 FLASH |              - |             - |        - |
104 CUBONE        |TM01 FOCUS PUNCH |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |TM13 ICE BEAM |TM14 BLIZZARD |              - |                - |TM17 PROTECT |              - |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |              - |TM35 FLAMETHROWER |               - |TM37 SANDSTORM |TM38 FIRE BLAST |TM39 ROCK TOMB |TM40 AERIAL ACE |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
105 MAROWAK       |TM01 FOCUS PUNCH |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |TM13 ICE BEAM |TM14 BLIZZARD |TM15 HYPER BEAM |                - |TM17 PROTECT |              - |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |              - |TM35 FLAMETHROWER |               - |TM37 SANDSTORM |TM38 FIRE BLAST |TM39 ROCK TOMB |TM40 AERIAL ACE |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
