Randomizer Version: 4.6.1-HAL
Random Seed: 175071936159280
Settings String: 322AAgEAQHvAfIB9QEEAAEeRAABFAAAFABABAABAAAAAAAAAAAAMgQyAQAICTIGBgAyAAIAE1Bva2Vtb24gV2hpdGUgMiAoVSl3GC6b48M4ig==

--Randomized Evolutions--
Bulbasaur       -> Ivysaur        
Level 32: Recycle
Level 36: Trick
Level 39: Psychic
Level 43: Role Play
Level 46: Baton Pass
Level 50: Safeguard
Egg Moves:
 - Future Sight
 - Hypnosis
 - Mimic
 - Fake Out
 - Trick
 - Confuse Ray
 - Wake-Up Slap
 - Teeter Dance
 - Healing Wish
 - Charm
 - Nasty Plot
 - Power Split
 - Magic Room
 - Icy Wind

440 Happiny -> Chansey
HP  100
ATK 5  
DEF 5  
SPA 15 
SPD 65 
SPE 30 
Level 1 : Pound
Level 1 : Charm
Level 5 : Copycat
Level 9 : Refresh
Level 12: Sweet Kiss
Egg Moves:
 - Present
 - Metronome
 - Heal Bell
 - Aromatherapy
 - Counter
 - Helping Hand
 - Gravity
 - Last Resort
 - Mud Bomb
 - Natural Gift
 - Endure

441 Chatot ->  (no evolution)
HP  76 
ATK 65 
DEF 45 
SPA 92 
SPD 42 
SPE 91 
Level 1 : Peck
Level 5 : Growl
Level 9 : Mirror Move
Level 13: Sing
Level 17: Fury Attack
Level 21: Chatter
Level 25: Taunt
Level 29: Round
Level 33: Mimic
Level 37: Echoed Voice
Level 41: Roost
Level 45: Uproar
Level 49: Synchronoise
Level 53: FeatherDance
Level 57: Hyper Voice
Egg Moves:
 - Encore
 - Night Shade
 - Agility
 - Nasty Plot
 - Supersonic
 - Steel Wing
 - Sleep Talk
 - Defog
 - Air Cutter

442 Spiritomb ->  (no evolution)
HP  50 
ATK 92 
DEF 108
SPA 92 
SPD 108
SPE 35 
Level 1 : Curse
Level 1 : Pursuit
Level 1 : Confuse Ray
Level 1 : Spite
Level 1 : Shadow Sneak
Level 7 : Faint Attack
Level 13: Hypnosis
Level 19: Dream Eater
Level 25: Ominous Wind
Level 31: Sucker Punch
Level 37: Nasty Plot
Level 43: Memento
Level 49: Dark Pulse
Egg Moves:
 - Destiny Bond
 - Pain Split
 - SmokeScreen
 - Imprison
 - Grudge
 - Shadow Sneak
 - Captivate
 - Nightmare

443 Gible -> Gabite
HP  58 
ATK 70 
DEF 45 
SPA 40 
SPD 45 
SPE 42 
Level 1 : Tackle
Level 3 : Sand-Attack
Level 7 : Dragon Rage
Level 13: Sandstorm
Level 15: Take Down
Level 19: Sand Tomb
Level 25: Slash
Level 27: Dragon Claw
Level 31: Dig
Level 37: Dragon Rush
Egg Moves:
 - DragonBreath
 - Outrage
 - Twister
 - Scary Face
 - Double-Edge
 - Thrash
 - Metal Claw
 - Sand Tomb
 - Body Slam
 - Iron Head
 - Mud Shot
 - Rock Climb
 - Iron Tail

444 Gabite -> Garchomp
HP  68 
ATK 90 
DEF 65 
SPA 50 
SPD 55 
SPE 82 
Level 1 : Tackle
Level 1 : Sand-Attack
Level 3 : Sand-Attack
Level 7 : Dragon Rage
Level 13: Sandstorm
Level 15: Take Down
Level 19: Sand Tomb
Level 24: Dual Chop
Level 28: Slash
Level 33: Dragon Claw
Level 40: Dig
Level 49: Dragon Rush

445 Garchomp ->  (no evolution)
HP  108
ATK 130
DEF 95 
SPA 80 
SPD 85 
SPE 102
Level 1 : Fire Fang
Level 1 : Tackle
Level 1 : Sand-Attack
Level 1 : Dragon Rage
Level 1 : Sandstorm
Level 3 : Sand-Attack
Level 7 : Dragon Rage
Level 13: Sandstorm
Level 15: Take Down
Level 19: Sand Tomb
Level 24: Dual Chop
Level 28: Slash
Level 33: Dragon Claw
Level 40: Dig
Level 48: Crunch
Level 55: Dragon Rush

446 Munchlax -> Snorlax
HP  135
ATK 85 
DEF 40 
SPA 40 
SPD 85 
SPE 5  
Level 1 : Metronome
Level 1 : Odor Sleuth
Level 1 : Tackle
Level 4 : Defense Curl
Level 9 : Amnesia
Level 12: Lick
Level 17: Recycle
Level 20: Screech
Level 25: Chip Away
Level 28: Stockpile
Level 33: Swallow
Level 36: Body Slam
Level 41: Fling
Level 44: Rollout
Level 49: Natural Gift
Level 52: Snatch
Level 57: Last Resort
Egg Moves:
 - Lick
 - Charm
 - Double-Edge
 - Curse
 - Whirlwind
 - Pursuit
 - Zen Headbutt
 - Counter
 - Natural Gift
 - After You
 - Selfdestruct

447 Riolu -> Lucario
HP  40 
ATK 70 
DEF 40 
SPA 35 
SPD 40 
SPE 60 
Level 1 : Foresight
Level 1 : Quick Attack
Level 1 : Endure
Level 6 : Counter
Level 11: Feint
Level 15: Force Palm
Level 19: Copycat
Level 24: Screech
Level 29: Reversal
Level 47: Nasty Plot
Level 55: Final Gambit
Egg Moves:
 - Cross Chop
 - Detect
 - Bite
 - Mind Reader
 - Sky Uppercut
 - Hi Jump Kick
 - Agility
 - Vacuum Wave
 - Crunch
 - Low Kick
 - Iron Defense
 - Blaze Kick
 - Bullet Punch
 - Follow Me
 - Circle Throw

448 Lucario ->  (no evolution)
HP  70 
ATK 110
DEF 70 
SPA 115
SPD 70 
SPE 90 
Level 1 : Dark Pulse
Level 1 : Foresight
Level 1 : Quick Attack
Level 1 : Detect
Level 1 : Metal Claw
Level 6 : Counter
Level 11: Feint
Level 15: Force Palm
Level 19: Me First
Level 24: Metal Sound
Level 29: Bone Rush
Level 33: Quick Guard
Level 37: Swords Dance
Level 42: Heal Pulse
Level 47: Calm Mind
Level 51: Aura Sphere
Level 55: Close Combat
Level 60: Dragon Pulse
Level 65: ExtremeSpeed

449 Hippopotas -> Hippowdon
HP  68 
ATK 72 
DEF 78 
SPA 38 
SPD 42 
SPE 32 
Level 1 : Tackle
Level 1 : Sand-Attack
Level 7 : Bite
Level 13: Yawn
Level 19: Take Down
Level 19: Dig
Level 25: Sand Tomb
Level 31: Crunch
Level 37: Earthquake
Level 44: Double-Edge
Level 50: Fissure
Egg Moves:
 - Stockpile
 - Swallow
 - Spit Up
 - Curse
 - Slack Off
 - Body Slam
 - Sand Tomb
 - Revenge
 - Sleep Talk
 - Whirlwind

450 Hippowdon ->  (no evolution)
HP  108
ATK 112
DEF 118
SPA 68 
SPD 72 
SPE 47 
Level 1 : Ice Fang
Level 1 : Fire Fang
Level 1 : Thunder Fang
Level 1 : Tackle
Level 1 : Sand-Attack
Level 1 : Bite
Level 1 : Yawn
Level 7 : Bite
Level 13: Yawn
Level 19: Take Down
Level 19: Dig
Level 25: Sand Tomb
Level 31: Crunch
Level 40: Earthquake
Level 50: Double-Edge
Level 60: Fissure

451 Skorupi -> Drapion
HP  40 
ATK 50 
DEF 90 
SPA 30 
SPD 55 
SPE 65 
Level 1 : Bite
Level 1 : Poison Sting
Level 1 : Leer
Level 5 : Knock Off
Level 9 : Pin Missile
Level 13: Acupressure
Level 16: Pursuit
Level 20: Bug Bite
Level 23: Poison Fang
Level 27: Venoshock
Level 30: Hone Claws
Level 34: Toxic Spikes
Level 38: Night Slash
Level 41: Scary Face
Level 45: Crunch
Level 49: Cross Poison
Egg Moves:
 - Faint Attack
 - Screech
 - Sand-Attack
 - Slash
 - Confuse Ray
 - Whirlwind
 - Agility
 - Pursuit
 - Night Slash
 - Iron Tail
 - Twineedle
 - Poison Tail

452 Drapion ->  (no evolution)
HP  70 
ATK 90 
DEF 110
SPA 60 
SPD 75 
SPE 95 
Level 1 : Thunder Fang
Level 1 : Ice Fang
Level 1 : Fire Fang
Level 1 : Bite
Level 1 : Poison Sting
Level 1 : Leer
Level 1 : Knock Off
Level 5 : Knock Off
Level 9 : Pin Missile
Level 13: Acupressure
Level 16: Pursuit
Level 20: Bug Bite
Level 23: Poison Fang
Level 27: Venoshock
Level 30: Hone Claws
Level 34: Toxic Spikes
Level 38: Night Slash
Level 43: Scary Face
Level 49: Crunch
Level 57: Cross Poison

453 Croagunk -> Toxicroak
HP  48 
ATK 61 
DEF 40 
SPA 61 
SPD 40 
SPE 50 
Level 1 : Astonish
Level 3 : Mud-Slap
Level 8 : Poison Sting
Level 10: Taunt
Level 15: Pursuit
Level 17: Faint Attack
Level 22: Revenge
Level 24: Swagger
Level 29: Mud Bomb
Level 31: Sucker Punch
Level 36: Venoshock
Level 38: Nasty Plot
Level 43: Poison Jab
Level 45: Sludge Bomb
Level 50: Flatter
Egg Moves:
 - Me First
 - Feint
 - DynamicPunch
 - Headbutt
 - Vacuum Wave
 - Meditate
 - Fake Out
 - Wake-Up Slap
 - SmellingSalt
 - Cross Chop
 - Bullet Punch
 - Counter
 - Drain Punch
 - Acupressure

454 Toxicroak ->  (no evolution)
HP  83 
ATK 106
DEF 65 
SPA 86 
SPD 65 
SPE 85 
Level 1 : Astonish
Level 1 : Mud-Slap
Level 1 : Poison Sting
Level 3 : Mud-Slap
Level 8 : Poison Sting
Level 10: Taunt
Level 15: Pursuit
Level 17: Faint Attack
Level 22: Revenge
Level 24: Swagger
Level 29: Mud Bomb
Level 31: Sucker Punch
Level 36: Venoshock
Level 41: Nasty Plot
Level 49: Poison Jab
Level 54: Sludge Bomb
Level 62: Flatter

455 Carnivine ->  (no evolution)
HP  74 
ATK 100
DEF 72 
SPA 90 
SPD 72 
SPE 46 
Level 1 : Bind
Level 1 : Growth
Level 7 : Bite
Level 11: Vine Whip
Level 17: Sweet Scent
Level 21: Ingrain
Level 27: Faint Attack
Level 31: Leaf Tornado
Level 37: Stockpile
Level 37: Spit Up
Level 37: Swallow
Level 41: Crunch
Level 47: Wring Out
Level 51: Power Whip
Egg Moves:
 - Sleep Powder
 - Stun Spore
 - Razor Leaf
 - Slam
 - Synthesis
 - Magical Leaf
 - Leech Seed
 - Worry Seed
 - Giga Drain
 - Rage Powder
 - GrassWhistle

456 Finneon -> Lumineon
HP  49 
ATK 49 
DEF 56 
SPA 49 
SPD 61 
SPE 66 
Level 1 : Pound
Level 6 : Water Gun
Level 10: Attract
Level 13: Rain Dance
Level 17: Gust
Level 22: Water Pulse
Level 26: Captivate
Level 29: Safeguard
Level 33: Aqua Ring
Level 38: Whirlpool
Level 42: U-turn
Level 45: Bounce
Level 49: Silver Wind
Level 54: Soak
Egg Moves:
 - Sweet Kiss
 - Charm
 - Flail
 - Aqua Tail
 - Splash
 - Psybeam
 - Tickle
 - Agility
 - Brine
 - Aurora Beam
 - Signal Beam

457 Lumineon ->  (no evolution)
HP  69 
ATK 69 
DEF 76 
SPA 69 
SPD 86 
SPE 91 
Level 1 : Pound
Level 1 : Water Gun
Level 1 : Attract
Level 6 : Water Gun
Level 10: Attract
Level 13: Rain Dance
Level 17: Gust
Level 22: Water Pulse
Level 26: Captivate
Level 29: Safeguard
Level 35: Aqua Ring
Level 42: Whirlpool
Level 48: U-turn
Level 53: Bounce
Level 59: Silver Wind
Level 66: Soak

458 Mantyke -> Mantine
HP  45 
ATK 20 
DEF 50 
SPA 60 
SPD 120
SPE 50 
Level 1 : Tackle
Level 1 : Bubble
Level 3 : Supersonic
Level 7 : BubbleBeam
Level 11: Confuse Ray
Level 14: Wing Attack
Level 16: Headbutt
Level 19: Water Pulse
Level 23: Wide Guard
Level 27: Take Down
Level 32: Agility
Level 36: Air Slash
Level 39: Aqua Ring
Level 46: Bounce
Level 49: Hydro Pump
Egg Moves:
 - Twister
 - Hydro Pump
 - Haze
 - Slam
 - Mud Sport
 - Mirror Coat
 - Water Sport
 - Splash
 - Signal Beam
 - Wide Guard
 - Amnesia

459 Snover -> Abomasnow
HP  60 
ATK 62 
DEF 50 
SPA 62 
SPD 60 
SPE 40 
Level 1 : Powder Snow
Level 1 : Leer
Level 5 : Razor Leaf
Level 9 : Icy Wind
Level 13: GrassWhistle
Level 17: Swagger
Level 21: Mist
Level 26: Ice Shard
Level 31: Ingrain
Level 36: Wood Hammer
Level 41: Blizzard
Level 46: Sheer Cold
Egg Moves:
 - Leech Seed
 - Magical Leaf
 - Seed Bomb
 - Growth
 - Double-Edge
 - Mist
 - Stomp
 - Skull Bash
 - Avalanche
 - Natural Gift
 - Bullet Seed

460 Abomasnow ->  (no evolution)
HP  90 
ATK 92 
DEF 75 
SPA 92 
SPD 85 
SPE 60 
Level 1 : Ice Punch
Level 1 : Powder Snow
Level 1 : Leer
Level 1 : Razor Leaf
Level 1 : Icy Wind
Level 5 : Razor Leaf
Level 9 : Icy Wind
Level 13: GrassWhistle
Level 17: Swagger
Level 21: Mist
Level 26: Ice Shard
Level 31: Ingrain
Level 36: Wood Hammer
Level 47: Blizzard
Level 58: Sheer Cold

461 Weavile ->  (no evolution)
HP  70 
ATK 120
DEF 65 
SPA 45 
SPD 85 
SPE 125
Level 1 : Embargo
Level 1 : Revenge
Level 1 : Assurance
Level 1 : Scratch
Level 1 : Leer
Level 1 : Taunt
Level 1 : Quick Attack
Level 8 : Quick Attack
Level 10: Faint Attack
Level 14: Icy Wind
Level 16: Fury Swipes
Level 20: Nasty Plot
Level 22: Metal Claw
Level 25: Hone Claws
Level 28: Fling
Level 32: Screech
Level 35: Night Slash
Level 40: Snatch
Level 44: Punishment
Level 47: Dark Pulse

462 Magnezone ->  (no evolution)
HP  70 
ATK 70 
DEF 115
SPA 130
SPD 90 
SPE 60 
Level 1 : Mirror Coat
Level 1 : Barrier
Level 1 : Tackle
Level 1 : Supersonic
Level 1 : ThunderShock
Level 1 : SonicBoom
Level 4 : Supersonic
Level 7 : ThunderShock
Level 11: SonicBoom
Level 15: Thunder Wave
Level 18: Magnet Bomb
Level 21: Spark
Level 25: Mirror Shot
Level 29: Metal Sound
Level 34: Electro Ball
Level 39: Flash Cannon
Level 45: Screech
Level 51: Discharge
Level 56: Lock-On
Level 62: Magnet Rise
Level 67: Gyro Ball
Level 73: Zap Cannon

463 Lickilicky ->  (no evolution)
HP  110
ATK 85 
DEF 95 
SPA 80 
SPD 95 
SPE 50 
Level 1 : Lick
Level 5 : Supersonic
Level 9 : Defense Curl
Level 13: Knock Off
Level 17: Wrap
Level 21: Stomp
Level 25: Disable
Level 29: Slam
Level 33: Rollout
Level 37: Chip Away
Level 41: Me First
Level 45: Refresh
Level 49: Screech
Level 53: Power Whip
Level 57: Wring Out
Level 61: Gyro Ball

464 Rhyperior ->  (no evolution)
HP  115
ATK 140
DEF 130
SPA 55 
SPD 55 
SPE 40 
Level 1 : Poison Jab
Level 1 : Horn Attack
Level 1 : Tail Whip
Level 1 : Stomp
Level 1 : Fury Attack
Level 9 : Stomp
Level 19: Fury Attack
Level 19: Scary Face
Level 23: Rock Blast
Level 30: Chip Away
Level 41: Take Down
Level 42: Hammer Arm
Level 47: Drill Run
Level 56: Stone Edge
Level 62: Earthquake
Level 71: Horn Drill
Level 77: Megahorn
Level 86: Rock Wrecker

465 Tangrowth ->  (no evolution)
HP  100
ATK 100
DEF 125
SPA 110
SPD 50 
SPE 50 
Level 1 : Ingrain
Level 1 : Constrict
Level 4 : Sleep Powder
Level 7 : Vine Whip
Level 10: Absorb
Level 14: PoisonPowder
Level 17: Bind
Level 20: Growth
Level 23: Mega Drain
Level 27: Knock Off
Level 30: Stun Spore
Level 33: Natural Gift
Level 36: Giga Drain
Level 40: AncientPower
Level 43: Slam
Level 46: Tickle
Level 49: Wring Out
Level 53: Power Whip
Level 56: Block

466 Electivire ->  (no evolution)
HP  75 
ATK 123
DEF 67 
SPA 95 
SPD 85 
SPE 95 
Level 1 : Fire Punch
Level 1 : Quick Attack
Level 1 : Leer
Level 1 : ThunderShock
Level 1 : Low Kick
Level 5 : ThunderShock
Level 8 : Low Kick
Level 12: Swift
Level 15: Shock Wave
Level 19: Thunder Wave
Level 22: Electro Ball
Level 26: Light Screen
Level 29: ThunderPunch
Level 36: Discharge
Level 42: Screech
Level 49: Thunderbolt
Level 55: Thunder
Level 62: Giga Impact

467 Magmortar ->  (no evolution)
HP  75 
ATK 95 
DEF 67 
SPA 125
SPD 95 
SPE 83 
Level 1 : ThunderPunch
Level 1 : Smog
Level 1 : Leer
Level 1 : Ember
Level 1 : SmokeScreen
Level 5 : Ember
Level 8 : SmokeScreen
Level 12: Faint Attack
Level 15: Fire Spin
Level 19: Clear Smog
Level 22: Flame Burst
Level 26: Confuse Ray
Level 29: Fire Punch
Level 36: Lava Plume
Level 42: Sunny Day
Level 49: Flamethrower
Level 55: Fire Blast
Level 62: Hyper Beam

468 Togekiss ->  (no evolution)
HP  85 
ATK 50 
DEF 95 
SPA 120
SPD 115
SPE 80 
Level 1 : Sky Attack
Level 1 : ExtremeSpeed
Level 1 : Aura Sphere
Level 1 : Air Slash

469 Yanmega ->  (no evolution)
HP  86 
ATK 76 
DEF 86 
SPA 116
SPD 56 
SPE 95 
Level 1 : Night Slash
Level 1 : Bug Bite
Level 1 : Tackle
Level 1 : Foresight
Level 1 : Quick Attack
Level 1 : Double Team
Level 6 : Quick Attack
Level 11: Double Team
Level 14: SonicBoom
Level 17: Detect
Level 22: Supersonic
Level 27: Uproar
Level 30: Pursuit
Level 33: AncientPower
Level 38: Feint
Level 43: Slash
Level 46: Screech
Level 49: U-turn
Level 54: Air Slash
Level 57: Bug Buzz

470 Leafeon ->  (no evolution)
HP  65 
ATK 110
DEF 130
SPA 60 
SPD 65 
SPE 95 
Level 1 : Tail Whip
Level 1 : Tackle
Level 1 : Helping Hand
Level 5 : Sand-Attack
Level 9 : Razor Leaf
Level 13: Quick Attack
Level 17: GrassWhistle
Level 21: Magical Leaf
Level 25: Giga Drain
Level 29: Swords Dance
Level 33: Synthesis
Level 37: Sunny Day
Level 41: Last Resort
Level 45: Leaf Blade

471 Glaceon ->  (no evolution)
HP  65 
ATK 60 
DEF 110
SPA 130
SPD 95 
SPE 65 
Level 1 : Helping Hand
Level 1 : Tackle
Level 1 : Tail Whip
Level 5 : Sand-Attack
Level 9 : Icy Wind
Level 13: Quick Attack
Level 17: Bite
Level 21: Ice Fang
Level 25: Ice Shard
Level 29: Barrier
Level 33: Mirror Coat
Level 37: Hail
Level 41: Last Resort
Level 45: Blizzard

472 Gliscor ->  (no evolution)
HP  75 
ATK 95 
DEF 125
SPA 45 
SPD 75 
SPE 95 
Level 1 : Thunder Fang
Level 1 : Ice Fang
Level 1 : Fire Fang
Level 1 : Poison Jab
Level 1 : Sand-Attack
Level 1 : Harden
Level 1 : Knock Off
Level 4 : Sand-Attack
Level 7 : Harden
Level 10: Knock Off
Level 13: Quick Attack
Level 16: Fury Cutter
Level 19: Faint Attack
Level 22: Acrobatics
Level 27: Night Slash
Level 30: U-turn
Level 35: Screech
Level 40: X-Scissor
Level 45: Sky Uppercut
Level 50: Swords Dance
Level 55: Guillotine

473 Mamoswine ->  (no evolution)
HP  110
ATK 130
DEF 80 
SPA 70 
SPD 60 
SPE 80 
Level 1 : AncientPower
Level 1 : Peck
Level 1 : Odor Sleuth
Level 1 : Mud Sport
Level 1 : Powder Snow
Level 5 : Mud Sport
Level 8 : Powder Snow
Level 11: Mud-Slap
Level 14: Endure
Level 18: Mud Bomb
Level 21: Hail
Level 24: Ice Fang
Level 28: Take Down
Level 33: Double Hit
Level 37: Mist
Level 41: Thrash
Level 46: Earthquake
Level 52: Blizzard
Level 58: Scary Face

474 Porygon-Z ->  (no evolution)
HP  85 
ATK 80 
DEF 70 
SPA 135
SPD 75 
SPE 90 
Level 1 : Trick Room
Level 1 : Conversion 2
Level 1 : Tackle
Level 1 : Conversion
Level 1 : Nasty Plot
Level 7 : Psybeam
Level 12: Agility
Level 18: Recover
Level 23: Magnet Rise
Level 29: Signal Beam
Level 34: Embargo
Level 40: Discharge
Level 45: Lock-On
Level 51: Tri Attack
Level 56: Magic Coat
Level 62: Zap Cannon
Level 67: Hyper Beam

475 Gallade ->  (no evolution)
HP  68 
ATK 125
DEF 65 
SPA 65 
SPD 115
SPE 80 
Level 1 : Leaf Blade
Level 1 : Night Slash
Level 1 : Leer
Level 1 : Confusion
Level 1 : Double Team
Level 1 : Teleport
Level 6 : Confusion
Level 10: Double Team
Level 12: Teleport
Level 17: Fury Cutter
Level 22: Slash
Level 25: Heal Pulse
Level 31: Swords Dance
Level 36: Psycho Cut
Level 39: Helping Hand
Level 45: Feint
Level 50: False Swipe
Level 53: Protect
Level 59: Close Combat
Level 64: Stored Power

476 Probopass ->  (no evolution)
HP  60 
ATK 55 
DEF 145
SPA 75 
SPD 150
SPE 40 
Level 1 : Magnet Rise
Level 1 : Gravity
Level 1 : Tackle
Level 1 : Iron Defense
Level 1 : Block
Level 1 : Magnet Bomb
Level 4 : Iron Defense
Level 8 : Block
Level 11: Magnet Bomb
Level 15: Thunder Wave
Level 18: Rock Blast
Level 22: Rest
Level 25: Spark
Level 29: Rock Slide
Level 32: Power Gem
Level 36: Sandstorm
Level 39: Discharge
Level 43: Earth Power
Level 46: Stone Edge
Level 50: Lock-On
Level 50: Zap Cannon

477 Dusknoir ->  (no evolution)
HP  45 
ATK 100
DEF 135
SPA 65 
SPD 135
SPE 45 
Level 1 : Fire Punch
Level 1 : Ice Punch
Level 1 : ThunderPunch
Level 1 : Gravity
Level 1 : Bind
Level 1 : Leer
Level 1 : Night Shade
Level 1 : Disable
Level 6 : Disable
Level 9 : Foresight
Level 14: Astonish
Level 17: Confuse Ray
Level 22: Shadow Sneak
Level 25: Pursuit
Level 30: Curse
Level 33: Will-O-Wisp
Level 37: Shadow Punch
Level 42: Hex
Level 49: Mean Look
Level 58: Payback
Level 61: Future Sight

478 Froslass ->  (no evolution)
HP  70 
ATK 80 
DEF 70 
SPA 80 
SPD 70 
SPE 110
Level 1 : Powder Snow
Level 1 : Leer
Level 1 : Double Team
Level 1 : Astonish
Level 4 : Double Team
Level 10: Astonish
Level 13: Icy Wind
Level 19: Confuse Ray
Level 22: Ominous Wind
Level 28: Wake-Up Slap
Level 31: Captivate
Level 37: Ice Shard
Level 40: Hail
Level 51: Blizzard
Level 59: Destiny Bond

479 Rotom ->  (no evolution)
HP  50 
ATK 50 
DEF 77 
SPA 95 
SPD 77 
SPE 91 
Level 1 : Trick
Level 1 : Astonish
Level 1 : Thunder Wave
Level 1 : ThunderShock
Level 1 : Confuse Ray
Level 8 : Uproar
Level 15: Double Team
Level 22: Shock Wave
Level 29: Ominous Wind
Level 36: Substitute
Level 43: Electro Ball
Level 50: Hex
Level 57: Charge
Level 64: Discharge

480 Uxie ->  (no evolution)
HP  75 
ATK 75 
DEF 130
SPA 75 
SPD 130
SPE 95 
Level 1 : Rest
Level 1 : Confusion
Level 6 : Imprison
Level 16: Endure
Level 21: Swift
Level 31: Yawn
Level 36: Future Sight
Level 46: Amnesia
Level 51: Extrasensory
Level 61: Flail
Level 66: Natural Gift
Level 76: Memento

481 Mesprit ->  (no evolution)
HP  80 
ATK 105
DEF 105
SPA 105
SPD 105
SPE 80 
Level 1 : Rest
Level 1 : Confusion
Level 6 : Imprison
Level 16: Protect
Level 21: Swift
Level 31: Lucky Chant
Level 36: Future Sight
Level 46: Charm
Level 51: Extrasensory
Level 61: Copycat
Level 66: Natural Gift
Level 76: Healing Wish

482 Azelf ->  (no evolution)
HP  75 
ATK 125
DEF 70 
SPA 125
SPD 70 
SPE 115
Level 1 : Rest
Level 1 : Confusion
Level 6 : Imprison
Level 16: Detect
Level 21: Swift
Level 31: Uproar
Level 36: Future Sight
Level 46: Nasty Plot
Level 51: Extrasensory
Level 61: Last Resort
Level 66: Natural Gift
Level 76: Explosion

483 Dialga ->  (no evolution)
HP  100
ATK 120
DEF 120
SPA 150
SPD 100
SPE 90 
Level 1 : DragonBreath
Level 1 : Scary Face
Level 6 : Metal Claw
Level 10: AncientPower
Level 15: Slash
Level 19: Power Gem
Level 24: Metal Burst
Level 28: Dragon Claw
Level 33: Earth Power
Level 37: Aura Sphere
Level 42: Iron Tail
Level 46: Roar of Time
Level 50: Flash Cannon

484 Palkia ->  (no evolution)
HP  90 
ATK 120
DEF 100
SPA 150
SPD 120
SPE 100
Level 1 : DragonBreath
Level 1 : Scary Face
Level 6 : Water Pulse
Level 10: AncientPower
Level 15: Slash
Level 19: Power Gem
Level 24: Aqua Tail
Level 28: Dragon Claw
Level 33: Earth Power
Level 37: Aura Sphere
Level 42: Aqua Tail
Level 46: Spacial Rend
Level 50: Hydro Pump

485 Heatran ->  (no evolution)
HP  91 
ATK 90 
DEF 106
SPA 130
SPD 106
SPE 77 
Level 1 : AncientPower
Level 9 : Leer
Level 17: Fire Fang
Level 25: Metal Sound
Level 33: Crunch
Level 41: Scary Face
Level 49: Lava Plume
Level 57: Fire Spin
Level 65: Iron Head
Level 73: Earth Power
Level 81: Heat Wave
Level 88: Stone Edge
Level 96: Magma Storm

486 Regigigas ->  (no evolution)
HP  110
ATK 160
DEF 110
SPA 80 
SPD 110
SPE 100
Level 1 : Fire Punch
Level 1 : Ice Punch
Level 1 : ThunderPunch
Level 1 : Dizzy Punch
Level 1 : Knock Off
Level 1 : Confuse Ray
Level 1 : Foresight
Level 25: Revenge
Level 40: Wide Guard
Level 50: Zen Headbutt
Level 65: Payback
Level 75: Crush Grip
Level 90: Heavy Slam
Level 100: Giga Impact

487 Giratina ->  (no evolution)
HP  150
ATK 100
DEF 120
SPA 100
SPD 120
SPE 90 
Level 1 : DragonBreath
Level 1 : Scary Face
Level 6 : Ominous Wind
Level 10: AncientPower
Level 15: Slash
Level 19: Shadow Sneak
Level 24: Destiny Bond
Level 28: Dragon Claw
Level 33: Earth Power
Level 37: Aura Sphere
Level 42: Shadow Claw
Level 46: Shadow Force
Level 50: Hex

488 Cresselia ->  (no evolution)
HP  120
ATK 70 
DEF 120
SPA 75 
SPD 130
SPE 85 
Level 1 : Confusion
Level 1 : Double Team
Level 11: Safeguard
Level 20: Mist
Level 29: Aurora Beam
Level 38: Future Sight
Level 47: Slash
Level 57: Moonlight
Level 66: Psycho Cut
Level 75: Psycho Shift
Level 84: Lunar Dance
Level 93: Psychic

489 Phione ->  (no evolution)
HP  80 
ATK 80 
DEF 80 
SPA 80 
SPD 80 
SPE 80 
Level 1 : Bubble
Level 1 : Water Sport
Level 9 : Charm
Level 16: Supersonic
Level 24: BubbleBeam
Level 31: Acid Armor
Level 39: Whirlpool
Level 46: Water Pulse
Level 54: Aqua Ring
Level 61: Dive
Level 69: Rain Dance

490 Manaphy ->  (no evolution)
HP  100
ATK 100
DEF 100
SPA 100
SPD 100
SPE 100
Level 1 : Tail Glow
Level 1 : Bubble
Level 1 : Water Sport
Level 9 : Charm
Level 16: Supersonic
Level 24: BubbleBeam
Level 31: Acid Armor
Level 39: Whirlpool
Level 46: Water Pulse
Level 54: Aqua Ring
Level 61: Dive
Level 69: Rain Dance
Level 76: Heart Swap

491 Darkrai ->  (no evolution)
HP  70 
ATK 90 
DEF 90 
SPA 135
SPD 90 
SPE 125
Level 1 : Ominous Wind
Level 1 : Disable
Level 11: Quick Attack
Level 20: Hypnosis
Level 29: Faint Attack
Level 38: Nightmare
Level 47: Double Team
Level 57: Haze
Level 66: Dark Void
Level 75: Nasty Plot
Level 84: Dream Eater
Level 93: Dark Pulse

492 Shaymin ->  (no evolution)
HP  100
ATK 100
DEF 100
SPA 100
SPD 100
SPE 100
Level 1 : Growth
Level 10: Magical Leaf
Level 19: Leech Seed
Level 28: Synthesis
Level 37: Sweet Scent
Level 46: Natural Gift
Level 55: Worry Seed
Level 64: Aromatherapy
Level 73: Energy Ball
Level 82: Sweet Kiss
Level 91: Healing Wish
Level 100: Seed Flare

493 Arceus ->  (no evolution)
HP  120
ATK 120
DEF 120
SPA 120
SPD 120
SPE 120
Level 1 : Seismic Toss
Level 1 : Cosmic Power
Level 1 : Natural Gift
Level 1 : Punishment
Level 10: Gravity
Level 20: Earth Power
Level 30: Hyper Voice
Level 40: ExtremeSpeed
Level 50: Refresh
Level 60: Future Sight
Level 70: Recover
