Randomizer Version: 4.6.1-HAL
Random Seed: 153752943465073
Settings String: 322AAgEAQHSAtUC2AIEAAEeRAABFAAAFABABAABAAAAAAAAAAAAMgQyAQAICTIICAAyAAIAC1Bva2Vtb24gU3VuxHpjU+PDOIo=

--Randomized Evolutions--
Bulbasaur       -> Ivysaur        
  2 Ivysaur          |TM01 Work Up |               - |            - |             - |        - |TM06 Toxic |        - |           - |TM09 Venoshock |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |              - |TM16 Light Screen |TM17 Protect |              - |         - |TM20 Safeguard |TM21 Frustration |TM22 Solar Beam |              - |               - |           - |              - |TM27 Return |              - |           - |               - |               - |TM32 Double Team |           - |               - |                - |TM36 Sludge Bomb |             - |              - |             - |              - |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |         - |             - |TM48 Round |TM49 Echoed Voice |            - |              - |               - |TM53 Energy Ball |               - |         - |         - |               - |            - |                - |         - |               - |              - |           - |             - |               - |           - |                - |               - |               - |               - |              - |               - |                - |             - |TM75 Swords Dance |       - |            - |            - |                - |              - |             - |               - |               - |              - |               - |TM86 Grass Knot |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |        - |         - |TM96 Nature Power |              - |             - |                  - |TM100 Confide |
  3 Venusaur         |TM01 Work Up |               - |            - |             - |TM05 Roar |TM06 Toxic |        - |           - |TM09 Venoshock |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |TM15 Hyper Beam |TM16 Light Screen |TM17 Protect |              - |         - |TM20 Safeguard |TM21 Frustration |TM22 Solar Beam |              - |               - |           - |TM26 Earthquake |TM27 Return |              - |           - |               - |               - |TM32 Double Team |           - |               - |                - |TM36 Sludge Bomb |             - |              - |             - |              - |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |         - |             - |TM48 Round |TM49 Echoed Voice |            - |              - |               - |TM53 Energy Ball |               - |         - |         - |               - |            - |                - |         - |               - |              - |           - |             - |               - |           - |                - |TM68 Giga Impact |               - |               - |              - |               - |                - |             - |TM75 Swords Dance |       - |            - |TM78 Bulldoze |                - |              - |             - |               - |               - |              - |               - |TM86 Grass Knot |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |        - |         - |TM96 Nature Power |              - |             - |                  - |TM100 Confide |
  4 Charmander       |TM01 Work Up |TM02 Dragon Claw |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |              - |                - |TM17 Protect |              - |         - |             - |TM21 Frustration |              - |              - |               - |           - |              - |TM27 Return |              - |           - |               - |TM31 Brick Break |TM32 Double Team |           - |               - |TM35 Flamethrower |               - |             - |TM38 Fire Blast |TM39 Rock Tomb |TM40 Aerial Ace |           - |TM42 Facade |TM43 Flame Charge |TM44 Rest |TM45 Attract |         - |             - |TM48 Round |TM49 Echoed Voice |TM50 Overheat |              - |               - |               - |               - |         - |TM56 Fling |               - |            - |                - |         - |TM61 Will-O-Wisp |              - |           - |             - |TM65 Shadow Claw |           - |                - |               - |               - |               - |              - |               - |                - |             - |TM75 Swords Dance |       - |            - |            - |                - |TM80 Rock Slide |             - |               - |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |        - |         - |                - |              - |             - |                  - |TM100 Confide |
  5 Charmeleon       |TM01 Work Up |TM02 Dragon Claw |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |              - |                - |TM17 Protect |              - |         - |             - |TM21 Frustration |              - |              - |               - |           - |              - |TM27 Return |              - |           - |               - |TM31 Brick Break |TM32 Double Team |           - |               - |TM35 Flamethrower |               - |             - |TM38 Fire Blast |TM39 Rock Tomb |TM40 Aerial Ace |           - |TM42 Facade |TM43 Flame Charge |TM44 Rest |TM45 Attract |         - |             - |TM48 Round |TM49 Echoed Voice |TM50 Overheat |              - |               - |               - |               - |         - |TM56 Fling |               - |            - |                - |         - |TM61 Will-O-Wisp |              - |           - |             - |TM65 Shadow Claw |           - |                - |               - |               - |               - |              - |               - |                - |             - |TM75 Swords Dance |       - |            - |            - |                - |TM80 Rock Slide |             - |               - |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |        - |         - |                - |              - |             - |                  - |TM100 Confide |
  6 Charizard        |TM01 Work Up |TM02 Dragon Claw |            - |             - |TM05 Roar |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |TM15 Hyper Beam |                - |TM17 Protect |              - |TM19 Roost |             - |TM21 Frustration |TM22 Solar Beam |              - |               - |           - |TM26 Earthquake |TM27 Return |              - |           - |               - |TM31 Brick Break |TM32 Double Team |           - |               - |TM35 Flamethrower |               - |             - |TM38 Fire Blast |TM39 Rock Tomb |TM40 Aerial Ace |           - |TM42 Facade |TM43 Flame Charge |TM44 Rest |TM45 Attract |         - |             - |TM48 Round |TM49 Echoed Voice |TM50 Overheat |TM51 Steel Wing |TM52 Focus Blast |               - |               - |         - |TM56 Fling |               - |TM58 Sky Drop |TM59 Brutal Swing |         - |TM61 Will-O-Wisp |              - |           - |             - |TM65 Shadow Claw |           - |                - |TM68 Giga Impact |               - |               - |              - |               - |                - |             - |TM75 Swords Dance |TM76 Fly |            - |TM78 Bulldoze |                - |TM80 Rock Slide |             - |TM82 Dragon Tail |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |        - |         - |                - |              - |             - |                  - |TM100 Confide |
  7 Squirtle         |TM01 Work Up |               - |            - |             - |        - |TM06 Toxic |TM07 Hail |           - |             - |TM10 Hidden Power |             - |         - |TM13 Ice Beam |TM14 Blizzard |              - |                - |TM17 Protect |TM18 Rain Dance |         - |             - |TM21 Frustration |              - |              - |               - |           - |              - |TM27 Return |              - |           - |               - |TM31 Brick Break |TM32 Double Team |           - |               - |                - |               - |             - |              - |TM39 Rock Tomb |              - |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |         - |             - |TM48 Round |                - |            - |              - |               - |               - |               - |TM55 Scald |TM56 Fling |               - |            - |                - |         - |               - |              - |           - |             - |               - |           - |                - |               - |               - |               - |              - |               - |                - |TM74 Gyro Ball |                - |       - |            - |            - |                - |              - |             - |               - |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |TM94 Surf |         - |                - |              - |TM98 Waterfall |                  - |TM100 Confide |
  8 Wartortle        |TM01 Work Up |               - |            - |             - |        - |TM06 Toxic |TM07 Hail |           - |             - |TM10 Hidden Power |             - |         - |TM13 Ice Beam |TM14 Blizzard |              - |                - |TM17 Protect |TM18 Rain Dance |         - |             - |TM21 Frustration |              - |              - |               - |           - |              - |TM27 Return |              - |           - |               - |TM31 Brick Break |TM32 Double Team |           - |               - |                - |               - |             - |              - |TM39 Rock Tomb |              - |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |         - |             - |TM48 Round |                - |            - |              - |               - |               - |               - |TM55 Scald |TM56 Fling |               - |            - |                - |         - |               - |              - |           - |             - |               - |           - |                - |               - |               - |               - |              - |               - |                - |TM74 Gyro Ball |                - |       - |            - |            - |                - |              - |             - |               - |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |TM94 Surf |         - |                - |              - |TM98 Waterfall |                  - |TM100 Confide |
  9 Blastoise        |TM01 Work Up |               - |            - |             - |TM05 Roar |TM06 Toxic |TM07 Hail |           - |             - |TM10 Hidden Power |             - |         - |TM13 Ice Beam |TM14 Blizzard |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |         - |             - |TM21 Frustration |              - |TM23 Smack Down |               - |           - |TM26 Earthquake |TM27 Return |              - |           - |               - |TM31 Brick Break |TM32 Double Team |           - |               - |                - |               - |             - |              - |TM39 Rock Tomb |              - |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |         - |             - |TM48 Round |                - |            - |              - |TM52 Focus Blast |               - |               - |TM55 Scald |TM56 Fling |               - |            - |                - |         - |               - |              - |           - |             - |               - |           - |                - |TM68 Giga Impact |               - |               - |              - |               - |                - |TM74 Gyro Ball |                - |       - |            - |TM78 Bulldoze |                - |TM80 Rock Slide |             - |TM82 Dragon Tail |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |TM91 Flash Cannon |              - |               - |TM94 Surf |         - |                - |TM97 Dark Pulse |TM98 Waterfall |                  - |TM100 Confide |
 10 Caterpie         |           - |               - |            - |             - |        - |         - |        - |           - |             - |                - |             - |         - |            - |            - |              - |                - |           - |              - |         - |             - |               - |              - |              - |               - |           - |              - |          - |              - |           - |               - |               - |               - |           - |               - |                - |               - |             - |              - |             - |              - |           - |          - |                - |        - |           - |         - |             - |         - |                - |            - |              - |               - |               - |               - |         - |         - |               - |            - |                - |         - |               - |              - |           - |             - |               - |           - |                - |               - |               - |               - |              - |               - |                - |             - |                - |       - |            - |            - |                - |              - |             - |               - |               - |              - |               - |              - |           - |              - |          - |              - |                - |              - |               - |        - |         - |                - |              - |             - |                  - |           - |
 11 Metapod          |           - |               - |            - |             - |        - |         - |        - |           - |             - |                - |             - |         - |            - |            - |              - |                - |           - |              - |         - |             - |               - |              - |              - |               - |           - |              - |          - |              - |           - |               - |               - |               - |           - |               - |                - |               - |             - |              - |             - |              - |           - |          - |                - |        - |           - |         - |             - |         - |                - |            - |              - |               - |               - |               - |         - |         - |               - |            - |                - |         - |               - |              - |           - |             - |               - |           - |                - |               - |               - |               - |              - |               - |                - |             - |                - |       - |            - |            - |                - |              - |             - |               - |               - |              - |               - |              - |           - |              - |          - |              - |                - |              - |               - |        - |         - |                - |              - |             - |                  - |           - |
 12 Butterfree       |           - |               - |            - |             - |        - |TM06 Toxic |        - |           - |TM09 Venoshock |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |TM19 Roost |TM20 Safeguard |TM21 Frustration |TM22 Solar Beam |              - |               - |           - |              - |TM27 Return |              - |TM29 Psychic |TM30 Shadow Ball |               - |TM32 Double Team |           - |               - |                - |               - |             - |              - |             - |TM40 Aerial Ace |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |            - |              - |               - |TM53 Energy Ball |               - |         - |         - |               - |            - |                - |         - |               - |TM62 Acrobatics |           - |             - |               - |           - |                - |TM68 Giga Impact |               - |               - |              - |               - |                - |             - |                - |       - |TM77 Psych Up |            - |                - |              - |             - |               - |TM83 Infestation |              - |TM85 Dream Eater |              - |TM87 Swagger |TM88 Sleep Talk |TM89 U-turn |TM90 Substitute |                - |              - |               - |        - |         - |                - |              - |             - |                  - |TM100 Confide |
 13 Weedle           |           - |               - |            - |             - |        - |         - |        - |           - |             - |                - |             - |         - |            - |            - |              - |                - |           - |              - |         - |             - |               - |              - |              - |               - |           - |              - |          - |              - |           - |               - |               - |               - |           - |               - |                - |               - |             - |              - |             - |              - |           - |          - |                - |        - |           - |         - |             - |         - |                - |            - |              - |               - |               - |               - |         - |         - |               - |            - |                - |         - |               - |              - |           - |             - |               - |           - |                - |               - |               - |               - |              - |               - |                - |             - |                - |       - |            - |            - |                - |              - |             - |               - |               - |              - |               - |              - |           - |              - |          - |              - |                - |              - |               - |        - |         - |                - |              - |             - |                  - |           - |
 14 Kakuna           |           - |               - |            - |             - |        - |         - |        - |           - |             - |                - |             - |         - |            - |            - |              - |                - |           - |              - |         - |             - |               - |              - |              - |               - |           - |              - |          - |              - |           - |               - |               - |               - |           - |               - |                - |               - |             - |              - |             - |              - |           - |          - |                - |        - |           - |         - |             - |         - |                - |            - |              - |               - |               - |               - |         - |         - |               - |            - |                - |         - |               - |              - |           - |             - |               - |           - |                - |               - |               - |               - |              - |               - |                - |             - |                - |       - |            - |            - |                - |              - |             - |               - |               - |              - |               - |              - |           - |              - |          - |              - |                - |              - |               - |        - |         - |                - |              - |             - |                  - |           - |
 15 Beedrill         |           - |               - |            - |             - |        - |TM06 Toxic |        - |           - |TM09 Venoshock |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |TM15 Hyper Beam |                - |TM17 Protect |              - |TM19 Roost |             - |TM21 Frustration |TM22 Solar Beam |              - |               - |           - |              - |TM27 Return |              - |           - |               - |TM31 Brick Break |TM32 Double Team |           - |               - |                - |TM36 Sludge Bomb |             - |              - |             - |TM40 Aerial Ace |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |            - |              - |               - |               - |TM54 False Swipe |         - |         - |               - |            - |TM59 Brutal Swing |         - |               - |TM62 Acrobatics |           - |             - |               - |TM66 Payback |                - |TM68 Giga Impact |               - |               - |              - |               - |                - |             - |TM75 Swords Dance |       - |            - |            - |                - |              - |TM81 X-Scissor |               - |TM83 Infestation |TM84 Poison Jab |               - |              - |TM87 Swagger |TM88 Sleep Talk |TM89 U-turn |TM90 Substitute |                - |              - |               - |        - |         - |                - |              - |             - |                  - |TM100 Confide |
 16 Pidgey           |TM01 Work Up |               - |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |              - |                - |TM17 Protect |TM18 Rain Dance |TM19 Roost |             - |TM21 Frustration |              - |              - |               - |           - |              - |TM27 Return |              - |           - |               - |               - |TM32 Double Team |           - |               - |                - |               - |             - |              - |             - |TM40 Aerial Ace |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |            - |TM51 Steel Wing |               - |               - |               - |         - |         - |               - |            - |                - |         - |               - |              - |           - |             - |               - |           - |                - |               - |               - |               - |              - |               - |                - |             - |                - |TM76 Fly |            - |            - |                - |              - |             - |               - |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |TM89 U-turn |TM90 Substitute |                - |              - |               - |        - |         - |                - |              - |             - |                  - |TM100 Confide |
 17 Pidgeotto        |TM01 Work Up |               - |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |              - |                - |TM17 Protect |TM18 Rain Dance |TM19 Roost |             - |TM21 Frustration |              - |              - |               - |           - |              - |TM27 Return |              - |           - |               - |               - |TM32 Double Team |           - |               - |                - |               - |             - |              - |             - |TM40 Aerial Ace |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |            - |TM51 Steel Wing |               - |               - |               - |         - |         - |               - |            - |                - |         - |               - |              - |           - |             - |               - |           - |                - |               - |               - |               - |              - |               - |                - |             - |                - |TM76 Fly |            - |            - |                - |              - |             - |               - |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |TM89 U-turn |TM90 Substitute |                - |              - |               - |        - |         - |                - |              - |             - |                  - |TM100 Confide |
 18 Pidgeot          |TM01 Work Up |               - |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |TM19 Roost |             - |TM21 Frustration |              - |              - |               - |           - |              - |TM27 Return |              - |           - |               - |               - |TM32 Double Team |           - |               - |                - |               - |             - |              - |             - |TM40 Aerial Ace |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |            - |TM51 Steel Wing |               - |               - |               - |         - |         - |               - |            - |                - |         - |               - |              - |           - |             - |               - |           - |                - |TM68 Giga Impact |               - |               - |              - |               - |                - |             - |                - |TM76 Fly |            - |            - |                - |              - |             - |               - |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |TM89 U-turn |TM90 Substitute |                - |              - |               - |        - |         - |                - |              - |             - |                  - |TM100 Confide |
 19 Rattata          |TM01 Work Up |               - |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |TM12 Taunt |TM13 Ice Beam |TM14 Blizzard |              - |                - |TM17 Protect |TM18 Rain Dance |         - |             - |TM21 Frustration |              - |              - |TM24 Thunderbolt |TM25 Thunder |              - |TM27 Return |              - |           - |TM30 Shadow Ball |               - |TM32 Double Team |           - |               - |                - |               - |             - |              - |             - |              - |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |            - |              - |               - |               - |               - |         - |         - |TM57 Charge Beam |            - |                - |         - |               - |              - |           - |             - |               - |           - |                - |               - |               - |               - |              - |               - |TM73 Thunder Wave |             - |                - |       - |            - |            - |                - |              - |             - |               - |               - |              - |               - |TM86 Grass Knot |TM87 Swagger |TM88 Sleep Talk |TM89 U-turn |TM90 Substitute |                - |              - |TM93 Wild Charge |        - |         - |                - |              - |             - |                  - |TM100 Confide |
 20 Raticate         |TM01 Work Up |               - |            - |             - |TM05 Roar |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |TM12 Taunt |TM13 Ice Beam |TM14 Blizzard |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |         - |             - |TM21 Frustration |              - |              - |TM24 Thunderbolt |TM25 Thunder |              - |TM27 Return |              - |           - |TM30 Shadow Ball |               - |TM32 Double Team |           - |               - |                - |               - |             - |              - |             - |              - |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |            - |              - |               - |               - |               - |         - |         - |TM57 Charge Beam |            - |                - |         - |               - |              - |           - |             - |               - |           - |                - |TM68 Giga Impact |               - |               - |              - |               - |TM73 Thunder Wave |             - |TM75 Swords Dance |       - |            - |            - |                - |              - |             - |               - |               - |              - |               - |TM86 Grass Knot |TM87 Swagger |TM88 Sleep Talk |TM89 U-turn |TM90 Substitute |                - |              - |TM93 Wild Charge |        - |         - |                - |              - |             - |                  - |TM100 Confide |
 21 Spearow          |TM01 Work Up |               - |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |              - |                - |TM17 Protect |TM18 Rain Dance |TM19 Roost |             - |TM21 Frustration |              - |              - |               - |           - |              - |TM27 Return |              - |           - |               - |               - |TM32 Double Team |           - |               - |                - |               - |             - |              - |             - |TM40 Aerial Ace |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |TM49 Echoed Voice |            - |TM51 Steel Wing |               - |               - |TM54 False Swipe |         - |         - |               - |            - |                - |         - |               - |              - |           - |             - |               - |           - |                - |               - |               - |               - |              - |               - |                - |             - |                - |TM76 Fly |            - |            - |                - |              - |             - |               - |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |TM89 U-turn |TM90 Substitute |                - |              - |               - |        - |         - |                - |              - |             - |                  - |TM100 Confide |
 22 Fearow           |TM01 Work Up |               - |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |TM19 Roost |             - |TM21 Frustration |              - |              - |               - |           - |              - |TM27 Return |              - |           - |               - |               - |TM32 Double Team |           - |               - |                - |               - |             - |              - |             - |TM40 Aerial Ace |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |TM49 Echoed Voice |            - |TM51 Steel Wing |               - |               - |TM54 False Swipe |         - |         - |               - |            - |                - |         - |               - |              - |           - |             - |               - |           - |                - |TM68 Giga Impact |               - |               - |              - |               - |                - |             - |                - |TM76 Fly |            - |            - |                - |              - |             - |               - |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |TM89 U-turn |TM90 Substitute |                - |              - |               - |        - |         - |                - |              - |             - |                  - |TM100 Confide |
 23 Ekans            |           - |               - |            - |             - |        - |TM06 Toxic |        - |           - |TM09 Venoshock |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |              - |                - |TM17 Protect |TM18 Rain Dance |         - |             - |TM21 Frustration |              - |              - |               - |           - |TM26 Earthquake |TM27 Return |              - |           - |               - |               - |TM32 Double Team |           - |TM34 Sludge Wave |                - |TM36 Sludge Bomb |             - |              - |TM39 Rock Tomb |              - |TM41 Torment |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |            - |              - |               - |               - |               - |         - |         - |               - |            - |TM59 Brutal Swing |         - |               - |              - |           - |             - |               - |TM66 Payback |                - |               - |               - |               - |              - |               - |                - |             - |                - |       - |            - |TM78 Bulldoze |                - |TM80 Rock Slide |             - |               - |TM83 Infestation |TM84 Poison Jab |               - |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |        - |         - |                - |TM97 Dark Pulse |             - |                  - |TM100 Confide |
 24 Arbok            |           - |               - |            - |             - |        - |TM06 Toxic |        - |           - |TM09 Venoshock |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |         - |             - |TM21 Frustration |              - |              - |               - |           - |TM26 Earthquake |TM27 Return |              - |           - |               - |               - |TM32 Double Team |           - |TM34 Sludge Wave |                - |TM36 Sludge Bomb |             - |              - |TM39 Rock Tomb |              - |TM41 Torment |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |            - |              - |               - |               - |               - |         - |         - |               - |            - |TM59 Brutal Swing |         - |               - |              - |           - |             - |               - |TM66 Payback |                - |TM68 Giga Impact |               - |               - |              - |               - |                - |             - |                - |       - |            - |TM78 Bulldoze |                - |TM80 Rock Slide |             - |TM82 Dragon Tail |TM83 Infestation |TM84 Poison Jab |               - |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |        - |         - |                - |TM97 Dark Pulse |             - |                  - |TM100 Confide |
 25 Pikachu          |           - |               - |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |             - |         - |            - |            - |              - |TM16 Light Screen |TM17 Protect |TM18 Rain Dance |         - |             - |TM21 Frustration |              - |              - |TM24 Thunderbolt |TM25 Thunder |              - |TM27 Return |              - |           - |               - |TM31 Brick Break |TM32 Double Team |           - |               - |                - |               - |             - |              - |             - |              - |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |         - |             - |TM48 Round |TM49 Echoed Voice |            - |              - |               - |               - |               - |         - |TM56 Fling |TM57 Charge Beam |            - |                - |         - |               - |              - |           - |             - |               - |           - |                - |               - |               - |               - |              - |TM72 Volt Switch |TM73 Thunder Wave |             - |                - |       - |            - |            - |                - |              - |             - |               - |               - |              - |               - |TM86 Grass Knot |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |TM93 Wild Charge |        - |         - |                - |              - |             - |                  - |TM100 Confide |
 26 Raichu           |           - |               - |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |             - |         - |            - |            - |TM15 Hyper Beam |TM16 Light Screen |TM17 Protect |TM18 Rain Dance |         - |             - |TM21 Frustration |              - |              - |TM24 Thunderbolt |TM25 Thunder |              - |TM27 Return |              - |           - |               - |TM31 Brick Break |TM32 Double Team |           - |               - |                - |               - |             - |              - |             - |              - |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |TM49 Echoed Voice |            - |              - |TM52 Focus Blast |               - |               - |         - |TM56 Fling |TM57 Charge Beam |            - |                - |         - |               - |              - |           - |             - |               - |           - |                - |TM68 Giga Impact |               - |               - |              - |TM72 Volt Switch |TM73 Thunder Wave |             - |                - |       - |            - |            - |                - |              - |             - |               - |               - |              - |               - |TM86 Grass Knot |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |TM93 Wild Charge |        - |         - |                - |              - |             - |                  - |TM100 Confide |
 27 Sandshrew        |           - |               - |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |              - |                - |TM17 Protect |              - |         - |TM20 Safeguard |TM21 Frustration |              - |              - |               - |           - |TM26 Earthquake |TM27 Return |              - |           - |               - |TM31 Brick Break |TM32 Double Team |           - |               - |                - |               - |TM37 Sandstorm |              - |TM39 Rock Tomb |TM40 Aerial Ace |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |            - |              - |               - |               - |               - |         - |TM56 Fling |               - |            - |                - |         - |               - |              - |           - |             - |TM65 Shadow Claw |           - |                - |               - |               - |               - |              - |               - |                - |TM74 Gyro Ball |TM75 Swords Dance |       - |            - |TM78 Bulldoze |                - |TM80 Rock Slide |TM81 X-Scissor |               - |               - |TM84 Poison Jab |               - |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |        - |         - |                - |              - |             - |                  - |TM100 Confide |
 28 Sandslash        |           - |               - |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |TM15 Hyper Beam |                - |TM17 Protect |              - |         - |TM20 Safeguard |TM21 Frustration |              - |              - |               - |           - |TM26 Earthquake |TM27 Return |              - |           - |               - |TM31 Brick Break |TM32 Double Team |           - |               - |                - |               - |TM37 Sandstorm |              - |TM39 Rock Tomb |TM40 Aerial Ace |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |            - |              - |TM52 Focus Blast |               - |               - |         - |TM56 Fling |               - |            - |                - |         - |               - |              - |           - |             - |TM65 Shadow Claw |           - |                - |TM68 Giga Impact |               - |               - |TM71 Stone Edge |               - |                - |TM74 Gyro Ball |TM75 Swords Dance |       - |            - |TM78 Bulldoze |                - |TM80 Rock Slide |TM81 X-Scissor |               - |               - |TM84 Poison Jab |               - |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |        - |         - |                - |              - |             - |                  - |TM100 Confide |
 29 Nidoran♀         |           - |               - |            - |             - |        - |TM06 Toxic |        - |           - |TM09 Venoshock |TM10 Hidden Power |TM11 Sunny Day |         - |TM13 Ice Beam |TM14 Blizzard |              - |                - |TM17 Protect |TM18 Rain Dance |         - |             - |TM21 Frustration |              - |              - |TM24 Thunderbolt |TM25 Thunder |              - |TM27 Return |              - |           - |               - |               - |TM32 Double Team |           - |               - |                - |TM36 Sludge Bomb |             - |              - |             - |TM40 Aerial Ace |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |TM49 Echoed Voice |            - |              - |               - |               - |               - |         - |         - |               - |            - |                - |         - |               - |              - |           - |             - |TM65 Shadow Claw |           - |                - |               - |               - |               - |              - |               - |                - |             - |                - |       - |            - |            - |                - |              - |             - |               - |               - |TM84 Poison Jab |               - |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |        - |         - |                - |              - |             - |                  - |TM100 Confide |
