Randomizer Version: 4.6.1-HAL
Random Seed: 220368420090532
Settings String: 322AAgEAQGKAo0CkAIEAAEeRAABFAAAFABABAABAAAAAAAAAAAAMgQyAQAICTIHBwAyAAIACVBva2Vtb24gWSiegyDjwziK

--Randomized Evolutions--
Bulbasaur       -> Ivysaur        

675 Pangoro ->  (no evolution)
HP  95 
ATK 124
DEF 78 
SPA 69 
SPD 71 
SPE 58 
Level 1 : Entrainment
Level 1 : Hammer Arm
Level 1 : Tackle
Level 1 : Leer
Level 7 : Arm Thrust
Level 10: Work Up
Level 12: Karate Chop
Level 15: Comet Punch
Level 20: Slash
Level 25: Circle Throw
Level 27: Vital Throw
Level 35: Body Slam
Level 42: Crunch
Level 45: Entrainment
Level 48: Parting Shot
Level 52: Sky Uppercut
Level 57: Hammer Arm
Level 65: Taunt
Level 70: Low Sweep

676 Furfrou ->  (no evolution)
HP  75 
ATK 80 
DEF 60 
SPA 65 
SPD 90 
SPE 102
Level 1 : Tackle
Level 1 : Growl
Level 5 : Sand Attack
Level 9 : Baby-Doll Eyes
Level 12: Headbutt
Level 15: Tail Whip
Level 22: Bite
Level 27: Odor Sleuth
Level 33: Retaliate
Level 35: Take Down
Level 38: Charm
Level 42: Sucker Punch
Level 48: Cotton Guard
Egg Moves:
 - Role Play
 - Work Up
 - Mimic
 - Captivate
 - Refresh

677 Espurr -> Meowstic
HP  62 
ATK 48 
DEF 54 
SPA 63 
SPD 60 
SPE 68 
Level 1 : Scratch
Level 1 : Leer
Level 5 : Covet
Level 9 : Confusion
Level 13: Light Screen
Level 17: Psybeam
Level 19: Fake Out
Level 22: Disarming Voice
Level 25: Psyshock
Egg Moves:
 - Trick
 - Yawn
 - Assist
 - Barrier

678 Meowstic ->  (no evolution)
HP  74 
ATK 48 
DEF 76 
SPA 83 
SPD 81 
SPE 104
Level 1 : Quick Guard
Level 1 : Mean Look
Level 1 : Helping Hand
Level 1 : Scratch
Level 1 : Leer
Level 5 : Covet
Level 9 : Confusion
Level 13: Light Screen
Level 17: Psybeam
Level 19: Fake Out
Level 22: Disarming Voice
Level 25: Psyshock
Level 28: Charm
Level 31: Miracle Eye
Level 35: Reflect
Level 40: Psychic
Level 43: Role Play
Level 45: Imprison
Level 48: Sucker Punch
Level 50: Misty Terrain
Level 53: Quick Guard

679 Honedge -> Doublade
HP  45 
ATK 80 
DEF 100
SPA 35 
SPD 37 
SPE 28 
Level 1 : Tackle
Level 1 : Swords Dance
Level 5 : Fury Cutter
Level 8 : Metal Sound
Level 13: Pursuit
Level 18: Autotomize
Level 20: Shadow Sneak
Level 22: Aerial Ace
Level 26: Retaliate
Level 29: Slash
Level 32: Iron Defense
Level 35: Night Slash
Level 39: Power Trick
Level 42: Iron Head
Level 47: Sacred Sword
Egg Moves:
 - Metal Sound
 - Shadow Sneak
 - Destiny Bond
 - Wide Guard

680 Doublade -> Aegislash
HP  59 
ATK 110
DEF 150
SPA 45 
SPD 49 
SPE 35 
Level 1 : Tackle
Level 1 : Swords Dance
Level 5 : Fury Cutter
Level 8 : Metal Sound
Level 13: Pursuit
Level 18: Autotomize
Level 20: Shadow Sneak
Level 22: Aerial Ace
Level 26: Retaliate
Level 29: Slash
Level 32: Iron Defense
Level 36: Night Slash
Level 41: Power Trick
Level 45: Iron Head
Level 51: Sacred Sword

681 Aegislash ->  (no evolution)
HP  60 
ATK 50 
DEF 150
SPA 50 
SPD 150
SPE 60 
Level 1 : Fury Cutter
Level 1 : Pursuit
Level 1 : Autotomize
Level 1 : Shadow Sneak
Level 1 : Slash
Level 1 : Iron Defense
Level 1 : Night Slash
Level 1 : Power Trick
Level 1 : Iron Head
Level 1 : Head Smash
Level 1 : Swords Dance
Level 1 : Aerial Ace
Level 1 : King’s Shield
Level 1 : Sacred Sword

682 Spritzee -> Aromatisse
HP  78 
ATK 52 
DEF 60 
SPA 63 
SPD 65 
SPE 23 
Level 1 : Sweet Scent
Level 1 : Fairy Wind
Level 6 : Sweet Kiss
Level 8 : Odor Sleuth
Level 13: Echoed Voice
Level 17: Calm Mind
Level 21: Draining Kiss
Level 25: Aromatherapy
Level 29: Attract
Level 31: Moonblast
Level 35: Charm
Level 38: Flail
Level 42: Misty Terrain
Level 44: Skill Swap
Level 48: Psychic
Level 50: Disarming Voice
Egg Moves:
 - Disable
 - Wish
 - Captivate
 - Refresh

683 Aromatisse ->  (no evolution)
HP  101
ATK 72 
DEF 72 
SPA 99 
SPD 89 
SPE 29 
Level 1 : Aromatic Mist
Level 1 : Heal Pulse
Level 1 : Sweet Scent
Level 1 : Fairy Wind
Level 6 : Sweet Kiss
Level 8 : Odor Sleuth
Level 13: Echoed Voice
Level 17: Calm Mind
Level 21: Draining Kiss
Level 25: Aromatherapy
Level 29: Attract
Level 31: Moonblast
Level 35: Charm
Level 38: Flail
Level 42: Misty Terrain
Level 44: Skill Swap
Level 48: Psychic
Level 53: Disarming Voice
Level 57: Reflect
Level 64: Psych Up

684 Swirlix -> Slurpuff
HP  62 
ATK 48 
DEF 66 
SPA 59 
SPD 57 
SPE 49 
Level 1 : Sweet Scent
Level 1 : Tackle
Level 5 : Fairy Wind
Level 8 : Play Nice
Level 10: Fake Tears
Level 13: Round
Level 17: Cotton Spore
Level 21: Endeavor
Level 26: Aromatherapy
Level 31: Draining Kiss
Level 36: Energy Ball
Level 41: Cotton Guard
Level 45: Wish
Level 49: Play Rough
Level 58: Light Screen
Level 67: Safeguard
Egg Moves:
 - After You
 - Yawn
 - Belly Drum
 - Copycat

685 Slurpuff ->  (no evolution)
HP  82 
ATK 80 
DEF 86 
SPA 85 
SPD 75 
SPE 72 
Level 1 : Sweet Scent
Level 1 : Tackle
Level 5 : Fairy Wind
Level 8 : Play Nice
Level 10: Fake Tears
Level 13: Round
Level 17: Cotton Spore
Level 21: Endeavor
Level 26: Aromatherapy
Level 31: Draining Kiss
Level 36: Energy Ball
Level 41: Cotton Guard
Level 45: Wish
Level 49: Play Rough
Level 58: Light Screen
Level 67: Safeguard

686 Inkay -> Malamar
HP  53 
ATK 54 
DEF 53 
SPA 37 
SPD 46 
SPE 45 
Level 1 : Tackle
Level 1 : Peck
Level 1 : Constrict
Level 4 : Reflect
Level 8 : Foul Play
Level 12: Swagger
Level 13: Psywave
Level 15: Topsy-Turvy
Level 18: Hypnosis
Level 21: Psybeam
Level 23: Switcheroo
Level 27: Payback
Level 31: Light Screen
Level 35: Pluck
Level 39: Psycho Cut
Level 43: Slash
Level 46: Night Slash
Level 48: Superpower
Egg Moves:
 - Simple Beam
 - Power Split
 - Camouflage
 - Flatter
 - Destiny Bond

687 Malamar ->  (no evolution)
HP  86 
ATK 92 
DEF 88 
SPA 68 
SPD 75 
SPE 73 
Level 1 : Superpower
Level 1 : Reversal
Level 1 : Tackle
Level 1 : Peck
Level 1 : Constrict
Level 4 : Reflect
Level 8 : Foul Play
Level 12: Swagger
Level 13: Psywave
Level 15: Topsy-Turvy
Level 18: Hypnosis
Level 21: Psybeam
Level 23: Switcheroo
Level 27: Payback
Level 31: Light Screen
Level 35: Pluck
Level 39: Psycho Cut
Level 43: Slash
Level 46: Night Slash
Level 48: Superpower

688 Binacle -> Barbaracle
HP  42 
ATK 52 
DEF 67 
SPA 39 
SPD 56 
SPE 50 
Level 1 : Shell Smash
Level 1 : Scratch
Level 1 : Sand Attack
Level 4 : Water Gun
Level 7 : Withdraw
Level 10: Fury Swipes
Level 13: Slash
Level 18: Mud-Slap
Level 20: Clamp
Level 24: Rock Polish
Level 28: Ancient Power
Level 32: Hone Claws
Level 37: Fury Cutter
Level 41: Night Slash
Level 45: Razor Shell
Level 49: Cross Chop
Egg Moves:
 - Tickle
 - Switcheroo
 - Helping Hand
 - Water Sport

689 Barbaracle ->  (no evolution)
HP  72 
ATK 105
DEF 115
SPA 54 
SPD 86 
SPE 68 
Level 1 : Stone Edge
Level 1 : Skull Bash
Level 1 : Shell Smash
Level 1 : Scratch
Level 1 : Sand Attack
Level 4 : Water Gun
Level 7 : Withdraw
Level 10: Fury Swipes
Level 13: Slash
Level 18: Mud-Slap
Level 20: Clamp
Level 24: Rock Polish
Level 28: Ancient Power
Level 32: Hone Claws
Level 37: Fury Cutter
Level 44: Night Slash
Level 48: Razor Shell
Level 55: Cross Chop
Level 60: Stone Edge
Level 65: Skull Bash

690 Skrelp -> Dragalge
HP  50 
ATK 60 
DEF 60 
SPA 60 
SPD 60 
SPE 30 
Level 1 : Tackle
Level 1 : Smokescreen
Level 1 : Water Gun
Level 5 : Feint Attack
Level 9 : Tail Whip
Level 12: Bubble
Level 15: Acid
Level 19: Camouflage
Level 23: Poison Tail
Level 25: Water Pulse
Level 28: Double Team
Level 32: Toxic
Level 35: Aqua Tail
Level 38: Sludge Bomb
Level 42: Hydro Pump
Level 49: Dragon Pulse
Egg Moves:
 - Toxic Spikes
 - Play Rough
 - Haze
 - Acid Armor
 - Venom Drench

691 Dragalge ->  (no evolution)
HP  65 
ATK 75 
DEF 90 
SPA 97 
SPD 123
SPE 44 
Level 1 : Dragon Tail
Level 1 : Twister
Level 1 : Tackle
Level 1 : Smokescreen
Level 1 : Water Gun
Level 5 : Feint Attack
Level 9 : Tail Whip
Level 12: Bubble
Level 15: Acid
Level 19: Camouflage
Level 23: Poison Tail
Level 25: Water Pulse
Level 28: Double Team
Level 32: Toxic
Level 35: Aqua Tail
Level 38: Sludge Bomb
Level 42: Hydro Pump
Level 53: Dragon Pulse
Level 59: Dragon Tail
Level 67: Twister

692 Clauncher -> Clawitzer
HP  50 
ATK 53 
DEF 62 
SPA 58 
SPD 63 
SPE 44 
Level 1 : Splash
Level 1 : Water Gun
Level 7 : Water Sport
Level 9 : Vice Grip
Level 12: Bubble
Level 16: Flail
Level 20: Bubble Beam
Level 25: Swords Dance
Level 30: Crabhammer
Level 34: Water Pulse
Level 39: Smack Down
Level 43: Aqua Jet
Level 48: Muddy Water
Egg Moves:
 - Aqua Jet
 - Entrainment
 - Endure
 - Crabhammer
 - Helping Hand

693 Clawitzer ->  (no evolution)
HP  71 
ATK 73 
DEF 88 
SPA 120
SPD 89 
SPE 59 
Level 1 : Heal Pulse
Level 1 : Dark Pulse
Level 1 : Dragon Pulse
Level 1 : Aura Sphere
Level 1 : Splash
Level 1 : Water Gun
Level 7 : Water Sport
Level 9 : Vice Grip
Level 12: Bubble
Level 16: Flail
Level 20: Bubble Beam
Level 25: Swords Dance
Level 30: Crabhammer
Level 34: Water Pulse
Level 42: Smack Down
Level 47: Aqua Jet
Level 53: Muddy Water
Level 57: Dark Pulse
Level 63: Dragon Pulse
Level 67: Aura Sphere

694 Helioptile -> Heliolisk
HP  44 
ATK 38 
DEF 33 
SPA 61 
SPD 43 
SPE 70 
Level 1 : Pound
Level 1 : Tail Whip
Level 6 : Thunder Shock
Level 11: Charge
Level 13: Mud-Slap
Level 17: Quick Attack
Level 22: Razor Wind
Level 25: Parabolic Charge
Level 31: Thunder Wave
Level 35: Bulldoze
Level 40: Volt Switch
Level 45: Electrify
Level 49: Thunderbolt
Egg Moves:
 - Agility
 - Glare
 - Camouflage
 - Electric Terrain

695 Heliolisk ->  (no evolution)
HP  62 
ATK 55 
DEF 52 
SPA 109
SPD 94 
SPE 109
Level 1 : Eerie Impulse
Level 1 : Electrify
Level 1 : Razor Wind
Level 1 : Quick Attack
Level 1 : Thunder
Level 1 : Charge
Level 1 : Parabolic Charge

696 Tyrunt -> Tyrantrum
HP  58 
ATK 89 
DEF 77 
SPA 45 
SPD 45 
SPE 48 
Level 1 : Tail Whip
Level 1 : Tackle
Level 6 : Roar
Level 10: Stomp
Level 12: Bide
Level 15: Stealth Rock
Level 17: Bite
Level 20: Charm
Level 26: Ancient Power
Level 30: Dragon Tail
Level 34: Crunch
Level 37: Dragon Claw
Level 40: Thrash
Level 44: Earthquake
Level 49: Horn Drill
Egg Moves:
 - Dragon Dance
 - Thunder Fang
 - Ice Fang
 - Poison Fang
 - Rock Polish
 - Fire Fang
 - Curse

697 Tyrantrum ->  (no evolution)
HP  82 
ATK 121
DEF 119
SPA 69 
SPD 59 
SPE 71 
Level 1 : Head Smash
Level 1 : Tail Whip
Level 1 : Tackle
Level 6 : Roar
Level 10: Stomp
Level 12: Bide
Level 15: Stealth Rock
Level 17: Bite
Level 20: Charm
Level 26: Ancient Power
Level 30: Dragon Tail
Level 34: Crunch
Level 37: Dragon Claw
Level 42: Thrash
Level 47: Earthquake
Level 53: Horn Drill
Level 58: Head Smash
Level 68: Rock Slide
Level 75: Giga Impact

698 Amaura -> Aurorus
HP  77 
ATK 59 
DEF 50 
SPA 67 
SPD 63 
SPE 46 
Level 1 : Growl
Level 1 : Powder Snow
Level 5 : Thunder Wave
Level 10: Rock Throw
Level 13: Icy Wind
Level 15: Take Down
Level 18: Mist
Level 20: Aurora Beam
Level 26: Ancient Power
Level 30: Round
Level 34: Avalanche
Level 38: Hail
Level 41: Nature Power
Level 44: Encore
Level 47: Light Screen
Level 50: Ice Beam
Level 57: Hyper Beam
Level 65: Blizzard
Egg Moves:
 - Haze
 - Barrier
 - Mirror Coat
 - Magnet Rise
 - Discharge

699 Aurorus ->  (no evolution)
HP  123
ATK 77 
DEF 72 
SPA 99 
SPD 92 
SPE 58 
Level 1 : Freeze-Dry
Level 1 : Growl
Level 1 : Powder Snow
Level 5 : Thunder Wave
Level 10: Rock Throw
Level 13: Icy Wind
Level 15: Take Down
Level 18: Mist
Level 20: Aurora Beam
Level 26: Ancient Power
Level 30: Round
Level 34: Avalanche
Level 38: Hail
Level 43: Nature Power
Level 46: Encore
Level 50: Light Screen
Level 56: Ice Beam
Level 63: Hyper Beam
Level 74: Blizzard
Level 77: Freeze-Dry

700 Sylveon ->  (no evolution)
HP  95 
ATK 65 
DEF 65 
SPA 110
SPD 130
SPE 60 
Level 1 : Disarming Voice
Level 1 : Tail Whip
Level 1 : Tackle
Level 1 : Helping Hand
Level 5 : Sand Attack
Level 9 : Fairy Wind
Level 13: Quick Attack
Level 17: Swift
Level 20: Draining Kiss
Level 25: Skill Swap
Level 29: Misty Terrain
Level 33: Light Screen
Level 37: Moonblast
Level 41: Last Resort
Level 45: Psych Up

701 Hawlucha ->  (no evolution)
HP  78 
ATK 92 
DEF 75 
SPA 74 
SPD 63 
SPE 118
Level 1 : Detect
Level 1 : Tackle
Level 1 : Hone Claws
Level 4 : Karate Chop
Level 8 : Wing Attack
Level 12: Roost
Level 16: Aerial Ace
Level 20: Encore
Level 24: Fling
Level 28: Flying Press
Level 32: Bounce
Level 36: Endeavor
Level 40: Feather Dance
Level 44: High Jump Kick
Level 48: Sky Attack
Level 55: Sky Drop
Level 60: Swords Dance
Egg Moves:
 - Agility
 - Me First
 - Ally Switch
 - Entrainment
 - Mud Sport
 - Baton Pass
 - Quick Guard

702 Dedenne ->  (no evolution)
HP  67 
ATK 58 
DEF 57 
SPA 81 
SPD 67 
SPE 101
Level 1 : Tackle
Level 1 : Tail Whip
Level 7 : Thunder Shock
Level 11: Charge
Level 14: Charm
Level 17: Parabolic Charge
Level 20: Nuzzle
Level 23: Thunder Wave
Level 26: Volt Switch
Level 30: Rest
Level 31: Snore
Level 34: Charge Beam
Level 39: Entrainment
Level 42: Play Rough
Level 45: Thunder
Level 50: Discharge
Egg Moves:
 - Eerie Impulse
 - Covet
 - Helping Hand
 - Natural Gift

703 Carbink ->  (no evolution)
HP  50 
ATK 50 
DEF 150
SPA 50 
SPD 150
SPE 50 
Level 1 : Tackle
Level 1 : Harden
Level 5 : Rock Throw
Level 8 : Sharpen
Level 12: Smack Down
Level 18: Reflect
Level 21: Stealth Rock
Level 27: Guard Split
Level 31: Ancient Power
Level 35: Flail
Level 40: Skill Swap
Level 46: Power Gem
Level 49: Stone Edge
Level 50: Moonblast
Level 60: Light Screen
Level 70: Safeguard

704 Goomy -> Sliggoo
HP  45 
ATK 50 
DEF 35 
SPA 55 
SPD 75 
SPE 40 
Level 1 : Tackle
Level 1 : Bubble
Level 5 : Absorb
Level 9 : Protect
Level 13: Bide
Level 18: Dragon Breath
Level 25: Rain Dance
Level 28: Flail
Level 32: Body Slam
Level 38: Muddy Water
Level 42: Dragon Pulse
Egg Moves:
 - Acid Armor
 - Curse
 - Iron Tail
 - Poison Tail
 - Counter
 - Endure

705 Sliggoo -> Goodra
HP  68 
ATK 75 
DEF 53 
SPA 83 
SPD 113
SPE 60 
Level 1 : Tackle
Level 1 : Bubble
Level 5 : Absorb
Level 9 : Protect
Level 13: Bide
Level 18: Dragon Breath
Level 25: Rain Dance
Level 28: Flail
Level 32: Body Slam
Level 38: Muddy Water
Level 47: Dragon Pulse

706 Goodra ->  (no evolution)
HP  90 
ATK 100
DEF 70 
SPA 110
SPD 150
SPE 80 
Level 1 : Outrage
Level 1 : Feint
Level 1 : Tackle
Level 1 : Bubble
Level 5 : Absorb
Level 9 : Protect
Level 13: Bide
Level 18: Dragon Breath
Level 25: Rain Dance
Level 28: Flail
Level 32: Body Slam
Level 38: Muddy Water
Level 47: Dragon Pulse
Level 50: Aqua Tail
Level 55: Power Whip
Level 63: Outrage

707 Klefki ->  (no evolution)
HP  57 
ATK 80 
DEF 91 
SPA 80 
SPD 87 
SPE 75 
Level 1 : Fairy Lock
Level 1 : Tackle
Level 5 : Fairy Wind
Level 8 : Astonish
Level 12: Metal Sound
Level 15: Spikes
Level 18: Draining Kiss
Level 23: Crafty Shield
Level 27: Foul Play
Level 32: Torment
Level 34: Mirror Shot
Level 36: Imprison
Level 40: Recycle
Level 43: Play Rough
Level 44: Magic Room
Level 50: Heal Block
Egg Moves:
 - Switcheroo
 - Thief
 - Lock-On
 - Iron Defense

708 Phantump -> Trevenant
HP  43 
ATK 70 
DEF 48 
SPA 50 
SPD 60 
SPE 38 
Level 1 : Tackle
Level 1 : Confuse Ray
Level 5 : Astonish
Level 8 : Growth
Level 13: Ingrain
Level 19: Feint Attack
Level 23: Leech Seed
Level 28: Curse
Level 31: Will-O-Wisp
Level 35: Forest’s Curse
Level 39: Destiny Bond
Level 45: Phantom Force
Level 49: Wood Hammer
Level 54: Horn Leech
Egg Moves:
 - Grudge
 - Bestow
 - Imprison
 - Venom Drench

709 Trevenant ->  (no evolution)
HP  85 
ATK 110
DEF 76 
SPA 65 
SPD 82 
SPE 56 
Level 1 : Horn Leech
Level 1 : Tackle
Level 1 : Confuse Ray
Level 5 : Astonish
Level 8 : Growth
Level 13: Ingrain
Level 19: Feint Attack
Level 23: Leech Seed
Level 28: Curse
Level 31: Will-O-Wisp
Level 35: Forest’s Curse
Level 39: Destiny Bond
Level 45: Phantom Force
Level 49: Wood Hammer
Level 55: Shadow Claw
Level 62: Horn Leech

710 Pumpkaboo -> Gourgeist
HP  49 
ATK 66 
DEF 70 
SPA 44 
SPD 55 
SPE 51 
Level 1 : Trick
Level 1 : Astonish
Level 1 : Confuse Ray
Level 4 : Scary Face
Level 6 : Trick-or-Treat
Level 11: Worry Seed
Level 16: Razor Leaf
Level 20: Leech Seed
Level 23: Trick-or-Treat
Level 26: Bullet Seed
Level 30: Shadow Sneak
Level 36: Shadow Ball
Level 40: Trick-or-Treat
Level 42: Pain Split
Level 48: Seed Bomb
Egg Moves:
 - Disable
 - Bestow
 - Destiny Bond

711 Gourgeist ->  (no evolution)
HP  65 
ATK 90 
DEF 122
SPA 58 
SPD 75 
SPE 84 
Level 1 : Explosion
Level 1 : Phantom Force
Level 1 : Trick
Level 1 : Astonish
Level 1 : Confuse Ray
Level 4 : Scary Face
Level 6 : Trick-or-Treat
Level 11: Worry Seed
Level 16: Razor Leaf
Level 20: Leech Seed
Level 23: Trick-or-Treat
Level 26: Bullet Seed
Level 30: Shadow Sneak
Level 36: Shadow Ball
Level 40: Trick-or-Treat
Level 42: Pain Split
Level 48: Seed Bomb
Level 57: Phantom Force
Level 63: Trick-or-Treat
Level 70: Shadow Ball
Level 75: Explosion

712 Bergmite -> Avalugg
HP  55 
ATK 69 
DEF 85 
SPA 32 
SPD 35 
SPE 28 
Level 1 : Tackle
Level 1 : Bite
Level 1 : Harden
Level 5 : Powder Snow
Level 10: Icy Wind
Level 15: Take Down
Level 20: Sharpen
Level 22: Curse
Level 26: Ice Fang
Level 30: Ice Ball
Level 35: Rapid Spin
Level 39: Avalanche
Level 43: Blizzard
Level 47: Recover
Level 49: Double-Edge
Egg Moves:
 - Recover
 - Mist
 - Barrier
 - Mirror Coat

713 Avalugg ->  (no evolution)
HP  95 
ATK 117
DEF 184
SPA 44 
SPD 46 
SPE 28 
Level 1 : Iron Defense
Level 1 : Crunch
Level 1 : Skull Bash
Level 1 : Tackle
Level 1 : Bite
Level 1 : Harden
Level 5 : Powder Snow
Level 10: Icy Wind
Level 15: Take Down
Level 20: Sharpen
Level 22: Curse
Level 26: Ice Fang
Level 30: Ice Ball
Level 35: Rapid Spin
Level 42: Avalanche
Level 46: Blizzard
Level 51: Recover
Level 56: Double-Edge
Level 60: Skull Bash
Level 65: Crunch

714 Noibat -> Noivern
HP  40 
ATK 30 
DEF 35 
SPA 45 
SPD 40 
SPE 55 
Level 1 : Screech
Level 1 : Supersonic
Level 1 : Tackle
Level 5 : Leech Life
Level 11: Gust
Level 13: Bite
Level 16: Wing Attack
Level 18: Agility
Level 23: Air Cutter
Level 27: Roost
Level 31: Razor Wind
Level 35: Tailwind
Level 40: Whirlwind
Level 43: Super Fang
Level 48: Air Slash
Level 58: Hurricane
Egg Moves:
 - Switcheroo
 - Snatch
 - Outrage
 - Tailwind

715 Noivern ->  (no evolution)
HP  85 
ATK 70 
DEF 80 
SPA 97 
SPD 80 
SPE 123
Level 1 : Moonlight
Level 1 : Boomburst
Level 1 : Dragon Pulse
Level 1 : Hurricane
Level 1 : Screech
Level 1 : Supersonic
Level 1 : Tackle
Level 5 : Leech Life
Level 11: Gust
Level 13: Bite
Level 16: Wing Attack
Level 18: Agility
Level 23: Air Cutter
Level 27: Roost
Level 31: Razor Wind
Level 35: Tailwind
Level 40: Whirlwind
Level 43: Super Fang
Level 53: Air Slash
Level 62: Hurricane
Level 70: Dragon Pulse
Level 75: Boomburst

716 Xerneas ->  (no evolution)
HP  126
ATK 131
DEF 95 
SPA 131
SPD 98 
SPE 99 
Level 1 : Heal Pulse
Level 1 : Aromatherapy
Level 1 : Ingrain
Level 1 : Take Down
Level 5 : Light Screen
Level 10: Aurora Beam
Level 18: Gravity
Level 26: Geomancy
Level 35: Moonblast
Level 44: Megahorn
Level 51: Night Slash
Level 55: Horn Leech
Level 59: Psych Up
Level 63: Misty Terrain
Level 72: Nature Power
Level 80: Close Combat
Level 88: Giga Impact
Level 93: Outrage

717 Yveltal ->  (no evolution)
HP  126
ATK 131
DEF 95 
SPA 131
SPD 98 
SPE 99 
Level 1 : Hurricane
Level 1 : Razor Wind
Level 1 : Taunt
Level 1 : Roost
Level 5 : Double Team
Level 10: Air Slash
Level 18: Snarl
Level 26: Oblivion Wing
Level 35: Disable
Level 44: Dark Pulse
Level 51: Foul Play
Level 55: Phantom Force
Level 59: Psychic
Level 63: Dragon Rush
Level 72: Focus Blast
Level 80: Sucker Punch
Level 88: Hyper Beam
Level 93: Sky Attack

718 Zygarde ->  (no evolution)
HP  108
ATK 100
DEF 121
SPA 81 
SPD 95 
SPE 95 
Level 1 : Glare
Level 1 : Bulldoze
Level 1 : Dragon Breath
Level 1 : Bite
Level 5 : Safeguard
Level 10: Dig
Level 18: Bind
Level 26: Land’s Wrath
Level 35: Sandstorm
Level 44: Haze
Level 51: Crunch
Level 55: Earthquake
Level 59: Camouflage
Level 63: Dragon Pulse
Level 72: Dragon Dance
Level 80: Coil
Level 88: Extreme Speed
Level 93: Outrage

719 Diancie ->  (no evolution)
HP  50 
ATK 100
DEF 150
SPA 100
SPD 150
SPE 50 
Level 1 : Tackle
Level 1 : Harden
Level 5 : Rock Throw
Level 8 : Sharpen
Level 12: Smack Down
Level 18: Reflect
Level 21: Stealth Rock
Level 27: Guard Split
Level 31: Ancient Power
Level 35: Flail
Level 40: Skill Swap
Level 46: Trick Room
Level 49: Stone Edge
Level 50: Moonblast
Level 50: Diamond Storm
Level 60: Light Screen
Level 70: Safeguard

720 Hoopa ->  (no evolution)
HP  80 
ATK 110
DEF 60 
SPA 150
SPD 130
SPE 70 
Level 1 : Trick
Level 1 : Destiny Bond
Level 1 : Ally Switch
Level 1 : Hyperspace Hole
Level 1 : Confusion
Level 6 : Astonish
Level 10: Magic Coat
Level 15: Psybeam
Level 19: Light Screen
Level 25: Skill Swap
Level 29: Power Split
Level 35: Guard Split
Level 46: Phantom Force
Level 50: Wonder Room
Level 55: Trick Room
Level 68: Shadow Ball
Level 75: Psychic
Level 85: Hyperspace Hole

721 Volcanion ->  (no evolution)
HP  80 
ATK 110
DEF 120
SPA 130
SPD 90 
SPE 70 
Level 1 : Steam Eruption
Level 1 : Flare Blitz
Level 1 : Take Down
Level 8 : Mist
Level 11: Haze
Level 15: Flame Charge
Level 21: Water Pulse
Level 28: Stomp
Level 32: Scald
Level 40: Weather Ball
Level 46: Body Slam
Level 50: Hydro Pump
Level 58: Flare Blitz
Level 65: Overheat
Level 76: Explosion
Level 85: Steam Eruption

722 Deoxys-A ->  (no evolution)
HP  50 
ATK 180
DEF 20 
SPA 180
SPD 20 
SPE 150
Level 1 : Leer
Level 1 : Wrap
Level 9 : Night Shade
Level 17: Teleport
Level 25: Taunt
Level 33: Pursuit
Level 41: Psychic
Level 49: Superpower
Level 57: Psycho Shift
Level 65: Zen Headbutt
Level 73: Cosmic Power
Level 81: Zap Cannon
Level 89: Psycho Boost
Level 97: Hyper Beam

723 Deoxys-D ->  (no evolution)
HP  50 
ATK 70 
DEF 160
SPA 70 
SPD 160
SPE 90 
Level 1 : Leer
Level 1 : Wrap
Level 9 : Night Shade
Level 17: Teleport
Level 25: Knock Off
Level 33: Spikes
Level 41: Psychic
Level 49: Snatch
Level 57: Psycho Shift
Level 65: Zen Headbutt
Level 73: Iron Defense
Level 73: Amnesia
Level 81: Recover
Level 89: Psycho Boost
Level 97: Counter
Level 97: Mirror Coat

724 Deoxys-S ->  (no evolution)
HP  50 
ATK 95 
DEF 90 
SPA 95 
SPD 90 
SPE 180
Level 1 : Leer
Level 1 : Wrap
Level 9 : Night Shade
Level 17: Double Team
Level 25: Knock Off
Level 33: Pursuit
Level 41: Psychic
Level 49: Swift
Level 57: Psycho Shift
Level 65: Zen Headbutt
Level 73: Agility
Level 81: Recover
Level 89: Psycho Boost
Level 97: Extreme Speed

725 Wormadam-S ->  (no evolution)
HP  60 
ATK 79 
DEF 105
SPA 59 
SPD 85 
SPE 36 
Level 1 : Tackle
Level 10: Protect
Level 15: Bug Bite
Level 20: Hidden Power
Level 23: Confusion
Level 26: Rock Blast
Level 29: Harden
Level 32: Psybeam
Level 35: Captivate
Level 38: Flail
Level 41: Attract
Level 44: Psychic
Level 47: Fissure

726 Wormadam-T ->  (no evolution)
HP  60 
ATK 69 
DEF 95 
SPA 69 
SPD 95 
SPE 36 
Level 1 : Tackle
Level 10: Protect
Level 15: Bug Bite
Level 20: Hidden Power
Level 23: Confusion
Level 26: Mirror Shot
Level 29: Metal Sound
Level 32: Psybeam
Level 35: Captivate
Level 38: Flail
Level 41: Attract
Level 44: Psychic
Level 47: Iron Head

727 Shaymin-S ->  (no evolution)
HP  100
ATK 103
DEF 75 
SPA 120
SPD 75 
SPE 127
Level 1 : Growth
Level 10: Magical Leaf
Level 19: Leech Seed
Level 28: Quick Attack
Level 37: Sweet Scent
Level 46: Natural Gift
Level 55: Worry Seed
Level 64: Air Slash
Level 73: Energy Ball
Level 82: Sweet Kiss
Level 91: Leaf Storm
Level 100: Seed Flare

728 Giratina-O ->  (no evolution)
