Randomizer Version: 4.6.1-HAL
Random Seed: 182076111057156
Settings String: 322AAgEAQGDAYYBiQEEAAEeRAABFAAAFABABAABAAAAAAAAAAAAMgQyAQAICTIGBQAyAAIAFFBva2Vtb24gUGxhdGludW0gKFUpBspbJ+PDOIo=

--Randomized Evolutions--
BULBASAUR       -> IVYSAUR        
124 JYNX          |TM01 Focus Punch |               - |TM03 Water Pulse |TM04 Calm Mind |        - |TM06 Toxic |TM07 Hail |           - |               - |TM10 Hidden Power |             - |TM12 Taunt |TM13 Ice Beam |TM14 Blizzard |TM15 Hyper Beam |TM16 Light Screen |TM17 Protect |TM18 Rain Dance |              - |             - |TM21 Frustration |             - |             - |               - |           - |              - |TM27 Return |       - |TM29 Psychic |TM30 Shadow Ball |TM31 Brick Break |TM32 Double Team |TM33 Reflect |              - |                - |               - |             - |              - |             - |              - |TM41 Torment |TM42 Facade |TM43 Secret Power |TM44 Rest |TM45 Attract |TM46 Thief |              - |TM48 Skill Swap |          - |            - |         - |TM52 Focus Blast |TM53 Energy Ball |               - |         - |TM56 Fling |               - |TM58 Endure |                - |TM60 Drain Punch |               - |               - |           - |             - |               - |TM66 Payback |TM67 Recycle |TM68 Giga Impact |               - |TM70 Flash |              - |TM72 Avalanche |                - |             - |                - |                - |TM77 Psych Up |TM78 Captivate |              - |              - |             - |TM82 Sleep Talk |TM83 Natural Gift |              - |TM85 Dream Eater |TM86 Grass Knot |TM87 Swagger |         - |          - |TM90 Substitute |                - |TM92 Trick Room |       - |       - |        - |            - |         - |              - |             - |              - |
125 ELECTABUZZ    |TM01 Focus Punch |               - |               - |             - |        - |TM06 Toxic |        - |           - |               - |TM10 Hidden Power |             - |         - |            - |            - |TM15 Hyper Beam |TM16 Light Screen |TM17 Protect |TM18 Rain Dance |              - |             - |TM21 Frustration |             - |TM23 Iron Tail |TM24 Thunderbolt |TM25 Thunder |              - |TM27 Return |       - |TM29 Psychic |               - |TM31 Brick Break |TM32 Double Team |           - |TM34 Shock Wave |                - |               - |             - |              - |             - |              - |           - |TM42 Facade |TM43 Secret Power |TM44 Rest |TM45 Attract |TM46 Thief |              - |              - |          - |            - |         - |TM52 Focus Blast |               - |               - |         - |TM56 Fling |TM57 Charge Beam |TM58 Endure |                - |               - |               - |               - |           - |             - |               - |           - |           - |TM68 Giga Impact |               - |TM70 Flash |              - |             - |TM73 Thunder Wave |             - |                - |                - |            - |TM78 Captivate |              - |              - |             - |TM82 Sleep Talk |TM83 Natural Gift |              - |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |       - |       - |        - |HM04 Strength |         - |HM06 Rock Smash |             - |HM08 Rock Climb |
126 MAGMAR        |TM01 Focus Punch |               - |               - |             - |        - |TM06 Toxic |        - |           - |               - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |TM15 Hyper Beam |                - |TM17 Protect |              - |              - |             - |TM21 Frustration |             - |TM23 Iron Tail |               - |           - |              - |TM27 Return |       - |TM29 Psychic |               - |TM31 Brick Break |TM32 Double Team |           - |              - |TM35 Flamethrower |               - |             - |TM38 Fire Blast |             - |              - |           - |TM42 Facade |TM43 Secret Power |TM44 Rest |TM45 Attract |TM46 Thief |              - |              - |          - |TM50 Overheat |         - |TM52 Focus Blast |               - |               - |         - |TM56 Fling |               - |TM58 Endure |                - |               - |TM61 Will-O-Wisp |               - |           - |             - |               - |           - |           - |TM68 Giga Impact |               - |         - |              - |             - |                - |             - |                - |                - |            - |TM78 Captivate |              - |              - |             - |TM82 Sleep Talk |TM83 Natural Gift |              - |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |       - |       - |        - |HM04 Strength |         - |HM06 Rock Smash |             - |HM08 Rock Climb |
127 PINSIR        |TM01 Focus Punch |               - |               - |             - |        - |TM06 Toxic |        - |TM08 Bulk Up |               - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |              - |             - |TM21 Frustration |             - |             - |               - |           - |TM26 Earthquake |TM27 Return |TM28 Dig |           - |               - |TM31 Brick Break |TM32 Double Team |           - |              - |                - |               - |             - |              - |TM39 Rock Tomb |              - |           - |TM42 Facade |TM43 Secret Power |TM44 Rest |TM45 Attract |TM46 Thief |              - |              - |          - |            - |         - |TM52 Focus Blast |               - |TM54 False Swipe |         - |TM56 Fling |               - |TM58 Endure |                - |               - |               - |               - |           - |             - |               - |           - |           - |TM68 Giga Impact |               - |         - |TM71 Stone Edge |             - |                - |             - |TM75 Swords Dance |TM76 Stealth Rock |            - |TM78 Captivate |              - |TM80 Rock Slide |TM81 X-Scissor |TM82 Sleep Talk |TM83 Natural Gift |              - |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |HM01 Cut |       - |        - |HM04 Strength |         - |HM06 Rock Smash |             - |HM08 Rock Climb |
128 TAUROS        |               - |               - |TM03 Water Pulse |             - |        - |TM06 Toxic |        - |           - |               - |TM10 Hidden Power |TM11 Sunny Day |         - |TM13 Ice Beam |TM14 Blizzard |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |              - |             - |TM21 Frustration |TM22 SolarBeam |TM23 Iron Tail |TM24 Thunderbolt |TM25 Thunder |TM26 Earthquake |TM27 Return |       - |           - |               - |               - |TM32 Double Team |           - |TM34 Shock Wave |TM35 Flamethrower |               - |TM37 Sandstorm |TM38 Fire Blast |TM39 Rock Tomb |              - |           - |TM42 Facade |TM43 Secret Power |TM44 Rest |TM45 Attract |         - |              - |              - |          - |            - |         - |               - |               - |               - |         - |         - |               - |TM58 Endure |                - |               - |               - |               - |           - |             - |               - |TM66 Payback |           - |TM68 Giga Impact |               - |         - |TM71 Stone Edge |             - |                - |             - |                - |                - |            - |TM78 Captivate |              - |TM80 Rock Slide |             - |TM82 Sleep Talk |TM83 Natural Gift |              - |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |       - |       - |HM03 Surf |HM04 Strength |         - |HM06 Rock Smash |             - |HM08 Rock Climb |
129 MAGIKARP      |               - |               - |               - |             - |        - |         - |        - |           - |               - |                - |             - |         - |            - |            - |              - |                - |           - |              - |              - |             - |               - |             - |             - |               - |           - |              - |          - |       - |           - |               - |               - |               - |           - |              - |                - |               - |             - |              - |             - |              - |           - |          - |                - |        - |           - |         - |              - |              - |          - |            - |         - |               - |               - |               - |         - |         - |               - |          - |                - |               - |               - |               - |           - |             - |               - |           - |           - |               - |               - |         - |              - |             - |                - |             - |                - |                - |            - |             - |              - |              - |             - |              - |                - |              - |               - |              - |           - |         - |          - |              - |                - |              - |       - |       - |        - |            - |         - |              - |             - |              - |
130 GYARADOS      |               - |               - |TM03 Water Pulse |             - |TM05 Roar |TM06 Toxic |TM07 Hail |           - |               - |TM10 Hidden Power |             - |TM12 Taunt |TM13 Ice Beam |TM14 Blizzard |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |              - |             - |TM21 Frustration |             - |             - |TM24 Thunderbolt |TM25 Thunder |TM26 Earthquake |TM27 Return |       - |           - |               - |               - |TM32 Double Team |           - |              - |TM35 Flamethrower |               - |TM37 Sandstorm |TM38 Fire Blast |             - |              - |TM41 Torment |TM42 Facade |TM43 Secret Power |TM44 Rest |TM45 Attract |         - |              - |              - |          - |            - |         - |               - |               - |               - |TM55 Brine |         - |               - |TM58 Endure |TM59 Dragon Pulse |               - |               - |               - |           - |             - |               - |TM66 Payback |           - |TM68 Giga Impact |               - |         - |TM71 Stone Edge |TM72 Avalanche |TM73 Thunder Wave |             - |                - |                - |            - |TM78 Captivate |TM79 Dark Pulse |              - |             - |TM82 Sleep Talk |TM83 Natural Gift |              - |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |       - |       - |HM03 Surf |HM04 Strength |         - |HM06 Rock Smash |HM07 Waterfall |              - |
131 LAPRAS        |               - |               - |TM03 Water Pulse |             - |TM05 Roar |TM06 Toxic |TM07 Hail |           - |               - |TM10 Hidden Power |             - |         - |TM13 Ice Beam |TM14 Blizzard |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |              - |TM20 Safeguard |TM21 Frustration |             - |TM23 Iron Tail |TM24 Thunderbolt |TM25 Thunder |              - |TM27 Return |       - |TM29 Psychic |               - |               - |TM32 Double Team |           - |TM34 Shock Wave |                - |               - |             - |              - |             - |              - |           - |TM42 Facade |TM43 Secret Power |TM44 Rest |TM45 Attract |         - |              - |              - |          - |            - |         - |               - |               - |               - |TM55 Brine |         - |               - |TM58 Endure |TM59 Dragon Pulse |               - |               - |               - |           - |             - |               - |           - |           - |TM68 Giga Impact |               - |         - |              - |TM72 Avalanche |                - |             - |                - |                - |            - |TM78 Captivate |              - |              - |             - |TM82 Sleep Talk |TM83 Natural Gift |              - |TM85 Dream Eater |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |       - |       - |HM03 Surf |HM04 Strength |         - |HM06 Rock Smash |HM07 Waterfall |              - |
132 DITTO         |               - |               - |               - |             - |        - |         - |        - |           - |               - |                - |             - |         - |            - |            - |              - |                - |           - |              - |              - |             - |               - |             - |             - |               - |           - |              - |          - |       - |           - |               - |               - |               - |           - |              - |                - |               - |             - |              - |             - |              - |           - |          - |                - |        - |           - |         - |              - |              - |          - |            - |         - |               - |               - |               - |         - |         - |               - |          - |                - |               - |               - |               - |           - |             - |               - |           - |           - |               - |               - |         - |              - |             - |                - |             - |                - |                - |            - |             - |              - |              - |             - |              - |                - |              - |               - |              - |           - |         - |          - |              - |                - |              - |       - |       - |        - |            - |         - |              - |             - |              - |
133 EEVEE         |               - |               - |               - |             - |        - |TM06 Toxic |        - |           - |               - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |              - |                - |TM17 Protect |TM18 Rain Dance |              - |             - |TM21 Frustration |             - |TM23 Iron Tail |               - |           - |              - |TM27 Return |TM28 Dig |           - |TM30 Shadow Ball |               - |TM32 Double Team |           - |              - |                - |               - |             - |              - |             - |              - |           - |TM42 Facade |TM43 Secret Power |TM44 Rest |TM45 Attract |         - |              - |              - |          - |            - |         - |               - |               - |               - |         - |         - |               - |TM58 Endure |                - |               - |               - |               - |           - |             - |               - |           - |           - |               - |               - |         - |              - |             - |                - |             - |                - |                - |            - |TM78 Captivate |              - |              - |             - |TM82 Sleep Talk |TM83 Natural Gift |              - |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |       - |       - |        - |            - |         - |              - |             - |              - |
134 VAPOREON      |               - |               - |TM03 Water Pulse |             - |TM05 Roar |TM06 Toxic |TM07 Hail |           - |               - |TM10 Hidden Power |TM11 Sunny Day |         - |TM13 Ice Beam |TM14 Blizzard |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |              - |             - |TM21 Frustration |             - |TM23 Iron Tail |               - |           - |              - |TM27 Return |TM28 Dig |           - |TM30 Shadow Ball |               - |TM32 Double Team |           - |              - |                - |               - |             - |              - |             - |              - |           - |TM42 Facade |TM43 Secret Power |TM44 Rest |TM45 Attract |         - |              - |              - |          - |            - |         - |               - |               - |               - |TM55 Brine |         - |               - |TM58 Endure |                - |               - |               - |               - |           - |             - |               - |           - |           - |TM68 Giga Impact |               - |         - |              - |             - |                - |             - |                - |                - |            - |TM78 Captivate |              - |              - |             - |TM82 Sleep Talk |TM83 Natural Gift |              - |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |       - |       - |HM03 Surf |HM04 Strength |         - |HM06 Rock Smash |HM07 Waterfall |              - |
135 JOLTEON       |               - |               - |               - |             - |TM05 Roar |TM06 Toxic |        - |           - |               - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |TM15 Hyper Beam |TM16 Light Screen |TM17 Protect |TM18 Rain Dance |              - |             - |TM21 Frustration |             - |TM23 Iron Tail |TM24 Thunderbolt |TM25 Thunder |              - |TM27 Return |TM28 Dig |           - |TM30 Shadow Ball |               - |TM32 Double Team |           - |TM34 Shock Wave |                - |               - |             - |              - |             - |              - |           - |TM42 Facade |TM43 Secret Power |TM44 Rest |TM45 Attract |         - |              - |              - |          - |            - |         - |               - |               - |               - |         - |         - |TM57 Charge Beam |TM58 Endure |                - |               - |               - |               - |           - |             - |               - |           - |           - |TM68 Giga Impact |               - |TM70 Flash |              - |             - |TM73 Thunder Wave |             - |                - |                - |            - |TM78 Captivate |              - |              - |             - |TM82 Sleep Talk |TM83 Natural Gift |              - |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |       - |       - |        - |HM04 Strength |         - |HM06 Rock Smash |             - |              - |
136 FLAREON       |               - |               - |               - |             - |TM05 Roar |TM06 Toxic |        - |           - |               - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |              - |             - |TM21 Frustration |             - |TM23 Iron Tail |               - |           - |              - |TM27 Return |TM28 Dig |           - |TM30 Shadow Ball |               - |TM32 Double Team |           - |              - |TM35 Flamethrower |               - |             - |TM38 Fire Blast |             - |              - |           - |TM42 Facade |TM43 Secret Power |TM44 Rest |TM45 Attract |         - |              - |              - |          - |TM50 Overheat |         - |               - |               - |               - |         - |         - |               - |TM58 Endure |                - |               - |TM61 Will-O-Wisp |               - |           - |             - |               - |           - |           - |TM68 Giga Impact |               - |         - |              - |             - |                - |             - |                - |                - |            - |TM78 Captivate |              - |              - |             - |TM82 Sleep Talk |TM83 Natural Gift |              - |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |       - |       - |        - |HM04 Strength |         - |HM06 Rock Smash |             - |              - |
137 PORYGON       |               - |               - |               - |             - |        - |TM06 Toxic |        - |           - |               - |TM10 Hidden Power |TM11 Sunny Day |         - |TM13 Ice Beam |TM14 Blizzard |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |              - |             - |TM21 Frustration |TM22 SolarBeam |TM23 Iron Tail |TM24 Thunderbolt |TM25 Thunder |              - |TM27 Return |       - |TM29 Psychic |TM30 Shadow Ball |               - |TM32 Double Team |           - |TM34 Shock Wave |                - |               - |             - |              - |             - |TM40 Aerial Ace |           - |TM42 Facade |TM43 Secret Power |TM44 Rest |           - |TM46 Thief |              - |              - |          - |            - |         - |               - |               - |               - |         - |         - |TM57 Charge Beam |TM58 Endure |                - |               - |               - |               - |           - |             - |               - |           - |TM67 Recycle |TM68 Giga Impact |               - |TM70 Flash |              - |             - |TM73 Thunder Wave |             - |                - |                - |TM77 Psych Up |             - |              - |              - |             - |TM82 Sleep Talk |TM83 Natural Gift |              - |TM85 Dream Eater |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |TM92 Trick Room |       - |       - |        - |            - |         - |              - |             - |              - |
138 OMANYTE       |               - |               - |TM03 Water Pulse |             - |        - |TM06 Toxic |TM07 Hail |           - |               - |TM10 Hidden Power |             - |         - |TM13 Ice Beam |TM14 Blizzard |              - |                - |TM17 Protect |TM18 Rain Dance |              - |             - |TM21 Frustration |             - |             - |               - |           - |              - |TM27 Return |       - |           - |               - |               - |TM32 Double Team |           - |              - |                - |               - |TM37 Sandstorm |              - |TM39 Rock Tomb |              - |           - |TM42 Facade |TM43 Secret Power |TM44 Rest |TM45 Attract |TM46 Thief |              - |              - |          - |            - |         - |               - |               - |               - |TM55 Brine |         - |               - |TM58 Endure |                - |               - |               - |               - |           - |             - |               - |           - |           - |               - |TM69 Rock Polish |         - |              - |             - |                - |TM74 Gyro Ball |                - |TM76 Stealth Rock |            - |TM78 Captivate |              - |TM80 Rock Slide |             - |TM82 Sleep Talk |TM83 Natural Gift |              - |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |       - |       - |HM03 Surf |            - |         - |HM06 Rock Smash |HM07 Waterfall |              - |
139 OMASTAR       |               - |               - |TM03 Water Pulse |             - |        - |TM06 Toxic |TM07 Hail |           - |               - |TM10 Hidden Power |             - |         - |TM13 Ice Beam |TM14 Blizzard |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |              - |             - |TM21 Frustration |             - |             - |               - |           - |              - |TM27 Return |       - |           - |               - |               - |TM32 Double Team |           - |              - |                - |               - |TM37 Sandstorm |              - |TM39 Rock Tomb |              - |           - |TM42 Facade |TM43 Secret Power |TM44 Rest |TM45 Attract |TM46 Thief |              - |              - |          - |            - |         - |               - |               - |               - |TM55 Brine |         - |               - |TM58 Endure |                - |               - |               - |               - |           - |             - |               - |           - |           - |TM68 Giga Impact |TM69 Rock Polish |         - |TM71 Stone Edge |             - |                - |TM74 Gyro Ball |                - |TM76 Stealth Rock |            - |TM78 Captivate |              - |TM80 Rock Slide |             - |TM82 Sleep Talk |TM83 Natural Gift |              - |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |       - |       - |HM03 Surf |            - |         - |HM06 Rock Smash |HM07 Waterfall |HM08 Rock Climb |
140 KABUTO        |               - |               - |TM03 Water Pulse |             - |        - |TM06 Toxic |TM07 Hail |           - |               - |TM10 Hidden Power |             - |         - |TM13 Ice Beam |TM14 Blizzard |              - |                - |TM17 Protect |TM18 Rain Dance |TM19 Giga Drain |             - |TM21 Frustration |             - |             - |               - |           - |              - |TM27 Return |TM28 Dig |           - |               - |               - |TM32 Double Team |           - |              - |                - |               - |TM37 Sandstorm |              - |TM39 Rock Tomb |              - |           - |TM42 Facade |TM43 Secret Power |TM44 Rest |TM45 Attract |TM46 Thief |              - |              - |          - |            - |         - |               - |               - |               - |TM55 Brine |         - |               - |TM58 Endure |                - |               - |               - |               - |           - |             - |               - |           - |           - |               - |TM69 Rock Polish |         - |              - |             - |                - |             - |                - |TM76 Stealth Rock |            - |TM78 Captivate |              - |TM80 Rock Slide |             - |TM82 Sleep Talk |TM83 Natural Gift |              - |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |       - |       - |HM03 Surf |            - |         - |HM06 Rock Smash |HM07 Waterfall |              - |
141 KABUTOPS      |               - |               - |TM03 Water Pulse |             - |        - |TM06 Toxic |TM07 Hail |           - |               - |TM10 Hidden Power |             - |         - |TM13 Ice Beam |TM14 Blizzard |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |TM19 Giga Drain |             - |TM21 Frustration |             - |             - |               - |           - |              - |TM27 Return |TM28 Dig |           - |               - |TM31 Brick Break |TM32 Double Team |           - |              - |                - |               - |TM37 Sandstorm |              - |TM39 Rock Tomb |TM40 Aerial Ace |           - |TM42 Facade |TM43 Secret Power |TM44 Rest |TM45 Attract |TM46 Thief |              - |              - |          - |            - |         - |               - |               - |               - |TM55 Brine |         - |               - |TM58 Endure |                - |               - |               - |               - |           - |             - |               - |           - |           - |TM68 Giga Impact |TM69 Rock Polish |         - |TM71 Stone Edge |             - |                - |             - |TM75 Swords Dance |TM76 Stealth Rock |            - |TM78 Captivate |              - |TM80 Rock Slide |TM81 X-Scissor |TM82 Sleep Talk |TM83 Natural Gift |              - |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |HM01 Cut |       - |HM03 Surf |            - |         - |HM06 Rock Smash |HM07 Waterfall |HM08 Rock Climb |
142 AERODACTYL    |               - |TM02 Dragon Claw |               - |             - |TM05 Roar |TM06 Toxic |        - |           - |               - |TM10 Hidden Power |TM11 Sunny Day |TM12 Taunt |            - |            - |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |              - |             - |TM21 Frustration |             - |TM23 Iron Tail |               - |           - |TM26 Earthquake |TM27 Return |       - |           - |               - |               - |TM32 Double Team |           - |              - |TM35 Flamethrower |               - |TM37 Sandstorm |TM38 Fire Blast |TM39 Rock Tomb |TM40 Aerial Ace |TM41 Torment |TM42 Facade |TM43 Secret Power |TM44 Rest |TM45 Attract |TM46 Thief |TM47 Steel Wing |              - |          - |            - |TM51 Roost |               - |               - |               - |         - |         - |               - |TM58 Endure |TM59 Dragon Pulse |               - |               - |               - |           - |             - |               - |TM66 Payback |           - |TM68 Giga Impact |TM69 Rock Polish |         - |TM71 Stone Edge |             - |                - |             - |                - |TM76 Stealth Rock |            - |TM78 Captivate |              - |TM80 Rock Slide |             - |TM82 Sleep Talk |TM83 Natural Gift |              - |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |       - |HM02 Fly |        - |HM04 Strength |HM05 Defog |HM06 Rock Smash |             - |              - |
143 SNORLAX       |TM01 Focus Punch |               - |TM03 Water Pulse |             - |        - |TM06 Toxic |        - |           - |               - |TM10 Hidden Power |TM11 Sunny Day |         - |TM13 Ice Beam |TM14 Blizzard |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |              - |             - |TM21 Frustration |TM22 SolarBeam |             - |TM24 Thunderbolt |TM25 Thunder |TM26 Earthquake |TM27 Return |       - |TM29 Psychic |TM30 Shadow Ball |TM31 Brick Break |TM32 Double Team |           - |TM34 Shock Wave |TM35 Flamethrower |               - |TM37 Sandstorm |TM38 Fire Blast |TM39 Rock Tomb |              - |           - |TM42 Facade |TM43 Secret Power |TM44 Rest |TM45 Attract |         - |              - |              - |          - |            - |         - |TM52 Focus Blast |               - |               - |         - |TM56 Fling |               - |TM58 Endure |                - |               - |               - |               - |           - |             - |               - |           - |TM67 Recycle |TM68 Giga Impact |               - |         - |              - |             - |                - |             - |                - |                - |            - |TM78 Captivate |              - |TM80 Rock Slide |             - |TM82 Sleep Talk |TM83 Natural Gift |              - |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |       - |       - |HM03 Surf |HM04 Strength |         - |HM06 Rock Smash |             - |HM08 Rock Climb |
144 ARTICUNO      |               - |               - |TM03 Water Pulse |             - |TM05 Roar |TM06 Toxic |TM07 Hail |           - |               - |TM10 Hidden Power |TM11 Sunny Day |         - |TM13 Ice Beam |TM14 Blizzard |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |              - |             - |TM21 Frustration |             - |             - |               - |           - |              - |TM27 Return |       - |           - |               - |               - |TM32 Double Team |TM33 Reflect |              - |                - |               - |TM37 Sandstorm |              - |             - |TM40 Aerial Ace |           - |TM42 Facade |TM43 Secret Power |TM44 Rest |           - |         - |TM47 Steel Wing |              - |          - |            - |TM51 Roost |               - |               - |               - |         - |         - |               - |TM58 Endure |                - |               - |               - |               - |           - |             - |               - |           - |           - |TM68 Giga Impact |               - |         - |              - |TM72 Avalanche |                - |             - |                - |                - |            - |             - |              - |              - |             - |TM82 Sleep Talk |TM83 Natural Gift |              - |               - |              - |TM87 Swagger |TM88 Pluck |TM89 U-turn |TM90 Substitute |                - |              - |       - |HM02 Fly |        - |            - |HM05 Defog |HM06 Rock Smash |             - |              - |
145 ZAPDOS        |               - |               - |               - |             - |TM05 Roar |TM06 Toxic |        - |           - |               - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |TM15 Hyper Beam |TM16 Light Screen |TM17 Protect |TM18 Rain Dance |              - |             - |TM21 Frustration |             - |             - |TM24 Thunderbolt |TM25 Thunder |              - |TM27 Return |       - |           - |               - |               - |TM32 Double Team |           - |TM34 Shock Wave |                - |               - |TM37 Sandstorm |              - |             - |TM40 Aerial Ace |           - |TM42 Facade |TM43 Secret Power |TM44 Rest |           - |         - |TM47 Steel Wing |              - |          - |            - |TM51 Roost |               - |               - |               - |         - |         - |TM57 Charge Beam |TM58 Endure |                - |               - |               - |               - |           - |             - |               - |           - |           - |TM68 Giga Impact |               - |TM70 Flash |              - |             - |TM73 Thunder Wave |             - |                - |                - |            - |             - |              - |              - |             - |TM82 Sleep Talk |TM83 Natural Gift |              - |               - |              - |TM87 Swagger |TM88 Pluck |TM89 U-turn |TM90 Substitute |                - |              - |       - |HM02 Fly |        - |            - |HM05 Defog |HM06 Rock Smash |             - |              - |
146 MOLTRES       |               - |               - |               - |             - |TM05 Roar |TM06 Toxic |        - |           - |               - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |              - |TM20 Safeguard |TM21 Frustration |TM22 SolarBeam |             - |               - |           - |              - |TM27 Return |       - |           - |               - |               - |TM32 Double Team |           - |              - |TM35 Flamethrower |               - |TM37 Sandstorm |TM38 Fire Blast |             - |TM40 Aerial Ace |           - |TM42 Facade |TM43 Secret Power |TM44 Rest |           - |         - |TM47 Steel Wing |              - |          - |TM50 Overheat |TM51 Roost |               - |               - |               - |         - |         - |               - |TM58 Endure |                - |               - |TM61 Will-O-Wisp |               - |           - |             - |               - |           - |           - |TM68 Giga Impact |               - |         - |              - |             - |                - |             - |                - |                - |            - |             - |              - |              - |             - |TM82 Sleep Talk |TM83 Natural Gift |              - |               - |              - |TM87 Swagger |TM88 Pluck |TM89 U-turn |TM90 Substitute |                - |              - |       - |HM02 Fly |        - |            - |HM05 Defog |HM06 Rock Smash |             - |              - |
147 DRATINI       |               - |               - |TM03 Water Pulse |             - |        - |TM06 Toxic |TM07 Hail |           - |               - |TM10 Hidden Power |TM11 Sunny Day |         - |TM13 Ice Beam |TM14 Blizzard |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |              - |TM20 Safeguard |TM21 Frustration |             - |TM23 Iron Tail |TM24 Thunderbolt |TM25 Thunder |              - |TM27 Return |       - |           - |               - |               - |TM32 Double Team |           - |TM34 Shock Wave |TM35 Flamethrower |               - |             - |TM38 Fire Blast |             - |              - |           - |TM42 Facade |TM43 Secret Power |TM44 Rest |TM45 Attract |         - |              - |              - |          - |            - |         - |               - |               - |               - |         - |         - |               - |TM58 Endure |TM59 Dragon Pulse |               - |               - |               - |           - |             - |               - |           - |           - |               - |               - |         - |              - |             - |TM73 Thunder Wave |             - |                - |                - |            - |TM78 Captivate |              - |              - |             - |TM82 Sleep Talk |TM83 Natural Gift |              - |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |       - |       - |HM03 Surf |            - |         - |              - |HM07 Waterfall |              - |
148 DRAGONAIR     |               - |               - |TM03 Water Pulse |             - |        - |TM06 Toxic |TM07 Hail |           - |               - |TM10 Hidden Power |TM11 Sunny Day |         - |TM13 Ice Beam |TM14 Blizzard |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |              - |TM20 Safeguard |TM21 Frustration |             - |TM23 Iron Tail |TM24 Thunderbolt |TM25 Thunder |              - |TM27 Return |       - |           - |               - |               - |TM32 Double Team |           - |TM34 Shock Wave |TM35 Flamethrower |               - |             - |TM38 Fire Blast |             - |              - |           - |TM42 Facade |TM43 Secret Power |TM44 Rest |TM45 Attract |         - |              - |              - |          - |            - |         - |               - |               - |               - |         - |         - |               - |TM58 Endure |TM59 Dragon Pulse |               - |               - |               - |           - |             - |               - |           - |           - |               - |               - |         - |              - |             - |TM73 Thunder Wave |             - |                - |                - |            - |TM78 Captivate |              - |              - |             - |TM82 Sleep Talk |TM83 Natural Gift |              - |               - |              - |TM87 Swagger |         - |          - |TM90 Substitute |                - |              - |       - |       - |HM03 Surf |            - |         - |              - |HM07 Waterfall |              - |
